source,inst_acc_num,country,state,county,island,locality,collector,order,family,subfamily,genus,subgenus,specificEp,subspecies,scientificName,original_date,month_arabic,day_arabic,year,TO Date Collected,day_messy,month_messy,Drawer,Survey,Sex,Collecting Remarks,Type,Curation Remarks,Stage,Elevation
LACM,LACM ENT 377917,USA,CA,Los Angeles,Santa Catalina,,Bennett et al,Hymenoptera,Sphecidae,,Sceliphron,,caementarium,,Sceliphron caementarium ,29.v.1981,5,29,1981,,29,v,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377918,USA,CA,Los Angeles,Santa Catalina,,Bennett et al,Hymenoptera,Sphecidae,,Sceliphron,,caementarium,,Sceliphron caementarium ,29.v.1981,5,29,1981,,29,v,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377919,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Sphecidae,,Sceliphron,,caementarium,,Sceliphron caementarium ,27.vii.1983,7,27,1983,,27,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377920,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Sphecidae,,Sceliphron,,caementarium,,Sceliphron caementarium ,27.vii.1983,7,27,1983,,27,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377921,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,Crabronidae,,Stigmus,,inordinatus,,Stigmus inordinatus ,17.x.1980,10,17,1980,,17,x,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377922,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Ancistrocerus,,bustamente,,Ancistrocerus bustamente ,9.v.1981,5,9,1981,,9,v,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377923,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,12.iii.1981,3,12,1981,,12,iii,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 377924,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,30.iii.1981,3,30,1981,,30,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377925,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,21.ii.1981,2,21,1981,,21,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377926,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,31.iii.1981,3,31,1981,,31,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377927,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,31.iii.1981,3,31,1981,,31,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377928,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377929,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,22.iii.1980,3,22,1980,,22,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377930,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,22.iii.1980,3,22,1980,,22,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377931,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,22.iii.1980,3,22,1980,,22,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377932,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,22.iii.1980,3,22,1980,,22,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377933,USA,CA,Los Angeles,Santa Catalina,,S. E. Miller,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,21.ii.1981,2,21,1981,,21,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377934,USA,CA,Los Angeles,Santa Catalina,,S. E. Miller,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,21.ii.1981,2,21,1981,,21,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377935,USA,CA,Los Angeles,Santa Catalina,,S. E. Miller,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,21.ii.1981,2,21,1981,,21,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377936,USA,CA,Los Angeles,Santa Catalina,,S. E. Miller,Hymenoptera,Vespidae,,Ancistrocerus,,spilogaster,,Ancistrocerus spilogaster ,21.ii.1981,2,21,1981,,21,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377937,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Eumenes,,crucifera,,Eumenes crucifera ,19.x.1982,10,19,1982,,19,x,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377938,USA,CA,Los Angeles,Santa Catalina,,Bennett et al,Hymenoptera,Vespidae,,Eumenes,,crucifera,,Eumenes crucifera ,29.v.1981,5,29,1981,,29,v,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377939,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Pseudomasaris,,edwardsii,,Pseudomasaris edwardsii ,2.v.1982,5,2,1982,,2,v,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377940,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,F,Malaise trap,,,,
LACM,LACM ENT 377941,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 377942,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 377943,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 377944,USA,CA,Los Angeles,Santa Catalina,,Bennett et al,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,29.v.1981,5,29,1981,,29,v,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 377945,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 377946,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 377947,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 377948,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 377949,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 377950,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 377951,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 377952,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 377953,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Euodynerus,,annulatus,,Euodynerus annulatus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 377954,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377955,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377956,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377957,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377958,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377959,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377960,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377961,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,10.ix.1983,9,10,1983,,10,ix,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377962,USA,CA,Los Angeles,Santa Catalina,,R. Jeck,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,7.13.1982,7,13,1982,,7,13,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377963,USA,CA,Los Angeles,Santa Catalina,,A. Luster,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,8.ii.1981,2,8,1981,,8,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377964,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,23.vii.1979,7,23,1979,,23,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377965,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,23.vii.1979,7,23,1979,,23,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377966,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,10.vii.1980,7,10,1980,,10,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377967,USA,CA,Los Angeles,Santa Catalina,,S. E. Miller,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,21.ii.1981,2,21,1981,,21,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377968,USA,CA,Los Angeles,Santa Catalina,,S. E. Miller,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,21.ii.1981,2,21,1981,,21,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377969,USA,CA,Los Angeles,Santa Catalina,,S. E. Miller,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,21.ii.1981,2,21,1981,,21,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377970,USA,CA,Santa Barbara,Santa Cruz,,,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,12.viii.1939,8,12,1939,,12,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377971,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377972,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377973,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377974,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Vespidae,,Polistes,,aurifer,,Polistes aurifer ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377975,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,Vespidae,,Stenodynerus,,blandus,,Stenodynerus blandus ,17.x.1980,10,17,1980,,17,x,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377976,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Stenodynerus,,blandus,,Stenodynerus blandus ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377977,USA,CA,Los Angeles,Santa Catalina,,Bennett et al,Hymenoptera,Vespidae,,Stenodynerus,,blandus,,Stenodynerus blandus ,30.v.1981,5,30,1981,,30,v,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377978,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,Vespidae,,Stenodynerus,,blandus,,Stenodynerus blandus ,17.x.1980,10,17,1980,,17,x,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377979,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,Vespidae,,Stenodynerus,,blandus,,Stenodynerus blandus ,17.x.1980,10,17,1980,,17,x,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377980,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,22.iii.1980,3,22,1980,,22,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377981,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,10.vii.1980,7,10,1980,,10,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377982,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,10.vii.1980,7,10,1980,,10,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377983,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,10.vii.1980,7,10,1980,,10,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377984,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano & J. N. Hogue,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,10.vii.1980,7,10,1980,,10,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377985,USA,CA,Los Angeles,Santa Catalina,,A. Crane,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377986,USA,CA,Los Angeles,Santa Catalina,,B. Stiller,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,8.viii.1980,8,8,1980,,8,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377987,USA,CA,Los Angeles,Santa Catalina,,A. Smith,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,1.viii.1981,8,1,1981,,1,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377988,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,30.iii.1981,3,30,1981,,30,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377989,USA,CA,Los Angeles,Santa Catalina,,N. Chadwick,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,12.vii.1982,7,12,1982,,12,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377990,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,6.viii.1981,8,6,1981,,6,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377991,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,21.vii.1982,7,21,1982,,21,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377992,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,12.viii.1981,8,12,1981,,12,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377993,USA,CA,Los Angeles,Santa Catalina,,S. Rodman,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,31.vii.1981,7,31,1981,,31,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377994,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,9.ii.1981,2,9,1981,,9,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377995,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,21.vii.1983,7,21,1983,,21,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377996,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,23.vii.1979,7,23,1979,,23,vii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377997,USA,CA,Santa Barbara,Santa Cruz,,S. E. Miller,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377998,USA,CA,Santa Barbara,Santa Cruz,,,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,12.viii.1939,8,12,1939,,12,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 377999,USA,CA,Los Angeles,Santa Catalina,,S. E. Miller,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,21.ii.1981,2,21,1981,,21,ii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378000,USA,CA,Los Angeles,Santa Catalina,,J. C. von Blocker,Hymenoptera,Vespidae,,Vespula,,pensylvanica,,Vespula pensylvanica ,3.v.1941,5,3,1941,,3,v,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378001,USA,CA,Los Angeles,Santa Catalina,,,Hymenoptera,Pompilidae,,Ageniella,,accepta,,Ageniella accepta ,2.x.1979,10,2,1979,,2,x,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378002,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,Pompilidae,,Anoplius,,tenebrosus,,Anoplius tenebrosus ,17.x.1980,10,17,1980,,17,x,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378003,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Pompilidae,,Anoplius,,tenebrosus,,Anoplius tenebrosus ,12.iii.1983,3,12,1983,,12,iii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378004,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Pompilidae,,Anoplius,,toluca,,Anoplius toluca ,12.viii.1983,8,12,1983,,12,viii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378005,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Pompilidae,,Anoplius,,,,Anoplius  ,31.v.1981,5,31,1981,,31,v,26S-04689,Channel Islands Survey,M,,,,,
LACM,LACM ENT 378006,USA,CA,Los Angeles,San Clemente,,J. C. von Blocker,Hymenoptera,Pompilidae,,Aporus,,luxus,,Aporus luxus ,30.xi.1939,11,30,1939,,30,xi,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378007,USA,CA,Los Angeles,San Clemente,,S. E. Miller,Hymenoptera,Pompilidae,,Aporus,,luxus,,Aporus luxus ,5.xii.1981,12,5,1981,,5,xii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378008,USA,CA,Los Angeles,San Clemente,,S. E. Miller,Hymenoptera,Pompilidae,,Aporus,,luxus,,Aporus luxus ,6.xii.1981,12,6,1981,,6,xii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378009,USA,CA,Los Angeles,San Clemente,,S. E. Miller,Hymenoptera,Pompilidae,,Aporus,,luxus,,Aporus luxus ,5.xii.1981,12,5,1981,,5,xii,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378010,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Pompilidae,,Aporus,,luxus,,Aporus luxus ,30.iv.1982,4,30,1982,,30,iv,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378011,USA,CA,Santa Barbara,Santa Cruz,,C. D. Nagano,Hymenoptera,Pompilidae,,Cryptocheilus,,hesperus,,Cryptocheilus hesperus ,22.vi.1979,6,22,1979,,22,vi,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378012,USA,CA,Santa Barbara,Santa Rosa,,J. C. von Blocker,Hymenoptera,Pompilidae,,Pepsis,,thisbe,,Pepsis thisbe ,1.iv.1941,4,1,1941,,1,iv,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378013,USA,CA,Ventura,San Nicolas,,C. D. Nagano,Hymenoptera,Pompilidae,,Pompilus,,scelestus,,Pompilus scelestus ,19.x.1980,10,19,1980,,19,x,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378014,USA,CA,Ventura,San Nicolas,,C. D. Nagano,Hymenoptera,Pompilidae,,Pompilus,,scelestus,,Pompilus scelestus ,19.x.1980,10,19,1980,,19,x,26S-04689,Channel Islands Survey,,,,,,
LACM,LACM ENT 378015,USA,CA,Ventura,San Nicolas,,C. D. Nagano,Hymenoptera,Pompilidae,,Pompilus,,scelestus,,Pompilus scelestus ,17.x.1980,10,17,1980,,17,x,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378016,USA,CA,Ventura,San Nicolas,,C. D. Nagano,Hymenoptera,Pompilidae,,Pompilus,,scelestus,,Pompilus scelestus ,17.x.1980,10,17,1980,,17,x,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378017,USA,CA,Ventura,San Nicolas,,C. D. Nagano,Hymenoptera,Pompilidae,,Pompilus,,scelestus,,Pompilus scelestus ,17.x.1980,10,17,1980,,17,x,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378018,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Pompilidae,,Psorthaspis,,planata,,Psorthaspis planata ,29.x.1980,10,29,1980,,29,x,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378019,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Pompilidae,,Psorthaspis,,planata,,Psorthaspis planata ,7.x.1982,10,7,1982,,7,x,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378020,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Pompilidae,,Psorthaspis,,planata,,Psorthaspis planata ,20.xi.1982,11,20,1982,,20,xi,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378021,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Pompilidae,,Psorthaspis,,planata,,Psorthaspis planata ,7.x.1982,10,7,1982,,7,x,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378022,USA,CA,Los Angeles,Santa Catalina,,S. Bennett,Hymenoptera,Pompilidae,,Psorthaspis,,planata,,Psorthaspis planata ,1.vi.1982,6,1,1982,,1,vi,26S-04689,Channel Islands Survey,F,,,,,
LACM,LACM ENT 378023,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,Ichneumonidae,,Exochus,,nigripalpus,subobscurus,Exochus nigripalpus subobscurus,17.x.1980,10,17,1980,,17,x,26S-04690,Channel Islands Survey,,,,,,
