ORDER,FAMILY,GENUS,SPECIES,DESCRIBER,YEAR,XREF,AUTHOR,YRPUBL,PUBL,VOL,PAGE,PAGE2,IDYRQUAL,MUSEUM,SOURCE,ANA,BAR,CAT,CLE,COR,CRU,GUA,MIG,NIC,ROS,NO,SO,COLLECTOR,MONTH,YRCOLL,NOSPEC,ECOLOGY,NOTES
Diptera,Ephydridae,Parydra (Parydra),aurata,Jones,1906,,Clausen & Cook,1971,Mem. Amer. Ent. Soc.,27,1,-150,,,map,,,,,,,,,,,x,,,0,,2,,unnamed race
Diptera,Ephydridae,Pelina,subulata,Clausen,1973,,Clausen,1973,Trans. Amer. Ent. Soc.,99,154,,,,,,,,,,,,,,,x,,,,,,,Fig. 74 map record
Diptera,Ephydridae,Scatella,paludum,(Meigen),1830,,Sanders,1964,Bull. S. Calif. Acad. Sci.,63,23,,,,,,,,,,,,,x,,,,,0,,,,
Diptera,Ephydridae,Scatella,sp.,,,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,379,,,,,,,,x,,,,,,,,,,0,,,,
Diptera,Ephydridae,Scatella,triseta,Coquillett,1902,,Mathis & Shewell,1978,Smith. Cont. Zool.,285,1,-44,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Fanniidae,Fannia,canicularis,(Linnaeus),1761,,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,,x,,,,,,,,,,0,,,,
Diptera,Fanniidae,Fannia,sp.,,,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,,,,,,,,,,,,x,,,,,0,,,,
Diptera,Hippoboscidae,Lipoptena,depressa,(Say),1823,,Bequaert,1957,Ent. Amer.,34-36,495,,,,lit,,,x,,,,,,,,,,,0,,,,
Diptera,Muscidae,Bigotomyia,californiensis,Malloch,1923,,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Muscidae,Coenosia (Coenosia),humilis,Meigen,1826,,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Muscidae,Coenosia (Neodexiopsis),occidentis,Stein,1898,,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Muscidae,Dolichophaonia,texensis,(Malloch),1923,as Phaonia,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Muscidae,Limnophora,discreta,Stein,1898,,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Muscidae,Macrorchis,majuscula,(Coquillett),1904,,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Muscidae,Musca,domestica,Linnaeus,1758,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,57,,,,,,,x,,,,,,,,,,,0,,,prey of Bembex americana comat,
Diptera,Muscidae,Ophyra,aenescens,(Wiedemann),1830,,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Muscidae,Schoenomyza,dorsalis sulfuriceps,Malloch,1918,,Sanders,1964,Bull. S. Calif. Acad. Sci.,63,23,,,,,,,,,,,,,x,,,,,0,,,,
Diptera,Muscidae,Spilogona,sp.,,,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,57,,,,,,,x,,,,,,,,,,,0,,,prey of Bembex americana comat,
Diptera,Muscidae,Stomoxys,calcitrans,(Linnaeus),1758,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,57,,,,,,,x,,,,,,,,,,,0,,,prey of Bembex americana comat,
Diptera,Muscidae,Tetramerinx,rufitibia,Stein,1911,,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,,,,,,x,x,,,,,0,,,,
Diptera,Muscidae,Tetramerinx,unica,(Stein),1898,,Huckett,1975,Bull. Calif. Insect Surv.,18,1,-148,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Muscidae,Tetramerinx,unica,(Stein),1898,,"Lopes, S. M. & Couri, M.",1989,"Bol. do Museu Nacional, Zool.",333,6,,,,,,,x,,,,,,,,,,,80,1929,,Avalon,
Diptera,Mydidae,Ectyphus,sp.,,,MISID,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,"prob. MISID, endem S. africa"
Diptera,Neriidae,Odontoloxozus,longicornis,(Coquillett),1904,as Nerius sp?,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Diptera,Oestridae,,unidentified,,,,Batterson,1963,Diamond,26,20,-23,,,lit,,,,,,,,,,x,,,,0,,,,
Diptera,Oestridae,"""probably"" Hypoderma",bovis or lineatum,,,,"Riehl, Lembright & Ludwig",1965,J. Econ. Ent.,58,1,-4,,,,,,,,,,,,,x,,,,0,,,,
Diptera,Oestridae,Oestrus,ovis,Linnaeus,1758,,"Brown, Hitchcock, & Foos",1969,Calif. Med.,3,272,-274,,,lit,,,x,,,,,,,,,,,0,,,,
Diptera,Oestridae,Oestrus,ovis,Linnaeus,1758,,Powell & Hogue,1980,Calif. Ins.,,177,,,,,,,,,,,,,,,,,,0,,,,found in feral populations on
Diptera,Oestridae,Oestrus,ovis,Linnaeus,1758,,Ryckman,1982,Bull. S. Calif. Acad. Sci.,80,137,-138,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Piophilidae,Piophila,casei,(Linnaeus),1758,,Sanders,1964,Bull. S. Calif. Acad. Sci.,63,23,,,,,,,,,,,,,x,,,,,0,,,,
Diptera,Rhagionidae,Dialysis,aldrichi,Williston,1895,,Webb,1978,J. Kansas Ent. Soc.,51,415,-8,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Sarcophagidae,Blaesoxipha,plinthopyga,(Wiedemann),1830,as Sarcophaga robusta SYN,Aldrich,1916,Sarcophaga and allies N. Amer.,,1,-302,,,,,,,,x,,,,,,,,,0,,,,
Diptera,Sarcophagidae,Sarcophaga,sp.,,,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,,,,,,,,,,,x,,,,,,0,,,,
Diptera,Scathophagidae,Scathophaga,stercoraria,(Linnaeus),1758,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,,,,,,,,,,,x,,,,,,0,,,,
Diptera,Scathophagidae,Scathophaga,stercoraria,(Linnaeus),1758,,Cuny,1985,Rev. Peruana Ent.,26,9,-19,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Sciomyzidae,Dictya,montana,Steyskal,1954,,Fisher & Orth,1983,Bull. Calif. Insect Surv.,24,31,-33,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Sphaeroceridae,Leptocera,johnsoni,Spuler,1925,,Marshall,1982,Can. Ent.,114,71,-73,,,,,,,,,,,,x,,,,,0,,,,
Diptera,Sphaeroceridae,Leptocera,johnsoni,Spuler,1925,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,378,,,,,,,,x,,,,,,,,,,0,,,,
Diptera,Sphaeroceridae,Leptocera,sp.,,,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,,,,,,,,,,,,x,,,,,0,,,,
Diptera,Sphaeroceridae,Leptocera,sp.,,,,Sanders,1964,Bull. S. Calif. Acad. Sci.,63,24,,,,,,,,,,,,,x,,,,,0,,,,
Diptera,Sphaeroceridae,Leptocera,sp.,,,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,378,,,,,,,,x,,,,,,,,,,0,,,,
Diptera,Stratiomyidae,Adoxomyia,lata,(Loew),1872,,James,1943,Proc. Ent. Soc. Wash.,45,163,-171,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Stratiomyidae,Adoxomyia,lata,(Loew),1872,,James,1960,Bull. Calif. Insect Surv.,6,79,-122,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Stratiomyidae,Euparyphus (Nigriparyphus,proxipalus proxipalus,Quist & James,1973,,Quist & James,1973,Melanderia,11,17,,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Stratiomyidae,Odontomyia,pilosa,Day,1882,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,292,,James,,,,,x,,,,,,,,,,Meadows,0,,,found at Grand Canyon,
Diptera,Stratiomyidae,Odontomyia,pilosa,Day,1882,as Eulalia,James,1960,Bull. Calif. Insect Surv.,6,79,-122,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Stratiomyidae,Stratiomys,maculosa,Loew,1866,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,57,,,,,,,x,,,,,,,,,,,0,,,prey of Bembex americana comat,
Diptera,Syrphidae,Allograpta,exotica,(Wiedeman),1830,,S. E. Miller & Davis,1986,Psyche,92,550,,,,,,,,,,,,x,,,,,,0,,,found on Malacothrix,
Diptera,Syrphidae,Allograpta,micrura,(Osten Sacken),1877,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,56,",57",,,,,,,x,,,,,,,,,,0,,,found in nest of Bembix a. dug,
Diptera,Syrphidae,Allograpta,obliqua,(Say),1823,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,56,,,,,,,,x,,,,,,,,,,0,,,found in nest of Bembix a. dug,
Diptera,Syrphidae,Copestylum,avida,(Osten Sacken),1877,,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Diptera,Syrphidae,Copestylum,avida,(Osten Sacken),1877,as Volucella,Cockerell,1916,Ent. News,27,180,,,,,,,,,x,,,,,,,,,0,,,feedingon Opuntia,
Diptera,Syrphidae,Copestylum,avidum,(Osten Sacken),1877,as Volucella,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,292,,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Syrphidae,Copestylum,avidum,(Osten Sacken),1877,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,56,",57",,,,,,,x,,,,,,,,,,0,,,found in nest of Bembix a. dug,
Diptera,Syrphidae,Copestylum,fasciata,(Macquart),1842,as Volucella,Cockerell,1916,Ent. News,27,180,,,,,,,,,x,,,,,,,,,0,,,feedingon Opuntia,
Diptera,Syrphidae,Copestylum,lentum,(Williston),1877,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,56,,,,,,,,x,,,,,,,,,,0,,,prey of Bembix americana dugi,
Diptera,Syrphidae,Copestylum,lutzi,Curran,1930,,Goeden et al.,1967,Hilgardia,38,583,,,,,,,,,,x,,,,,,,,0,,,,native
Diptera,Syrphidae,Copestylum,marginata,(Say),1829,,Goeden et al.,1967,Hilgardia,38,583,,,,,,,,,,x,,,,,,,,0,,,,native
Diptera,Syrphidae,Copestylum,marginatum,(Say),1829,,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Diptera,Syrphidae,Copestylum,marginatum,(Say),1829,,Cockerell,1916,Ent. News,27,180,,,,,,,,,x,,,,,,,,,0,,,feedingon Opuntia,
Diptera,Syrphidae,Copestylum,marginatum,(Say),1829,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,292,,,,,,,x,,,,,,,,,,Conrad,12,1931,,,
Diptera,Syrphidae,Copestylum,mexicana,(Macquart),1842,Volucella SYN,Osten Sacken,1877,U.S. Geol. & Geog. Surv. Bull.,3,332,-333,,,,,,,,,,,,,x,,,,0,,,,
Diptera,Syrphidae,Copestylum,mexicana,(Macquart),1842,as esuriens SYN,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Diptera,Syrphidae,Copestylum,mexicana,(Macquart),1842,Volucella SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,292,,,,,,,x,x,,,,,,,,,,0,,,,
Diptera,Syrphidae,Copestylum,mexicana,(Macquart),1842,,Goeden et al.,1967,Hilgardia,38,583,,,,,,,,,,x,,,,,,,,0,,,,native
Diptera,Syrphidae,Copestylum,mexicana,(Macquart),1842,,S. E. Miller & Davis,1986,Psyche,92,550,,,,,,,,,,,,x,,,,,,0,,,found on Malacothrix,
Diptera,Syrphidae,Copestylum,nigra,Greene,1923,,Goeden et al.,1967,Hilgardia,38,583,,,,,,,,,,x,,,,,,,,0,,,,native
Diptera,Syrphidae,Copestylum,satura,(Osten Sacken),1877,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,56,",57",,,,,,,x,,,,,,,,,,0,,,prey of Bembix americana dugi,
Diptera,Syrphidae,Eristalis,stipator,Osten Sacken,1877,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,57,,,,,,,x,,,,,,,,,,,0,,,prey of Bembex americana comat,
Diptera,Syrphidae,Metasyrphus,americanus,(Weidemann),1830,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,292,,Greene,,,,,,x,,,,,,,,,Raymenton,5,1932,,,
Diptera,Syrphidae,Metasyrphus,venablesi,(Curran),1929,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,292,,James,,,,,x,,,,,,,,,,Meadows,3,1934,,Found in Avalon,
Diptera,Syrphidae,Paragus,haemorrhous,Meigen,1822,,Vockeroth,1986,Can. Ent.,118,183,-198,,,map,,,x,,,,,,,,,,,0,,,,
Diptera,Syrphidae,Paragus,tibialis,(Fallen),1817,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,292,,James,,,,,,,,,,x,,,,,,0,,,,
Diptera,Syrphidae,Platycheirus,sp.,,,as Carposcalis sp.,S. E. Miller & Davis,1986,Psyche,92,550,,,,,,,,,,,,x,,,,,,0,,,found on Malacothrix,
Diptera,Syrphidae,Sphaerophoria,contiqua,(Macquart),1847,,Knutson,1973,Misc. Publ. Ent. Soc. Amer.,9,1,-50,,,,,,x,,,x,,,,,,,,0,,,,
Diptera,Syrphidae,Sphaerophoria,contiqua,(Macquart),1847,,S. E. Miller & Davis,1986,Psyche,92,550,,,,,,,,,,,,x,,,,,,0,,,found on Malacothirx,
Diptera,Syrphidae,Sphaerophoria,sulphuripes,(Thomson),1869,,Knutson,1973,Misc. Publ. Ent. Soc. Amer.,9,1,-50,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Syrphidae,Trimicra,pilipes,(Fabricius),1787,Erioptera SYN,Osten Sacken,1877,U.S. Geol. & Geog. Surv. Bull.,3,332,-333,,,,,,,,,,,,,x,,,,1,1876,,,
Diptera,Syrphidae,Volucella,tau,Bigot,1883,,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Diptera,Syrphidae,Volucella,tau,Bigot,1883,,Goeden et al.,1967,Hilgardia,38,583,,,,,,,,,,x,,,,,,,,0,,,,native
Diptera,Tabanidae,Apatolestes,actites,Philip & Steffan,1962,,Middlekauff & Lane,1980,Bull. Calif. Insect Surv.,22,1,-99,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Tabanidae,Apatolestes,actites,Philip & Steffan,1962,,Powell,1981,Atala,6,41,-55,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Tabanidae,Brennania,hera,(Osten Sacken),1877,,Middlekauff & Lane,1980,Bull. Calif. Insect Surv.,22,1,-99,,,,,,,,,,,x,,,,,,0,,,,
Diptera,Tabanidae,Brennania,hera,(Osten Sacken),1877,,Powell,1981,Atala,6,41,-55,,,,,,,,,,,x,,,,,,0,,,,
Diptera,Tachinidae,,sp.,,,,Meadows,1938,Bull. S. Calif. Acad. Sci.,37,136,,,,,,,x,,,,,,,,,,,0,,,Apantesis nevadensis geneura a,
Diptera,Tachinidae,Aplomya,theclarum,(Scudder),1887,,Gorelick,1987,Atala,14,1,-12,,,,,,x,,,x,,,,,,,,0,,,,
Diptera,Tachinidae,Cylindromyia,californica,(Bigot),1878,as Scapia,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,292,,James,,,,,,,,,,x,,,,,,0,,,,
Diptera,Tachinidae,Cylindromyia,decora,Aldrich,1926,,Aldrich,1926,Proc. U. S. Natl. Mus.,68 (23),22,,,,,,,,,,,,,,x,,,,0,,,,
Diptera,Tachinidae,Cylindromyia,decora,Aldrich,1926,,Cole,1969,Flies Western North Amer.,,530,,,,,,,,,,,,,,x,,,,0,,,,
Diptera,Tachinidae,Peletieria,sp.,,,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,57,,,,,,,x,,,,,,,,,,,0,,,prey of Bembex americana comat,
Diptera,Tachinidae,Reinhardiana,sp. nr. petiolata,(Townsend),1919,,"Rust, Menke & Miller",1985,Ent. Calif. Ch. Isls. Proc.,,56,,,,,,,,x,,,,,,,,,,0,,,prey of Bembix americana dugi,
Diptera,Tephritidae,Aciurina,thoracica,Curran,1932,,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,4,1983,,,
Diptera,Tephritidae,Chetostoma,californicum,Blanc,1959,,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,Powell,9,1978,,central valley,
Diptera,Tephritidae,Chetostoma,californicum,Blanc,1959,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,127,,,,,,,,,,x,,,,,,,,,,,,(map 10)
Diptera,Tephritidae,Dioxyna,sororcula,(Wiedemann),1830,as picciola,Foote & Blanc,1963,Bull. Calif. Insect. Surv.,7,1,-117,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Tephritidae,Dioxyna,sororcula,(Wiedemann),1830,as picciola,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,10,1981,,"Cervada Canyon, swept from her",
Diptera,Tephritidae,Dioxyna,sororcula,(Wiedemann),1830,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,135,,,,,x,x,x,x,,x,,,,x,,,,,,,,(map 11)
Diptera,Tephritidae,Euaresta,bellula,Snow,1894,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,149,,,,,,,,x,,x,,x,x,,,,,,,,,(map 15)
Diptera,Tephritidae,Euaresta,bullans,(Wiedemann),1830,,Foote & Blanc,1963,Bull. Calif. Insect. Surv.,7,1,-117,,,,,,x,,,,,,,,,,,0,,,,
Diptera,Tephritidae,Euaresta,bullans,(Wiedemann),1830,,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,11,1981,,"Laguna Canyon, swept from intr",Xanthium spinosum
Diptera,Tephritidae,Euaresta,bullans,(Wiedemann),1830,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,151,,,,,,,x,,,x,,,,,,,,,,,,(map 16)
Diptera,Tephritidae,Euarestoides,acutangulus,(Thomson),1869,,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,10,1985,,"Christy Beach, reared from flo",Ambrosia chamissonis
Diptera,Tephritidae,Euarestoides,acutangulus,(Thomson),1869,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,159,,,,,,,,,,x,,,,,,,,,,,,(map 18)
Diptera,Tephritidae,Euarestoides,arnaudi,Foote,1958,,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,10,1983,,"central valley, reared from fl",of Baccharis pilularis
Diptera,Tephritidae,Euarestoides,arnaudi,Foote,1958,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,156,,,,,,,,,,x,,,,,,,,,,,,(map 17)
Diptera,Tephritidae,Eutreta,hespera,Banks,1926,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,188,,,,,x,,,,,,,,,,,,,,,,,(map 24)
Diptera,Tephritidae,Neaspilota,callistigma,Freidberg & Mathis,1986,as sp.,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,,10,1983,,"Stanton Ranch airport, reared",of Haplopappus venetus ssp. ve
Diptera,Tephritidae,Neaspilota,callistigma,Freidberg & Mathis,1986,,Goeden,1989,Proc. Ent. Soc. Wash.,91,166,,,,,,,,,,x,,,,,,,,0,,,reared from Haplopappus venetu,=Neaspilota sp. in Goeden 1986
Diptera,Tephritidae,Neaspilota,callistigma,Freidberg & Mathis,1986,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,235,,,,,,,,,,x,,,,,,,,,,,,(map 35)
Diptera,Tephritidae,Neaspilota,vernoniae,(Loew),1861,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,234,,,,,,,,,,x,,,,,,,,,,,,(map 36)
Diptera,Tephritidae,Neotephritis,finalis,(Loew),1862,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,245,,,,,,,x,,,,,,,,,,,,,,,(map 40)
Diptera,Tephritidae,Paroxyna,genalis,(Thomson),1869,,Novak,1974,Melanderia,16,1,-53,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Tephritidae,Paroxyna,genalis,(Thomson),1869,as americana,Goeden & Benjamin,1985,Proc. Ent. Soc. Wash.,87,392,-394,,,,,,,,,x,,,,,,,,0,,,"host for fungal parasite, Stig",verruculosus
Diptera,Tephritidae,Paroxyna,genalis,(Thomson),1869,,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Tephritidae,Paroxyna,genalis,(Thomson),1869,,Goeden & Blanc,1986,Pan-Pac. Ent.,62,88,-90,,,,,,,,,x,,,,,,,,0,,,reared from Madia sp.,
Diptera,Tephritidae,Paroxyna,genalis,(Thomson),1869,as americana,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Tephritidae,Paroxyna,genalis,(Thomson),1869,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,290,,,,,,x,x,x,,x,,,,,,,,,,,,(map 54)
Diptera,Tephritidae,Tephritis,araneosa,(Coquillett),1894,,Goeden & Benjamin,1985,Proc. Ent. Soc. Wash.,87,392,-394,,,,,,,,,x,,,,,,,,0,,,"host for fungal parasite, Stig",verruculosus
Diptera,Tephritidae,Tephritis,araneosa,(Coquillett),1894,,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Tephritidae,Tephritis,baccharis,(Coquillett),1894,,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,,10,1985,,"Cebada Canyon, reared from ste",Baccharis glutinosa
Diptera,Tephritidae,Tephritis,baccharis,(Coquillett),1894,,"Jenkins, J. & Turner, W.",1989,Ann. Ent. Soc. Amer.,82,679,,,,map,,,,,,x,,,,,,,,0,,,,
Diptera,Tephritidae,Tephritis,baccharis,(Coquillett),1894,,"Goeden, R. & Headrick, D.",1991,Pan-Pac. Ent.,67,86,-98,,,,,,,,,x,,,,,,,,0,,,on Baccharis salicifolia,
Diptera,Tephritidae,Tephritis,baccharis,(Coquillett),1894,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,397,,,,,,,,,,x,,,,,,,,,,,,(map 82)
Diptera,Tephritidae,Tephritis,californica,Doane,1899,,Goeden & Benjamin,1985,Proc. Ent. Soc. Wash.,87,392,-394,,,,,,,,,x,,,,,,,,0,,,"host for fungal parasite, Stig",verruculosus
Diptera,Tephritidae,Tephritis,californica,Doane,1899,,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Tephritidae,Tephritis,californica,Doane,1899,,"Jenkins, J. & Turner, W.",1989,Ann. Ent. Soc. Amer.,82,679,,,,map,,,,,,x,,,,,,,,0,,,,see also Goeden 1986
Diptera,Tephritidae,Tephritis,californica,Doane,1899,,"Jenkins, J. & Turner, W.",1989,Ann. Ent. Soc. Amer.,82,679,,,,map,,,,,,x,,,,,,,,0,,,,see also Goeden 1986
Diptera,Tephritidae,Tephritis,californica,Doane,1899,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,399,,,,,,,,,,x,,,,,,,,,,,,(map 83)
Diptera,Tephritidae,Tephritis,stigmatica,(Coquillett),1899,,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,,10,1985,,"central valley, reared from Se",douglasii
Diptera,Tephritidae,Tephritis,stigmatica,(Coquillett),1899,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,401,,,,,,,,,,x,,,,,,,,,,,,(map 84)
Diptera,Tephritidae,Tomoplagia,cressoni,Aczel,1955,,Foote & Blanc,1963,Bull. Calif. Insect. Surv.,7,1,-117,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Tephritidae,Tomoplagia,cressoni,Aczel,1955,,Goeden,1986,Pan-Pac. Ent.,62,326,,,,,,,,,,x,,,,,,,,0,,,,
Diptera,Tephritidae,Tomoplagia,cressoni,Aczel,1955,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,413,,,,,,,,,,x,,,,,,,,,,,,(map 87)
Diptera,Tephritidae,Trupanea,californica,Malloch,1942,,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,,10,1985,,"central valley, reared from Gn",microcephalum
Diptera,Tephritidae,Trupanea,californica,Malloch,1942,,"Headrick, D. & Goeden, R.",1991,Proc. Ent. Soc. Wash.,93,564,,,,,,,,,,x,,,,,,,,,,,from Gnaphalium luteo-album L.,
Diptera,Tephritidae,Trupanea,californica,Malloch,1942,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,432,,,,,,,,,,x,,,,,,,,,,,,(map 92)
Diptera,Tephritidae,Trupanea,femoralis,(Thomson),1869,,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,,10,1983,,"central valley, reared from Ha",squarrosus
Diptera,Tephritidae,Trupanea,femoralis,(Thomson),1869,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,434,,,,,,,,,,x,,,,,,,,,,,,(map 93)
Diptera,Tephritidae,Trupanea,maculigera,Foote,1960,,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,,10,1981,,"central valley, swept from B.",
Diptera,Tephritidae,Trupanea,maculigera,Foote,1960,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,430,,,,,,,,x,,x,,,,,,,,,,,,(map 90)
Diptera,Tephritidae,Trupanea,nigricornis,(Coquillett),1899,,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,,10,1983,,"central valley, swept from B.",
Diptera,Tephritidae,Trupanea,nigricornis,(Coquillett),1899,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,431,,,,,,,,,,x,,,,,,,,,,,,(map 91)
Diptera,Tephritidae,Trupanea,radifera,(Coquillett),1899,,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,,10,1985,,"South Ridge, reared from Heter",grandiflora
Diptera,Tephritidae,Trupanea,radifera,(Coquillett),1899,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,443,,,,,,,,,,x,,x,,,,,,,,,,(map 97)
Diptera,Tephritidae,Trupanea,signata,Foote,1960,,Goeden,1986,Pan-Pac. Ent.,62,327,,,,,,,,,,x,,,,,,,,10,1983,,"South Ridge, swept from B. pil",
Diptera,Tephritidae,Trupanea,signata,Foote,1960,,"Foote, et al.",1993,Handb. Fruit Flies Am. N. Mex.,,445,,,,,,,,,,x,,,,,,,,,,,,(map 98)
