record,source,order,family,acceptedFamily,genus,acceptedGenus,subgenus,specificEp,,scientificName,acceptedName,synSource,yearpub,PUBL,year,month,Anacapa,Santa Barbara,Santa Catalina,San Clemente,Santa Cruz,San Miguel,San Nicholas,Santa Rosa 
lit,lit,Hymenoptera,Chrysididae,,Hedychridium,,,cornutum,,Hedychridium cornutum,,,1978,Proc. Biol. Soc. Wash.,,,,,,,1,,,
lit,lit,Hymenoptera,Chrysididae,,Hedychridium,,,cornutum,,Hedychridium cornutum,,,1982,Mem. Amer. Ent. Inst.,,,,,,,1,,,
lit,lit,Hymenoptera,Chrysididae,,Hedychridium,,,crassum,,Hedychridium crassum,,,1978,Proc. Biol. Soc. Wash.,,,,,,,1,,,
lit,lit,Hymenoptera,Chrysididae,,Hedychridium,,,dimidiatum,,Hedychridium dimidiatum,,,1982,Mem. Amer. Ent. Inst.,,,,,,,1,,,
lit,lit,Hymenoptera,Chrysididae,,Hedychridium,,,fletcheri,,Hedychridium fletcheri,,,1982,Mem. Amer. Ent. Inst.,,,,,,,1,1,,
lit,lit,Hymenoptera,Chrysididae,,Hedychrum,,,boharti,,Hedychrum boharti,,,1982,Mem. Amer. Ent. Inst.,,,,,,,1,,,
lit,lit,Hymenoptera,Chrysididae,,Hedychrum,,,parvum,,Hedychrum parvum,,,1982,Mem. Amer. Ent. Inst.,,,,,,,1,,,
lit,lit,Hymenoptera,Chrysididae,,Omalus,,(Omalus),glomeratus,,Omalus glomeratus,,,1982,Mem. Amer. Ent. Inst.,,,,,,,1,,,
lit,lit,Hymenoptera,Chrysididae,,Parnopes,,,edwardsii,,Parnopes edwardsii,,,1964,Univ. Calif. Publ. Ent.,,,,,,,,,,1
lit,lit,Hymenoptera,Colletidae,,Colletes,,,californicus,,Colletes californicus,,,1938,Ann. & Mag. Nat. Hist.,1938,5,,,,,,1,,
lit,lit,Hymenoptera,Colletidae,,Colletes,,,californicus,,Colletes californicus,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Colletidae,,Colletes,,,hyalinus gaudialis,,Colletes hyalinus gaudialis,,,1940,Bull. S. Calif. Acad. Sci.,,,,,,,,,,1
lit,lit,Hymenoptera,Colletidae,,Colletes,,,hyalinus gaudialis,,Colletes hyalinus gaudialis,,,1985,Ent. Calif. Ch. Isls. Proc.,1978,,1,,,,,,,
lit,lit,Hymenoptera,Colletidae,,Colletes,,,hyalinus gaudialis,,Colletes hyalinus gaudialis,,,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,1,,1,1,1,1
lit,lit,Hymenoptera,Colletidae,,Colletes,,,hyalinus gaudialis,,Colletes hyalinus gaudialis,,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Colletidae,,Colletes,,,slevini,,Colletes slevini,,,1939,Pan-Pac Ent.,,,,,1,,,,,
lit,lit,Hymenoptera,Colletidae,,Colletes,,,slevini,,Colletes slevini,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,lit,Hymenoptera,Colletidae,,Colletes,,,slevini,,Colletes slevini,,,1954,Univ. Kansas Bull.,,,,,1,,,,,
lit,lit,Hymenoptera,Colletidae,,Hylaeus,,,polifolii,,Hylaeus polifolii,,,1938,Ann. & Mag. Nat. Hist. (11),1938,4,,,1,,,,,
lit,lit,Hymenoptera,Colletidae,,Hylaeus,,,polifolii,,Hylaeus polifolii,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,lit,Hymenoptera,Colletidae,,Hylaeus,,,polifolii,,Hylaeus polifolii,,,1970,LACM Cont. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Colletidae,,Hylaeus,,,polifolii,,Hylaeus polifolii,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,1
lit,lit,Hymenoptera,Cynipidae,Cynipidae,Andricus,Andricus,,chrysolepidocola,,Andricus chrysolepidocola,Andricus chrysolepidicola,GBIF,1922,Indiana Univ. Studies,1920,2,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,Cynipidae,Andricus,Andricus,,chrysolepidocola,,Andricus chrysolepidocola,Andricus chrysolepidicola,GBIF,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,Cynipidae,Andricus,Andricus,,fimbrialis,,Andricus fimbrialis,Andricus fimbrialis,GBIF,1926,Proc. U.S. Natl. Mus.,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,Cynipidae,Andricus,Andricus,,,,,,,1957,Cynipid Galls Pac. Slope,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,Cynipidae,Andricus,Andricus,,,,,,,1974,Pan-Pac. Ent.,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,,Disholcaspis,,,washingtonensis,,Disholcaspis washingtonensis,,,1926,Proc. U.S. Natl. Mus.,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,,Neuroterus,,,florulentus,,Neuroterus florulentus,,,1957,Cynipid Galls Pac. Slope,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,,Neuroterus,,,florulentus,,Neuroterus florulentus,,,1957,Proc. U. S. Nat. Mus.,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,,Neuroterus,,,fragilis,,Neuroterus fragilis,,,1957,Cynipid Galls Pac. Slope,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,,Neuroterus,,,saltatorius,,Neuroterus saltatorius,,,1957,Cynipid Galls Pac. Slope,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,,Xanthoteras,,,pulchellum,,Xanthoteras pulchellum,,,1911,Ent. News,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,,Xanthoteras,,,pulchellum,,Xanthoteras pulchellum,,,1930,Indiana Univ. Stud.,,,,,1,,,,,
lit,lit,Hymenoptera,Cynipidae,,Xanthoteras,,,pulchellum,,Xanthoteras pulchellum,,,1980,Pan-Pac. Ent.,,,,,1,,,,,
lit,lit,Hymenoptera,Encyrtidae,,Metaphycus,,,alberti,,Metaphycus alberti,,,1913,J. Econ. Ent.,,,,,1,,,,,
lit,lit,Hymenoptera,Encyrtidae,,Metaphycus,,,alberti,,Metaphycus alberti,,,1916,Proc. U.S. Natl. Mus.,1912,9,,,1,,,,,
lit,lit,Hymenoptera,Encyrtidae,,Metaphycus,,,alberti,,Metaphycus alberti,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,lit,Hymenoptera,Encyrtidae,,Ooencyrtus,,,johnsoni,,Ooencyrtus johnsoni,,,1973,Environ. Ent.,,,,,,,1,,,
lit,lit,Hymenoptera,Eulophidae,,Pnigalio,,,flavipes,,Pnigalio flavipes,,,1983,Can. Ent.,,,,,,,1,1,,
lit,lit,Hymenoptera,Eulophidae,,Pnigalio,,,minio,,Pnigalio minio,,,1983,Can. Ent.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1905,Bull. So. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1933,Proc. Calif. Acad. Sci. ser. 4,,,,,,,,,1,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1934,Pan-Pac. Ent.,,,,,,,,,1,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1935,BPBM Occ. Pap.,,,,,,,,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1935,BPBM Occ. Pap.,,,,,,,,,1,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,1,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1941,Bull. S. Calif. Acad. Sci.,,,,,,,,,1,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1950,Bull. Mus. Comp. Zool.,,,,,,,,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1950,Bull. Mus. Comp. Zool.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1982,Univ. Calif. Publ. Ent.,,,,,,1,,,,
lit,lit,Hymenoptera,Formicidae,,Aphaenogaster,,,patruelis,,Aphaenogaster patruelis,,,1991,Herp. Monographs,,,,1,,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Camponotus),keiferi,,Camponotus keiferi,,,1934,Pan-Pac. Ent.,,,,,,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Camponotus),keiferi,,Camponotus keiferi,,,1935,BPBM Occ. Pap.,,,,,,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),anthrax,,Camponotus anthrax,,,1988,Adv. Myrmecology,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1918,Pom. Coll. J. Ent. & Zool.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1905,Bull. So. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1910,Ann. New York Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1940,Proc. Sixth Pac. Sci. Cong.,,6,,,1,1,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1950,Bull. Mus. Comp. Zool.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1950,Bull. Mus. Comp. Zool.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1950,Bull. Mus. Comp. Zool.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1985,Ent. Calif. Ch. Isl.,,,,1,1,1,,,,1
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),bakeri,,Camponotus bakeri,,,1988,Adv. Myrmecology,,,,1,1,1,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),semitestaceus,,Camponotus semitestaceus,,,1982,Univ. Calif. Publ. Ent.,,,,,,,,,,1
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),,,,,,1940,Proc. Sixth Pac. Sci. Cong.,,6,,,,1,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),vicinus,,Camponotus vicinus,,,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),vicinus,,Camponotus vicinus,,,1918,Pom. Coll. J. Ent. & Zool.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),vicinus,,Camponotus vicinus,,,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),vicinus,,Camponotus vicinus,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),vicinus,,Camponotus vicinus,,,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,1,,,
lit,lit,Hymenoptera,Formicidae,,Camponotus,,(Myrmentoma),vicinus,,Camponotus vicinus,,,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Crematogaster,,,lineolata,,Crematogaster lineolata,,,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Crematogaster,,,lineolata,,Crematogaster lineolata,,,1918,Pom. Coll. J. Ent. & Zool.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Crematogaster,,,lineolata,,Crematogaster lineolata,,,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Crematogaster,,,lineolata,,Crematogaster lineolata,,,1940,Proc. Sixth Pac. Sci. Cong.,,6,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Crematogaster,,,lineolata,,Crematogaster lineolata,,,1940,Proc. Sixth Pac. Sci. Cong.,,6,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Crematogaster,,,mormonum,,Crematogaster mormonum,,,1982,Univ. Calif. Publ. Ent.,,,1,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Crematogaster,,,,,,,,1982,"Tech. Rep., Allan Hancock, USC",,,,,,1,,,,
lit,lit,Hymenoptera,Formicidae,,Formica,,,moki,,Formica moki,,,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Formica,,,moki,,Formica moki,,,1973,Mem. Ent. Soc. Quebec,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Formica,,,moki,,Formica moki,,,1979,Nat. Hist. Mus. LACo. Sci.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Formica,,,moki,,Formica moki,,,1982,Univ. Calif. Publ. Ent.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Iridomyrmex,,,humilis,,Iridomyrmex humilis,,,1916,Ent. News,,,,,,,,,,
lit,lit,Hymenoptera,Formicidae,,Iridomyrmex,,,humilis,,Iridomyrmex humilis,,,1940,Proc. Sixth Pac. Sci. Cong.,1938,6,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Iridomyrmex,,,humilis,,Iridomyrmex humilis,,,1982,Univ. Calif. Publ. Ent.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Iridomyrmex,,,humilis,,Iridomyrmex humilis,,,1982,"Tech. Rep., Allan Hancock, USC",,,,,,1,,,,
lit,lit,Hymenoptera,Formicidae,,Lasius,,,niger,,Lasius niger,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,1,,
lit,lit,Hymenoptera,Formicidae,,Lasius,,,niger,,Lasius niger,,,1982,Univ. Calif. Publ. Ent.,,,,,,,,1,,
lit,lit,Hymenoptera,Formicidae,,Lasius,,,niger,,Lasius niger,,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Formicidae,,Leptothorax,,,,,,,,1991,Herp. Monographs,,,,1,,,,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,andrei,,Messor andrei,,,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,andrei,,Messor andrei,,,1916,Ent. News,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,andrei,,Messor andrei,,,1928,Pomona Coll. J. Ent. & Zool.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,andrei,,Messor andrei,,,1934,Proc. Amer. Acad. Arts & Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,andrei,,Messor andrei,,,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,andrei,,Messor andrei,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,andrei,,Messor andrei,,,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,chamberlini,,Messor chamberlini,,,1915,Bull. Amer. Mus. Nat. Hist.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,chamberlini,,Messor chamberlini,,,1934,Proc. Amer. Acad. Arts & Sci.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,chamberlini,,Messor chamberlini,,,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,chamberlini,,Messor chamberlini,,,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,chamberlini,,Messor chamberlini,,,1950,Bull. Mus. Comp. Zool.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Messor,,,chamberlini,,Messor chamberlini,,,1953,Amer. Mus. Nov.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,1,,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,1,,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,1,,,1,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,1,,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1916,Ent. News,,,,,,,,,,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1950,Bull. Mus. Comp. Zool.,,,,,1,,,1,,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1982,Univ. Calif. Publ. Ent.,,,,,1,,,1,,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1986,Univ. Kansas Sci. Bull.,,,1,1,1,1,1,1,1,1
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,ergatogyna,,Monomorium ergatogyna,,,1991,Herp. Monographs,,,,1,,,,,,
lit,lit,Hymenoptera,Formicidae,,Monomorium,,,minutum,,Monomorium minutum,,,NA,,,,,,,,,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,californica californica,,Pheidole californica californica,,,1915,Bull. Amer. Mus. Nat. Hist.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,californica californica,,Pheidole californica californica,,,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,californica californica,,Pheidole californica californica,,,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,clementensis,,Pheidole clementensis,,,1969,Ent. News,1963,12,,,,1,,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,hyatti,,Pheidole hyatti,,,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,hyatti,,Pheidole hyatti,,,1916,Ent. News,,,,,,,,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,hyatti,,Pheidole hyatti,,,1934,Can. Ent.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,hyatti,,Pheidole hyatti,,,1935,BPBM Occ. Pap.,,,,1,,,,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,hyatti,,Pheidole hyatti,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,1,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,hyatti,,Pheidole hyatti,,,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,hyatti,,Pheidole hyatti,,,1982,Univ. Calif. Publ. Ent.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Pheidole,,,vistana,,Pheidole vistana,,,1916,Ent. News,,,,,,,,,,
lit,lit,Hymenoptera,Formicidae,,Prenolepis,,,imparis californica,,Prenolepis imparis californica,,,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Prenolepis,,,imparis californica,,Prenolepis imparis californica,,,1991,Herp. Monographs,,,,1,,,,,,
lit,lit,Hymenoptera,Formicidae,,Pseudomyrmex,,,apache,,Pseudomyrmex apache,,,1985,Quaest. Ent.,,,,,,,1,,,
lit,lit,Hymenoptera,Formicidae,,Solenopsis,,,texana catalinae,,Solenopsis texana catalinae,,,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Solenopsis,,,texana catalinae,,Solenopsis texana catalinae,,,1905,Bull. So. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Solenopsis,,,texana catalinae,,Solenopsis texana catalinae,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Solenopsis,,,texana catalinae,,Solenopsis texana catalinae,,,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Solenopsis,,,texana catalinae,,Solenopsis texana catalinae,,,1950,Bull. Mus. Comp. Zool.,,,,,1,,,,,
lit,lit,Hymenoptera,Formicidae,,Tapinoma,,,sessile,,Tapinoma sessile,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,1,,1,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1937,Pan-Pac. Ent.,1937,7,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,1,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,1,,,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1939,Bull. S. Calif. Acad. Sci.,1939,,,1,,1,,,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1972,Univ. Kansas Sci. Bull.,,,,,,1,,,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1972,Univ. Kansas Sci. Bull.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1972,Univ. Kansas Sci. Bull.,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1985,Ent. Calif. Ch. Isls. Proc.,1940,8,1,,,,,,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,1,1,1,1,1,1
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1986,Psyche,1984,5,,,,,,,1,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1986,Madrono,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,Halictidae,Agapostemon,Agapostemon,,texanus,,Agapostemon texanus,Agapostemon texanus,,1991,Herp. Monographs,,,,1,,,,,,
lit,lit,Hymenoptera,Halictidae,,Augochlorella,,,pomoniella,,Augochlorella pomoniella,,,1892,Zoe,1892,8,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Augochlorella,,,pomoniella,,Augochlorella pomoniella,,,1927,Pan-Pac. Ent.,,,,,,,1,,,
lit,lit,Hymenoptera,Halictidae,,Augochlorella,,,pomoniella,,Augochlorella pomoniella,,,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,,1,,1,1
lit,lit,Hymenoptera,Halictidae,,Augochlorella,,,pomoniella,,Augochlorella pomoniella,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,1,,,
lit,lit,Hymenoptera,Halictidae,,Augochlorella,,,pomoniella,,Augochlorella pomoniella,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Augochlorella,,,pomoniella,,Augochlorella pomoniella,,,1966,Univ. Kansas Sci. Bull.,,,,,1,,1,,,
lit,lit,Hymenoptera,Halictidae,,Augochlorella,,,pomoniella,,Augochlorella pomoniella,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,1,1
