source,order,family,genus,specificEp,yearpub,PUBL,year,month,ANA,BAR,CAT,CLE,CRU,MIG,NIC,ROS
lit,Coleoptera,Cerambycidae,Enaphalodes,hispicornis,1918,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Enaphalodes,hispicornis,1963,Univ. Calif. Publ. Ent.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Ipochus,fasciatus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Ipochus,fasciatus,1913,Mem. Coleop.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Ipochus,fasciatus,1916,Ent. News,1915,8,,,,,,,,
lit,Coleoptera,Cerambycidae,Ipochus,fasciatus,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Ipochus,fasciatus,1984,Univ. Calif. Publ. Ent.,,,x,,x,,x,x,,x
lit,Coleoptera,Cerambycidae,Ipochus,fasciatus,1985,Ent. Calif. Ch. Isls. Proc.,,,x,x,x,,x,,,x
lit,Coleoptera,Cerambycidae,Ipochus,fasciatus,1989,Wasmann J. Biol.,,,,,,,,,,
lit,Coleoptera,Cerambycidae,Ipochus,insularis,1989,Wasmann J. Biol.,,,,,,,,,,
lit,Coleoptera,Cerambycidae,Megobrium,edwardsi,1873,Smith. Misc. Coll.,,,,,,,,,,x
lit,Coleoptera,Cerambycidae,Megobrium,edwardsi,1897,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Cerambycidae,Megobrium,edwardsi,1901,Calif. Acad. Sci. Occ. Pap.,,,,,,,,,,x
lit,Coleoptera,Cerambycidae,Megobrium,edwardsi,1918,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Cerambycidae,Megobrium,edwardsi,1963,Univ. Calif. Publ. Ent.,,,,,,,,,,x
lit,Coleoptera,Cerambycidae,Oeme,gracilis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Oeme,gracilis,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Oeme,gracilis,1918,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Phymatodes,"sp. as ""juglandis""",1897,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Cerambycidae,Prionus,sp.,1970,Predation Ecol. Barn Owl,,,,,,,x,,,
lit,Coleoptera,Cerambycidae,Sternidocinus,barbarus,1956,Ann. Ent. Soc. Amer.,,,,,,,x,,,
lit,Coleoptera,Cerambycidae,Xylotrechus,insignis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Xylotrechus,insignis,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Xylotrechus,insignis,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Coleoptera,Cerambycidae,Xylotrechus,nauticus,1964,Univ. Calif. Publ. Ent.,,,,,,,x,,,
lit,Coleoptera,Chrysomelidae,Chrysomela,californica,1940,Proc. Sixth Pac. Sci. Cong.,,8,,,,,x,,,
lit,Coleoptera,Chrysomelidae,Colaspidea,subvittata,1897,Can. Ent.,,,,,x,x,,,,
lit,Coleoptera,Chrysomelidae,Colaspidea,subvittata,1901,Calif. Acad. Sci. Occ. Pap.,,7,,,x,x,,,,
lit,Coleoptera,Chrysomelidae,Colaspidea,subvittata,1933,Can. Ent.,,,,,x,x,,,,
lit,Coleoptera,Chrysomelidae,Diabrotica,u. undecimpunctata,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Chrysomelidae,Diabrotica,u. undecimpunctata,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Chrysomelidae,Diabrotica,u. undecimpunctata,1966,Bull. Ent. Soc. Amer.,,,,,,,x,,,
lit,Coleoptera,Chrysomelidae,Diabrotica,u. undecimpunctata,1985,Ent. Calif. Ch. Isls. Proc.,1978,9,,x,,,x,,,
lit,Coleoptera,Chrysomelidae,Diachus,auratus,1897,Can. Ent.,,,,,x,x,,,,x
lit,Coleoptera,Chrysomelidae,Diachus,auratus,1986,Psyche,,,,,,,,x,,
lit,Coleoptera,Chrysomelidae,Epitrix,similaris,1944,Proc. Ent. Soc. Wash.,,,,,x,,,,,
lit,Coleoptera,Chrysomelidae,Epitrix,similaris,1972,Coleop. Bull.,,,,,x,,,,,
lit,Coleoptera,Chrysomelidae,Erynephala,maritima,1897,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Chrysomelidae,Erynephala,puncticollis,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Coleoptera,Chrysomelidae,Lema,trilinea,1934,Can. Ent.,,,,,,,x,,,
lit,Coleoptera,Chrysomelidae,Microrhopala,rubrolineata,1916,Ent. News,1915,8,,,,,,,,
lit,Coleoptera,Chrysomelidae,Monoxia,sordida,1985,Ent. Calif. Ch. Isls. Proc.,1978,9,,x,,x,,,,
lit,Coleoptera,Chrysomelidae,Pachybrachis,punctatus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Chrysomelidae,Pachybrachis,punctatus,1915,Trans. Amer. Ent. Soc.,,8,,,x,,,,,
lit,Coleoptera,Chrysomelidae,Pachybrachis,quadratus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Chrysomelidae,Pachybrachis,quadratus,1915,Trans. Amer. Ent. Soc.,1915,7,,,x,,,,,
lit,Coleoptera,Chrysomelidae,Phaedon,prasinella,1985,Ent. Calif. Ch. Isls. Proc.,1979,4,,x,,,,,,
lit,Coleoptera,Chrysomelidae,Phyllotreta,pusilla,1897,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Chrysomelidae,Scelolyperus,torquatus,1965,New York St. Mus. & Sci. Bull.,,,,,x,,,,,
lit,Coleoptera,Ciidae,Cis,sp.,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Cleridae,Cymatodera,angustata,1897,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Cleridae,Cymatodera,ovipennis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Cleridae,Cymatodera,ovipennis,1901,Calif. Acad. Sci. Occ. Pap.,,7,,,x,,,,,
lit,Coleoptera,Cleridae,Necrobia,ruficollis,1897,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Cleridae,Necrobia,ruficollis,1901,Calif. Acad. Sci. Occ. Pap.,,6,,,,x,,,,
lit,Coleoptera,Cleridae,Necrobia,rufipes,1897,Can. Ent.,1875,,,,,,,,,
lit,Coleoptera,Cleridae,Necrobia,rufipes,1897,Can. Ent.,,,,,x,x,,,,x
lit,Coleoptera,Coccinellidae,Cephaloscymnus,occidentalis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Cephaloscymnus,occidentalis,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Chilocorus,fraternus,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Coccinellidae,Chilocorus,fraternus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Coccinella,californica,1931,Proc. U.S. Natl. Mus.,,,,,,x,x,,x,x
lit,Coleoptera,Coccinellidae,Coccinella,californica,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Coleoptera,Coccinellidae,Coccinella,californica,1985,Ent. Calif. Ch. Isls. Proc.,,,x,x,x,x,x,,x,
lit,Coleoptera,Coccinellidae,Coccinella,californica,1991,Herp. Monographs,,,,x,,,,,,
lit,Coleoptera,Coccinellidae,Coccinella,californica var.,1897,Can. Ent.,,,,,x,x,,,x,x
lit,Coleoptera,Coccinellidae,Coccinella,johnsoni,1931,Proc. U.S. Natl. Mus.,,,,,,x,,,x,
lit,Coleoptera,Coccinellidae,Coccinella,johnsoni,1962,Can. Ent.,,,,,,x,,,x,
lit,Coleoptera,Coccinellidae,Coccinella,johnsoni,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,,x,,,x,
lit,Coleoptera,Coccinellidae,Cycloneda,sanguinea,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Coccinellidae,Cycloneda,sanguinea,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Delphastes,catalinae,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Delphastus,catalinae,1895,Trans. Amer. Ent. Soc.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Delphastus,catalinae,1897,Can. Ent.,,,,,x,x,,,,
lit,Coleoptera,Coccinellidae,Delphastus,catalinae,1899,J. N.Y. Ent. Soc.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Delphastus,catalinae,1970,Proc. Ent. Soc. Was.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Delphastus,catalinae,1985,J. New York Ent. Soc.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Hippodamia,convergens,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Coccinellidae,Hippodamia,convergens,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Hippodamia,convergens,1985,Ent. Calif. Ch. Isls. Proc.,,,x,x,,,x,x,,x
lit,Coleoptera,Coccinellidae,Hippodamia,convergens,1946,Smith. Misc. Coll.,,,,,,,,,,
lit,Coleoptera,Coccinellidae,Hippodamia,convergens,1967,Hilgardia,,,,,,,x,,,
lit,Coleoptera,Coccinellidae,Hippodamia,convergens,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Coleoptera,Coccinellidae,Hippodamia,convergens,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Hippodamia,convergens,1991,Herp. Monographs,,,,x,,,,,,
lit,Coleoptera,Coccinellidae,Hippodamia,quinquefasciata ambigua,1967,Hilgardia,,,,,,,x,,,
lit,Coleoptera,Coccinellidae,Hippodamia,quinquesignata ambigua,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Coccinellidae,Hippodamia,quinquesignata ambigua,1897,Can. Ent.,,,,,x,x,,,,x
lit,Coleoptera,Coccinellidae,Hippodamia,quinquesignata ambigua,1934,Can. Ent.,1933,4,,,,,x,,,
lit,Coleoptera,Coccinellidae,Hippodamia,quinquesignata ambigua,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,x,
lit,Coleoptera,Coccinellidae,Hippodamia,quinquesignata ambigua,1946,Smith. Misc. Coll.,,,,,,,,,,
lit,Coleoptera,Coccinellidae,Hyperaspidius,comparatus,1985,J. New York Ent. Soc.,,,,,,,,x,,
lit,Coleoptera,Coccinellidae,Hyperaspidius,vittigera,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,x,,
lit,Coleoptera,Coccinellidae,Hyperaspis,lateralis,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Coccinellidae,Hyperaspis,lateralis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Nephus (Scymnobius),guttulatus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Nephus (Scymnobius),guttulatus,1901,Calif. Acad. Sci. Occ. Pap.,,4,,,x,,,,,
lit,Coleoptera,Coccinellidae,Nephus (Sidis),binaevatus,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Nephus (Sidis),binaevatus,1985,J. New York Ent. Soc.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Olla,v-nigrum,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Paranaemia,vittigera,1876,App. JJ Ann. Rept. Eng.,,,,,,,x,,,
lit,Coleoptera,Coccinellidae,Paranaemia,vittigera,1897,Can. Ent.,,,,,,,x,,,
lit,Coleoptera,Coccinellidae,Paranaemia,vittigera,1934,Can. Ent.,1933,4,,,,,x,,,
lit,Coleoptera,Coccinellidae,Psyllobora,vigintimaculata,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Coccinellidae,Psyllobora,vigintimaculata,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Psyllobora,vigintimaculata,1934,Can. Ent.,1933,4,,,,,x,,,
lit,Coleoptera,Coccinellidae,Rhyzobius,forestieri,1981,Bull. Ent. Res.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Rhyzobius,lophanthae,1897,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Coccinellidae,Rhyzobius,lophanthae,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,x,,,,
lit,Coleoptera,Coccinellidae,Scymnus,falli,1991,Herp. Monographs,,,,x,,,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),falli,1934,Can. Ent.,1933,4,,,,,x,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),falli,1976,Bull. Buffalo Soc. Nat. Sci.,,,,,,,x,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),falli,1985,J. New York Ent. Soc.,,,,x,,,x,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),falli,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,,,x,,,x
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),loewii,1976,Bull. Buffalo Soc. Nat. Sci.,,,,,,,x,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),marginicollis,1895,Trans. Amer. Ent. Soc.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),marginicollis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),marginicollis,1976,Bull. Buffalo Soc. Nat. Sci.,,,,,,,x,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),pallens,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),pallens,1976,Bull. Buffalo Soc. Nat. Sci.,,,,,,,x,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),sp.,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),sp.,1897,Can. Ent.,,,,,x,x,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Pullus),sp.,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Scymnus),nebulosus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Scymnus),nebulosus,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Scymnus),nebulosus,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Scymnus (Scymnus),nebulosus,1986,Psyche,,,,,,,,x,,
lit,Coleoptera,Coccinellidae,Zegloba,ornata,1895,Trans. Amer. Ent. Soc.,,,,,x,,,,,
lit,Coleoptera,Coccinellidae,Zegloba,ornata,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Colydiidae,Rhagodera,tuberculata,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,,x,,,,
lit,Coleoptera,Colydiidae,Rhagodera,tuberculata,1991,Herp. Monographs,,,,x,,,,,,
lit,Coleoptera,Corylophidae,Aenigmaticum,californicum,1985,Ent. Calif. Ch. Isls. Proc.,,,x,x,,,,,,
lit,Coleoptera,Cryptophagidae,Atomaria,sp.,1897,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Cryptophagidae,Cryptophagus,debilis,1897,Can. Ent.,,,,,x,x,,,,
lit,Coleoptera,Cryptophagidae,Cryptophagus,debilis,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,x,,,,
lit,Coleoptera,Curculionidae,Anthonomus,pauperculus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Anthonomus,pauperculus,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Anthonomus,sp.,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Curculionidae,Anthonomus,subvittatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,,,,x,,
lit,Coleoptera,Curculionidae,Apion,antennatum,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Apion,antennatum,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Apion,antennatum,1968,"Apioninae N. & C. Amer., Apion",,,,,,,x,,,
lit,Coleoptera,Curculionidae,Apion,californicum,1940,Proc. Sixth Pac. Sci. Cong.,,8,,,,,x,,,
lit,Coleoptera,Curculionidae,Apion,oedorhynchum,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Apion,oedorhynchum,1898,Trans. Amer. Ent. Soc.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Apleurus,jacobinus,1988,Quaest. Entomol.,,,,,,,,x,,
lit,Coleoptera,Curculionidae,Asynonychus,godmanni,1940,Proc. Sixth Pac. Sci. Cong.,,9,,,x,,,,,
lit,Coleoptera,Curculionidae,Cleonidius,americanus,1897,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Cleonidius,americanus,1934,Coleop. Cat.,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Cleonidius,americanus,1982,Mem. Amer. Ent. Inst.,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Cleonidius,americanus,1988,Quaest. Entomol.,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Cleonidius,basalis,NA,,,,,,,,,,,
lit,Coleoptera,Curculionidae,Curculio,aurivestis,1927,Ent. Amer. (n.s.),,,,,x,,,,,
lit,Coleoptera,Curculionidae,Curculio,aurivestis,1969,Ent. Soc. Amer. Misc. Publ.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Curculio,brevinasus,NA,,,,,,,,,,,
lit,Coleoptera,Curculionidae,Curculio,sp.,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Curculionidae,Curculio,uniformis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Curculio,uniformis,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Curculio,uniformis,1908,Proc. Ent. Soc. Wash.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Emphyastes,fucicola,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Coleoptera,Curculionidae,Lissorhoptrus,sp.,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Coleoptera,Curculionidae,Listronotus,sordidus,1940,Proc. Sixth Pac. Sci. Cong.,,7,,,,,,,x,
lit,Coleoptera,Curculionidae,Pselaphorhynchites,aureus,1897,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Pselaphorhynchites,aureus,1901,Calif. Acad. Sci. Occ. Pap.,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Pselaphorhynchites,insularis,1929,Bull. Brook. Ent. Soc.,,,,,x,x,,,,
lit,Coleoptera,Curculionidae,Pselaphorhynchites,insularis,1971,Ann. Ent. Soc. Amer.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Pselaphorhynchites,sp.,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Rhyncolus,sp.,1985,Ent. Calif. Ch. Isls. Proc.,1974,6,,x,,,,,,
lit,Coleoptera,Curculionidae,Sciopithes,insularis,1897,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Sciopithes,insularis,1901,Calif. Acad. Sci. Occ. Pap.,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Sciopithes,insularis,1935,Pan-Pac. Ent.,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Sciopithes,setosus,1985,Ent. Calif. Ch. Isls. Proc.,1974,6,,x,,,,,,
lit,Coleoptera,Curculionidae,Sciopithes,setosus,1991,Herp. Monographs,,,,x,,,,,,
lit,Coleoptera,Curculionidae,Sibinia,maculata,1901,Calif. Acad. Sci. Occ. Pap.,,,,,,,,,x,
lit,Coleoptera,Curculionidae,Sibinia,maculata,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,,,,x,,
lit,Coleoptera,Curculionidae,Sibinia (Sibinia),maculata,1978,Queast. Ent.,,,,,,,,x,,
lit,Coleoptera,Curculionidae,Sitona,californicus,1938,Pan-Pac. Ent.,1937,,,,,,,x,,
lit,Coleoptera,Curculionidae,Sitona,californicus,1938,Univ. Colorado Stud.,,,,,,,,x,,
lit,Coleoptera,Curculionidae,Sitona,californicus,1989,Coleop. Bull.,,,,,,,,x,,
lit,Coleoptera,Curculionidae,Sitona,cockerelli,NA,,,,,,,,,,,
lit,Coleoptera,Curculionidae,Smicronyx,cinereus,1962,Proc. U.S. Natl. Mus.,,,,,,,,,,x
lit,Coleoptera,Curculionidae,Smicronyx,sp.,1897,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Curculionidae,Trigonoscuta,anacapensis,1975,Los Angeles,,,x,,,,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,catalina,1975,Los Angeles,,,,,x,,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,clemente,1975,Los Angeles,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,clemente excavata,1975,Los Angeles,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,clemente isola,1975,Los Angeles,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,clemente latesecula,1975,Los Angeles,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,clemente traskiae,1975,Los Angeles,,,,,,x,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,curviscroba,1975,Los Angeles,,,,x,,,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,miguelensis,1975,Los Angeles,,,,,,,,x,,
lit,Coleoptera,Curculionidae,Trigonoscuta,nesiotis,1975,Los Angeles,,,x,,,,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,nicolana,1975,Los Angeles,,,,,,,,,x,
lit,Coleoptera,Curculionidae,Trigonoscuta,nicolana breviconjuncta,1975,Los Angeles,,,,,,,,,x,
lit,Coleoptera,Curculionidae,Trigonoscuta,nicolana lateconjuncta,1975,Los Angeles,,,,,,,,,x,
lit,Coleoptera,Curculionidae,Trigonoscuta,nicolana latelobata,1975,Los Angeles,,,,,,,,,x,
lit,Coleoptera,Curculionidae,Trigonoscuta,nicolana latespiculum,1975,Los Angeles,,,,,,,,,x,
lit,Coleoptera,Curculionidae,Trigonoscuta,nicolana longinoda,1975,Los Angeles,,,,,,,,,x,
lit,Coleoptera,Curculionidae,Trigonoscuta,nicolana nonemarginata,1975,Los Angeles,,,,,,,,,x,
lit,Coleoptera,Curculionidae,Trigonoscuta,nicolana sulcata,1975,Los Angeles,,,,,,,,,x,
lit,Coleoptera,Curculionidae,Trigonoscuta,santabarabarae lycii,1975,Los Angeles,,,,x,,,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,santabarabarae mesembryanthemi,1975,Los Angeles,,,,x,,,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,santabarabarae santabarbarae,1975,Los Angeles,,,,x,,,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,santarosae astragalensis,1975,Los Angeles,,,,,,,,,,x
lit,Coleoptera,Curculionidae,Trigonoscuta,santarosae sanctarosae,1975,Los Angeles,,,,,,,,,,x
lit,Coleoptera,Curculionidae,Trigonoscuta,sp.,1974,Pan-Pac. Ent.,1972,4,,,,x,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,,,,,,
lit,Coleoptera,Curculionidae,Trigonoscuta,sp.,1991,Herp. Monographs,,,,x,,,,,,
