record,source,month,day,year,island,order,family,acceptedFamily,genus,acceptedGenus,specificEp,acceptedEpithet,scientificName,acceptedName
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,14,2011,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,9,8,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,9,8,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,28,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,28,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,28,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,5,8,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,5,8,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,5,8,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,5,8,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,5,19,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,5,19,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,5,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,3,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,3,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,3,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,3,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,3,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,3,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,28,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,28,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,28,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,7,31,1975,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,perichlarum,perichlarus,Lasioglossum perichlarum,Lasioglossum perichlarus
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,punctatoventre,punctatoventre,Lasioglossum punctatoventre,Lasioglossum punctatoventre
occurrence,Cal-IBIS,8,22,1978,Anacapa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,sisymbrii,Lasioglossum sisymbrii,Lasioglossum sisymbrii
occurrence,Cal-IBIS,6,1,1978,Anacapa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,sisymbrii,sisymbrii,Lasioglossum sisymbrii,Lasioglossum sisymbrii
occurrence,Cal-IBIS,3,15,2019,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,tegulare,tegulare,Lasioglossum tegulare,Lasioglossum tegulare
occurrence,Cal-IBIS,3,15,2019,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,tegulare,tegulare,Lasioglossum tegulare,Lasioglossum tegulare
occurrence,Cal-IBIS,2,18,2019,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,tegulare,tegulare,Lasioglossum tegulare,Lasioglossum tegulare
occurrence,Cal-IBIS,3,15,2019,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,tegulare,tegulare,Lasioglossum tegulare,Lasioglossum tegulare
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,10,10,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,10,10,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,10,10,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,5,19,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,5,19,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,5,19,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,8,23,1978,Anacapa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,8,23,1978,Anacapa,Hymenoptera,Halictidae,Halictidae,Lasioglossum,Lasioglossum,titusi,titusi,Lasioglossum titusi,Lasioglossum titusi
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,9,1936,Santa Catalina,Hymenoptera,Halictidae,Halictidae,Micralictoides,Micralictoides,altadenae,altadenae,Micralictoides altadenae,Micralictoides altadenae
occurrence,Cal-IBIS,5,19,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Sphecodes,Sphecodes,,,Sphecodes,Sphecodes
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Sphecodes,Sphecodes,,,Sphecodes,Sphecodes
occurrence,Cal-IBIS,4,3,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Sphecodes,Sphecodes,,,Sphecodes,Sphecodes
occurrence,Cal-IBIS,7,12,2012,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Sphecodes,Sphecodes,,,Sphecodes,Sphecodes
occurrence,Cal-IBIS,5,9,2012,Santa Rosa,Hymenoptera,Halictidae,Halictidae,Sphecodes,Sphecodes,,,Sphecodes,Sphecodes
occurrence,Cal-IBIS,5,5,1978,San Nicolas,Hymenoptera,Halictidae,Halictidae,Sphecodes,Sphecodes,,,Sphecodes,Sphecodes
occurrence,Cal-IBIS,5,29,2005,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Sphecodes,Sphecodes,,,Sphecodes,Sphecodes
occurrence,Cal-IBIS,4,15,2019,Santa Cruz,Hymenoptera,Halictidae,Halictidae,Sphecodes,Sphecodes,,,Sphecodes,Sphecodes
occurrence,Cal-IBIS,7,19,2010,San Clemente,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,3,31,2010,San Clemente,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,3,29,2010,San Clemente,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,3,29,2010,San Clemente,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,6,10,2008,San Nicolas,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,5,24,1975,Santa Cruz,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,6,20,1979,Santa Cruz,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,7,8,1981,Santa Cruz,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,6,20,1979,Santa Cruz,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,5,24,1975,Santa Cruz,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,3,22,1989,Santa Cruz,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,3,21,1989,Santa Cruz,Hymenoptera,Ichneumonidae,Ichneumonidae,,,,,Ichneumonidae,Ichneumonidae
occurrence,Cal-IBIS,7,29,1968,San Miguel,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,,Anthidium,Anthidium
occurrence,Cal-IBIS,6,NA,1976,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,,Anthidium,Anthidium
occurrence,Cal-IBIS,7,31,1967,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,,Anthidium,Anthidium
occurrence,Cal-IBIS,7,17,1967,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,,Anthidium,Anthidium
occurrence,Cal-IBIS,7,31,1967,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,,Anthidium,Anthidium
occurrence,Cal-IBIS,7,27,1975,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,,Anthidium,Anthidium
occurrence,Cal-IBIS,7,27,1975,Santa Cruz,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,,Anthidium,Anthidium
occurrence,Cal-IBIS,5,NA,1939,San Clemente,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Cal-IBIS,6,9,NA,Santa Catalina,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Cal-IBIS,6,3,1939,San Clemente,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Cal-IBIS,5,1,1939,San Clemente,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
occurrence,Cal-IBIS,4,19,1938,Santa Barbara,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,collectum,collectum,Anthidium collectum,Anthidium collectum
