source,order,family,genus,specificEp,yearpub,PUBL,year,month,Anacapa,Santa Barbara,Santa Catalina,San Clemente,Santa Cruz,San Miguel,San Nicholas,Santa Rosa 
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),clarescens,1924,Proc. Calif. Acad. Sci. ser. 4,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),clarescens,1938,Ann. & Mag. Nat. Hist.,1938,4,,,1,,,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),clarescens,1939,Bull. S. Calif. Acad. Sci.,1939,4,,,,1,,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),clarescens,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),clarescens,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,1,,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),clarescens,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,1,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),cobaltina,1939,Bull. S. Calif. Acad. Sci.,1939,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),kincaidii,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),regulina,1938,Ann. & Mag. Nat. Hist.,1938,4,,,1,,,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),regulina,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),trevoris,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,1
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),tristella,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Osmia (Monilosmia),albolateralis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,1,,1
lit,Hymenoptera,Megachilidae,Osmia (Monilosmia),gabrielis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Osmia (Mystacosmia),nemoris,1939,Bull. S. Calif. Acad. Sci.,1939,5,,,,,,1,,
lit,Hymenoptera,Megachilidae,Osmia (Mystacosmia),nemoris,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Megachilidae,Stelis,sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Mutillidae,Brachycistis,atrata,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,1,,
lit,Hymenoptera,Mutillidae,Dasymutilla,aletina,NA,,,,,,,,,,,
lit,Hymenoptera,Mutillidae,Dasymutilla,aureola,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Mutillidae,Dasymutilla,aureola pacifica,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Mutillidae,Dasymutilla,californica,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Mutillidae,Dasymutilla,californica,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Mutillidae,Dasymutilla,coccineohirta,1928,U.S. Nat Mus. Bull.,,,,,,,,,,
lit,Hymenoptera,Mutillidae,Dasymutilla,coccineohirta,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Mutillidae,Dasymutilla,coccineohirta,1951,Bull. Calif. Insect Surv.,,,,,1,,,,,
lit,Hymenoptera,Mutillidae,Dasymutilla,coccineoshirta,1915,Ent.,,,,,1,,,,,
lit,Hymenoptera,Mutillidae,Dasymutilla,sp?,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Mutillidae,Sphaeropthalma (Photopsis,sp. 1,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Mutillidae,Sphaeropthalma (Photopsis,sp. 2,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Mymaridae,Gonatocerus,inflatiscapus,1988,Mem. Ent. Soc. Can.,,,,,,,1,,,
lit,Hymenoptera,Perilampidae,Perilampus,fulvicornis,1987,Atala,,,,,1,,,,,
lit,Hymenoptera,Pompilidae,Agenioideus (Agenioideus),humilis,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Allaporus,pulchellus,1985,Bull. Calif. Insect Survey,,,,,,,,1,,1
lit,Hymenoptera,Pompilidae,Anoplius (Anoplius),imbellis,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Anoplius (Anoplius),toluca,1985,Bull. Calif. Insect Survey,,,1,,1,1,1,1,1,1
lit,Hymenoptera,Pompilidae,Anoplius (Lophopompilus),aethiops,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Anoplius (Lophopompilus),cleora,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Anoplius (Pompilinus),clystera,1919,Bull. Mus. Comp. Zool.,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Anoplius (Pompilinus),clystera,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,1,1,,
lit,Hymenoptera,Pompilidae,Anoplius (Pompilinus),clystera,1985,Bull. Calif. Insect Survey,,,,,,,1,,,1
lit,Hymenoptera,Pompilidae,Anoplius (Pompilinus),estellina,1985,Bull. Calif. Insect Survey,,,,,,,1,,,1
lit,Hymenoptera,Pompilidae,Anoplius (Pompilinus),insolens,1985,Bull. Calif. Insect Survey,,,,,,,1,1,,1
lit,Hymenoptera,Pompilidae,Anoplius (Pompilinus),tenebrosus,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Pompilidae,Anoplius (Pompilinus),tenebrosus,1985,Bull. Calif. Insect Survey,,,,,,,1,1,,
lit,Hymenoptera,Pompilidae,Aporinellus,basalis,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Aporinellus,completus,1985,Bull. Calif. Insect Survey,,,,,,,1,,,1
lit,Hymenoptera,Pompilidae,Aporinellus,fasciatus,1985,Bull. Calif. Insect Survey,,,,,1,,1,,,
lit,Hymenoptera,Pompilidae,Aporinellus,medianus,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Aporinellus,taeniatus,1985,Bull. Calif. Insect Survey,,,,,,,1,,,1
lit,Hymenoptera,Pompilidae,Aporinellus,yucatanensis,1985,Bull. Calif. Insect Survey,,,,,1,,1,,,
lit,Hymenoptera,Pompilidae,Aporus,luxus luxus,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,1,,,,
lit,Hymenoptera,Pompilidae,Aporus,luxus luxus,1985,Bull. Calif. Insect Survey,,,,,1,1,1,1,,1
lit,Hymenoptera,Pompilidae,Aporus (Plectraporus),hirsutus,1985,Bull. Calif. Insect Survey,,,,,,,1,1,,1
lit,Hymenoptera,Pompilidae,Chalcochares,hirsutifemur,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Episyron,biguttatus californicus,1985,Bull. Calif. Insect Survey,,,,,1,,1,,,1
lit,Hymenoptera,Pompilidae,Episyron,oregon,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Episyron,quinquenotatus hurdi,1985,Bull. Calif. Insect Survey,,,,,,1,1,,1,1
lit,Hymenoptera,Pompilidae,Evagetes,hyacinthinus,1985,Bull. Calif. Insect Survey,,,,,,,1,1,,
lit,Hymenoptera,Pompilidae,Evagetes,ingenuus,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Evagetes,mohave,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Evagetes,padrinus padrinus,1985,Bull. Calif. Insect Survey,,,,,,,1,1,,1
lit,Hymenoptera,Pompilidae,Evagetes,parvus,1985,Bull. Calif. Insect Survey,,,,,,,1,,,1
lit,Hymenoptera,Pompilidae,Evagetes,subangulatus,1985,Bull. Calif. Insect Survey,,,,,,,,,,1
lit,Hymenoptera,Pompilidae,Parapompilus,sp?,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Pompilidae,Pepsis,thisbe,1952,Bull. Amer. Nat. Hist.,,,,,,,,,,
lit,Hymenoptera,Pompilidae,Pompilus,sp?,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Pompilidae,Pompilus (Ammosphex),angularis angularis,1985,Bull. Calif. Insect Survey,,,1,,,1,,1,1,
lit,Hymenoptera,Pompilidae,Pompilus (Ammosphex),anomalus anomalus,1985,Bull. Calif. Insect Survey,,,1,,,1,1,1,1,
lit,Hymenoptera,Pompilidae,Pompilus (Ammosphex),parvulus,1985,Bull. Calif. Insect Survey,,,,,,1,1,,,
lit,Hymenoptera,Pompilidae,Pompilus (Ammosphex),silvivagus,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Pompilus (Ammosphex),solonus solonus,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Pompilus (Arachnospila),arctus,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Pompilus (Arachnospila),scelestus,1983,Pan-Pac. Ent.,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Pompilus (Arachnospila),scelestus,1985,Bull. Calif. Insect Survey,,,,1,1,,1,1,1,1
lit,Hymenoptera,Pompilidae,Pompilus (Perissopompilus,phoenix,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Priocnemis,oregona,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Pompilidae,Psorthaspis,planata,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Pompilidae,Psorthaspis,planata,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Pompilidae,Psorthaspis,planata,1985,Bull. Calif. Insect Survey,,,,,,,1,,,
lit,Hymenoptera,Pompilidae,Tachypompilus,sp.,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Pompilidae,Tachypompilus,unicolor unicolor,1985,Bull. Calif. Insect Survey,,,,,1,,1,,,
lit,Hymenoptera,Pteromalidae,,unidentified,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Pteromalidae,,unidentified,1939,Sci,,,,,,,,,,
lit,Hymenoptera,Pteromalidae,Chyrsolampus,elegans,1986,Can. Ent.,,,,,,,1,,,
lit,Hymenoptera,Pteromalidae,Chyrsolampus,schwarzi,1986,Can. Ent.,,,,,,,1,,,1
lit,Hymenoptera,Pteromalidae,Mesopolobus,sp.,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Pteromalidae,Pachyneuron,mucronatum,1967,Hilgardia,,,,,,,1,,,
lit,Hymenoptera,Sapygidae,Fedtschenkia,anthracina,1972,Pan-Pac. Ent.,,,,,,,1,,,
lit,Hymenoptera,Scelionidae,undet.,,1973,Environ. Ent.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Ammophila,azteca azteca,1967,LACM Cont. Sci.,,,,,,,,,,1
lit,Hymenoptera,Sphecidae,Ammophila,azteca azteca,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,1,,1
lit,Hymenoptera,Sphecidae,Ammophila,azteca clemente,1967,LACM Cont. Sci.,,,,,,1,,,,
lit,Hymenoptera,Sphecidae,Ammophila,azteca clemente,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,,,
lit,Hymenoptera,Sphecidae,Ammophila,azteca clemente,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,,,
lit,Hymenoptera,Sphecidae,Ammophila,mcclayi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,,,
lit,Hymenoptera,Sphecidae,Ammophila,nearctica,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Ammophila,parapolita,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Ammophila,parkeri,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Ammophila,placida,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Ancistromma,bradleyi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Astata,bechteli,1985,Ent. Calif. Ch. Isls. Proc.,,,,1,,1,1,,,
lit,Hymenoptera,Sphecidae,Astata,nubecula,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Astata,occidentalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Bembex,americana comata,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Sphecidae,Bembex,americana comata,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Sphecidae,Bembix,americana comata,1971,Bull. Calif. Insect Surv.,,,1,,1,,,,,
lit,Hymenoptera,Sphecidae,Bembix,americana comata,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,1,,,,,
lit,Hymenoptera,Sphecidae,Bembix,americana comata,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,1,,,,,
lit,Hymenoptera,Sphecidae,Bembix,americana dugi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,,,
lit,Hymenoptera,Sphecidae,Bembix,americana dugi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,,,
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1923,Psyche,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1939,Bull. S. Calif. Acad. Sci.,,,,,,,,1,,1
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1929,Proc. U.S. Natl. Mus.,,,,,,,,1,,
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1939,Bull. S. Calif. Acad. Sci.,,,,,,,,,,1
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1939,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1923,Psyche,,,,,,,,1,,
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,1,,
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1968,Ann. Ent. Soc. Amer.,,,,,,,,1,,
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1971,Bull. Calif. Insect Surv.,,,,,,,1,1,,1
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,1,,1
lit,Hymenoptera,Sphecidae,Bembix,americana hamata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,1,,1
lit,Hymenoptera,Sphecidae,Bembix,americana nicolai,1938,Pan-Pac. Ent.,,,,,,,,,1,
lit,Hymenoptera,Sphecidae,Bembix,americana nicolai,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,1,
lit,Hymenoptera,Sphecidae,Bembix,americana nicolai,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,1,
lit,Hymenoptera,Sphecidae,Bembix,americana nicolai,1968,Ann. Ent. Soc. Amer.,,,,,,,,,1,
lit,Hymenoptera,Sphecidae,Bembix,americana nicolai,1971,Bull. Calif. Insect Surv.,,,,,,,,,1,
lit,Hymenoptera,Sphecidae,Bembix,americana nicolai,1939,Bull. S. Calif. Acad. Sci.,,,,,,,,,1,
lit,Hymenoptera,Sphecidae,Bembix,americana nicolai,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,1,
lit,Hymenoptera,Sphecidae,Bembix,americana nicolai,1986,Psyche,1984,5,,,,,,,1,
lit,Hymenoptera,Sphecidae,Bembix,santae-rosae,NA,,,,,,,,,,,
lit,Hymenoptera,Sphecidae,Cerceris,acanthophila,1975,Bull. Calif. Insect Surv.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,acanthophila,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,aequalis,1975,Bull. Calif. Insect Surv.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,convergens,1975,Bull. Calif. Insect Surv.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,convergens,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,finitima,1975,Bull. Calif. Insect Surv.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,finitima,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,minax,1975,Bull. Calif. Insect Surv.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,minax,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,sextoides,1975,Bull. Calif. Insect Surv.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,sextoides,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Cerceris,sp. nr. aequalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Clypeadon,utahensis,1966,Proc. Ent. Soc. Wash.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Clypeadon,utahensis,1975,Bull. Calif. Insect Surv.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Clypeadon,utahensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Crabro,villosus,1976,Trans. Amer. Ent. Soc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Crabro,villosus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Crossocerus,chromatipus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Crossocerus (Ablepharipus,insolens,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Crossocerus (Blepharipus),maculipennis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Crossocerus (Blepharipus),nigricornis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Didineis,nodosa,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,1,1
lit,Hymenoptera,Sphecidae,Diodontus,occidentalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,1,,1
lit,Hymenoptera,Sphecidae,Diploplectron,peglowi,1972,Ann. Ent. Soc. Amer.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Diploplectron,peglowi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,1,,1,1
lit,Hymenoptera,Sphecidae,Dryudella,caerulea,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,1
lit,Hymenoptera,Sphecidae,Dryudella,rhimpa,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,,1,1
lit,Hymenoptera,Sphecidae,Ectemnius,spinifer,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Foxia,secunda,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Gorytes,angustus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Gorytes,provancheri,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Harpactus,clypeatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Harpactus,pictifrons,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Hyponysson,bicolor,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,1
lit,Hymenoptera,Sphecidae,Isodontia,elegans,1963,Univ. Calif. Publ. Ent.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Isodontia,elegans,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Isodontia,sp?,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Sphecidae,Lindenius,tecuya,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Liris,argentatus,1984,Smith. Cont. Zool.,,,,,,1,1,,1,
lit,Hymenoptera,Sphecidae,Liris,argentatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,1,,1,
lit,Hymenoptera,Sphecidae,Liris,beatus,1984,Smith. Cont. Zool.,,,,,1,1,1,,,
lit,Hymenoptera,Sphecidae,Liris,beatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,,,
lit,Hymenoptera,Sphecidae,Liris,mescalero,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Liris,mescalero latus,1984,Smith. Cont. Zool.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Microbembex,californica,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,,,
lit,Hymenoptera,Sphecidae,Mimesa,cahuilla,1983,Lyman Ent. Mus. Res. Lab. Mem.,,,,,,,1,,1,
lit,Hymenoptera,Sphecidae,Mimesa,cahuilla,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,1,1
lit,Hymenoptera,Sphecidae,Miscophus (Nitelopterus),californicus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,1,1,1
lit,Hymenoptera,Sphecidae,Miscophus (Nitelopterus),cyanurus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Miscophus (Nitelopterus),texanus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Nysson,pumilus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Ochleroptera,bipunctata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Oxybelus,californicus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Oxybelus,uniglumis,1957,Bull. Calif. Insect Surv.,,,,,1,,,1,,
lit,Hymenoptera,Sphecidae,Oxybelus,uniglumis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,1,1,1
lit,Hymenoptera,Sphecidae,Palmodes,californicus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Palmodes,dimidiatus,1963,Univ. Calif. Publ. Ent.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Palmodes,dimidiatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Palmodes,insularis,1961,Proc. Ent. Soc. Wash.,,,1,,,,,1,,1
lit,Hymenoptera,Sphecidae,Palmodes,insularis,1963,Univ. Calif. Publ. Ent.,,,,,,,,,,
lit,Hymenoptera,Sphecidae,Palmodes,insularis,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,,1,1,1,,1
lit,Hymenoptera,Sphecidae,Palmodes,laeviventris,1916,Ent. News,1915,8,,,,,,,,
lit,Hymenoptera,Sphecidae,Passaloecus,armeniacae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Philanthus,multimaculatus,1975,Bull. Calif. Insect Surv.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Philanthus,multimaculatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,1
lit,Hymenoptera,Sphecidae,Philanthus,pacificus,1975,Bull. Calif. Insect Surv.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Philanthus,pacificus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Philanthus,sp.,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Sphecidae,Pisonopsis,birkmanni,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Plenoculus,davisi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Podalonia,communis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Podalonia,compacta,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,1
lit,Hymenoptera,Sphecidae,Podalonia,mexicana,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,1,1,1
lit,Hymenoptera,Sphecidae,Podalonia,mexicana,1986,Psyche,1984,5,,,,,,,1,
lit,Hymenoptera,Sphecidae,Podalonia,valida,1927,Proc. U.S. Natl. Mus.,,,,,,,,,,1
lit,Hymenoptera,Sphecidae,Podalonia,valida,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,1,1,,
lit,Hymenoptera,Sphecidae,Podalonia,valida,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,1,1,,
lit,Hymenoptera,Sphecidae,Prionyx,canadensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,1,,1
lit,Hymenoptera,Sphecidae,Prionyx,thomae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,,,
lit,Hymenoptera,Sphecidae,Sceliphron,caementarium,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,,,1
lit,Hymenoptera,Sphecidae,Solierella,albipes,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Solierella,arcuata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Solierella,bicolor,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Solierella,blaisdelli,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,1
lit,Hymenoptera,Sphecidae,Solierella,clypeata ?,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Solierella,levis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Solierella,peckhami,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Solierella,sayi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,,,1
lit,Hymenoptera,Sphecidae,Solierella,sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Sphecidae,Sphex,lucae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
