source,order,family,genus,subgenus,specificEp,scientificName,yearpub,PUBL,year,month,Anacapa,Santa Barbara,Santa Catalina,San Clemente,Santa Cruz,San Miguel,San Nicholas,Santa Rosa 
lit,Hymenoptera,Formicidae,Camponotus,(Myrmentoma),,,1940,Proc. Sixth Pac. Sci. Cong.,,6,,,,1,,,,
lit,Hymenoptera,Formicidae,Camponotus,(Myrmentoma),vicinus,Camponotus vicinus,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Camponotus,(Myrmentoma),vicinus,Camponotus vicinus,1918,Pom. Coll. J. Ent. & Zool.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Camponotus,(Myrmentoma),vicinus,Camponotus vicinus,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Camponotus,(Myrmentoma),vicinus,Camponotus vicinus,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Camponotus,(Myrmentoma),vicinus,Camponotus vicinus,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,1,,,
lit,Hymenoptera,Formicidae,Camponotus,(Myrmentoma),vicinus,Camponotus vicinus,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Crematogaster,,lineolata,Crematogaster lineolata,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Crematogaster,,lineolata,Crematogaster lineolata,1918,Pom. Coll. J. Ent. & Zool.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Crematogaster,,lineolata,Crematogaster lineolata,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Crematogaster,,lineolata,Crematogaster lineolata,1940,Proc. Sixth Pac. Sci. Cong.,,6,,,1,,,,,
lit,Hymenoptera,Formicidae,Crematogaster,,lineolata,Crematogaster lineolata,1940,Proc. Sixth Pac. Sci. Cong.,,6,,,1,,,,,
lit,Hymenoptera,Formicidae,Crematogaster,,mormonum,Crematogaster mormonum,1982,Univ. Calif. Publ. Ent.,,,1,,,,1,,,
lit,Hymenoptera,Formicidae,Crematogaster,,,,1982,"Tech. Rep., Allan Hancock, USC",,,,,,1,,,,
lit,Hymenoptera,Formicidae,Formica,,moki,Formica moki,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Formica,,moki,Formica moki,1973,Mem. Ent. Soc. Quebec,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Formica,,moki,Formica moki,1979,Nat. Hist. Mus. LACo. Sci.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Formica,,moki,Formica moki,1982,Univ. Calif. Publ. Ent.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Iridomyrmex,,humilis,Iridomyrmex humilis,1916,Ent. News,,,,,,,,,,
lit,Hymenoptera,Formicidae,Iridomyrmex,,humilis,Iridomyrmex humilis,1940,Proc. Sixth Pac. Sci. Cong.,1938,6,,,1,,,,,
lit,Hymenoptera,Formicidae,Iridomyrmex,,humilis,Iridomyrmex humilis,1982,Univ. Calif. Publ. Ent.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Iridomyrmex,,humilis,Iridomyrmex humilis,1982,"Tech. Rep., Allan Hancock, USC",,,,,,1,,,,
lit,Hymenoptera,Formicidae,Lasius,,niger,Lasius niger,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,1,,
lit,Hymenoptera,Formicidae,Lasius,,niger,Lasius niger,1982,Univ. Calif. Publ. Ent.,,,,,,,,1,,
lit,Hymenoptera,Formicidae,Lasius,,niger,Lasius niger,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Formicidae,Leptothorax,,,,1991,Herp. Monographs,,,,1,,,,,,
lit,Hymenoptera,Formicidae,Messor,,andrei,Messor andrei,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Messor,,andrei,Messor andrei,1916,Ent. News,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Messor,,andrei,Messor andrei,1928,Pomona Coll. J. Ent. & Zool.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Messor,,andrei,Messor andrei,1934,Proc. Amer. Acad. Arts & Sci.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Messor,,andrei,Messor andrei,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Messor,,andrei,Messor andrei,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Messor,,andrei,Messor andrei,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Messor,,chamberlini,Messor chamberlini,1915,Bull. Amer. Mus. Nat. Hist.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Messor,,chamberlini,Messor chamberlini,1934,Proc. Amer. Acad. Arts & Sci.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Messor,,chamberlini,Messor chamberlini,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Messor,,chamberlini,Messor chamberlini,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Messor,,chamberlini,Messor chamberlini,1950,Bull. Mus. Comp. Zool.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Messor,,chamberlini,Messor chamberlini,1953,Amer. Mus. Nov.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,1,,
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,1,,
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1935,BPBM Occ. Pap.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,1,,,1,
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,1,,
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1916,Ent. News,,,,,,,,,,
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1950,Bull. Mus. Comp. Zool.,,,,,1,,,1,,
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1982,Univ. Calif. Publ. Ent.,,,,,1,,,1,,
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1986,Univ. Kansas Sci. Bull.,,,1,1,1,1,1,1,1,1
lit,Hymenoptera,Formicidae,Monomorium,,ergatogyna,Monomorium ergatogyna,1991,Herp. Monographs,,,,1,,,,,,
lit,Hymenoptera,Formicidae,Monomorium,,minutum,Monomorium minutum,NA,,,,,,,,,,,
lit,Hymenoptera,Formicidae,Pheidole,,californica californica,Pheidole californica californica,1915,Bull. Amer. Mus. Nat. Hist.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Pheidole,,californica californica,Pheidole californica californica,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Pheidole,,californica californica,Pheidole californica californica,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Pheidole,,clementensis,Pheidole clementensis,1969,Ent. News,1963,12,,,,1,,,,
lit,Hymenoptera,Formicidae,Pheidole,,hyatti,Pheidole hyatti,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Pheidole,,hyatti,Pheidole hyatti,1916,Ent. News,,,,,,,,,,
lit,Hymenoptera,Formicidae,Pheidole,,hyatti,Pheidole hyatti,1934,Can. Ent.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Pheidole,,hyatti,Pheidole hyatti,1935,BPBM Occ. Pap.,,,,1,,,,,,
lit,Hymenoptera,Formicidae,Pheidole,,hyatti,Pheidole hyatti,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,1,,,
lit,Hymenoptera,Formicidae,Pheidole,,hyatti,Pheidole hyatti,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Pheidole,,hyatti,Pheidole hyatti,1982,Univ. Calif. Publ. Ent.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Pheidole,,vistana,Pheidole vistana,1916,Ent. News,,,,,,,,,,
lit,Hymenoptera,Formicidae,Prenolepis,,imparis californica,Prenolepis imparis californica,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Prenolepis,,imparis californica,Prenolepis imparis californica,1991,Herp. Monographs,,,,1,,,,,,
lit,Hymenoptera,Formicidae,Pseudomyrmex,,apache,Pseudomyrmex apache,1985,Quaest. Ent.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Solenopsis,,texana catalinae,Solenopsis texana catalinae,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Solenopsis,,texana catalinae,Solenopsis texana catalinae,1905,Bull. So. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Solenopsis,,texana catalinae,Solenopsis texana catalinae,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Solenopsis,,texana catalinae,Solenopsis texana catalinae,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Solenopsis,,texana catalinae,Solenopsis texana catalinae,1950,Bull. Mus. Comp. Zool.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Tapinoma,,sessile,Tapinoma sessile,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,1,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1937,Pan-Pac. Ent.,1937,7,,,1,,,,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,1,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,1,,,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1939,Bull. S. Calif. Acad. Sci.,1939,,,1,,1,,,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1972,Univ. Kansas Sci. Bull.,,,,,,1,,,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1972,Univ. Kansas Sci. Bull.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1972,Univ. Kansas Sci. Bull.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1985,Ent. Calif. Ch. Isls. Proc.,1940,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,1,1,1,1,1,1
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1986,Psyche,1984,5,,,,,,,1,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1986,Madrono,,,,,,,,,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,,texanus,Agapostemon texanus,1991,Herp. Monographs,,,,1,,,,,,
lit,Hymenoptera,Halictidae,Augochlorella,,pomoniella,Augochlorella pomoniella,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Halictidae,Augochlorella,,pomoniella,Augochlorella pomoniella,1927,Pan-Pac. Ent.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Augochlorella,,pomoniella,Augochlorella pomoniella,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,,1,,1,1
lit,Hymenoptera,Halictidae,Augochlorella,,pomoniella,Augochlorella pomoniella,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,1,,,
lit,Hymenoptera,Halictidae,Augochlorella,,pomoniella,Augochlorella pomoniella,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Augochlorella,,pomoniella,Augochlorella pomoniella,1966,Univ. Kansas Sci. Bull.,,,,,1,,1,,,
lit,Hymenoptera,Halictidae,Augochlorella,,pomoniella,Augochlorella pomoniella,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,1,1
lit,Hymenoptera,Halictidae,Dialictus,,cabrilli,Dialictus cabrilli,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,cabrilli,Dialictus cabrilli,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,cabrilli,Dialictus cabrilli,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,californiae,Dialictus californiae,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,californiae,Dialictus californiae,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,californiae,Dialictus californiae,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,californiae,Dialictus californiae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Halictidae,Dialictus,,daggetti,Dialictus daggetti,1916,Can. Ent.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,diversopunctatus,Dialictus diversopunctatus,1940,Bull. S. Calif. Acad. Sci.,,,,1,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,diversopunctatus,Dialictus diversopunctatus,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,diversopunctatus,Dialictus diversopunctatus,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,,,1,,1,
lit,Hymenoptera,Halictidae,Dialictus,,grinnelli,Dialictus grinnelli,1916,Can. Ent.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,grinnelli,Dialictus grinnelli,1937,Pan-Pac. Ent.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,grinnelli,Dialictus grinnelli,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,grinnelli,Dialictus grinnelli,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,grinnelli,Dialictus grinnelli,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,incompletus,Dialictus incompletus,1938,Ann. & Mag. Nat. Hist.,1938,3,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,incompletus,Dialictus incompletus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,1,
lit,Hymenoptera,Halictidae,Dialictus,,incompletus,Dialictus incompletus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,megastictus,Dialictus megastictus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,megastictus,Dialictus megastictus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,megastictus,Dialictus megastictus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,megastictus,Dialictus megastictus,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,megastictus,Dialictus megastictus,1986,Psyche,1984,5,,,,,,,1,
lit,Hymenoptera,Halictidae,Dialictus,,microlepoides,Dialictus microlepoides,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Dialictus,,nevadensis,Dialictus nevadensis,1937,Pan-Pac. Ent.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,nevadensis,Dialictus nevadensis,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,nevadensis,Dialictus nevadensis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,nevadensis,Dialictus nevadensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,1,1,1,,,,
lit,Hymenoptera,Halictidae,Dialictus,,perichlarus,Dialictus perichlarus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,perichlarus,Dialictus perichlarus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,perichlarus,Dialictus perichlarus,1940,Bull. S. Calif. Acad. Sci.,,,,,,,,1,1,1
lit,Hymenoptera,Halictidae,Dialictus,,perichlarus,Dialictus perichlarus,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,,,1,1,1,1
lit,Hymenoptera,Halictidae,Dialictus,,perichlarus,Dialictus perichlarus,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,perichlarus,Dialictus perichlarus,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,petrellus,Dialictus petrellus,1916,Can. Ent.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,pilosicaudus,Dialictus pilosicaudus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,pilosicaudus,Dialictus pilosicaudus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,1,
lit,Hymenoptera,Halictidae,Dialictus,,pilosicaudus,Dialictus pilosicaudus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,punctiferellus,Dialictus punctiferellus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,punctiferellus,Dialictus punctiferellus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,punctiferellus,Dialictus punctiferellus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Dialictus,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,Hymenoptera,Halictidae,Dialictus,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,1,,
lit,Hymenoptera,Halictidae,Dialictus,,tegulariformis,Dialictus tegulariformis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,,tegulariformis,Dialictus tegulariformis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dufourea,,californica,Dufourea californica,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dufourea,,dentipes,Dufourea dentipes,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,Hymenoptera,Halictidae,Evylaeus,,argemonis,Evylaeus argemonis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Evylaeus,,avalonensis,Evylaeus avalonensis,1938,Ann. & Mag. Nat. Hist.,1938,3,,,1,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,,avalonensis,Evylaeus avalonensis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,1,,,,
lit,Hymenoptera,Halictidae,Evylaeus,,avalonensis,Evylaeus avalonensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,,hammondi,Evylaeus hammondi,1938,Ann. & Mag. Nat. Hist.,1938,5,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,,hammondi,Evylaeus hammondi,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,,hammondi,Evylaeus hammondi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,,hammondi,Evylaeus hammondi,1987,"Smith. Inst. Press, Wash. DC",,,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,,kincaidii,Evylaeus kincaidii,1940,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Evylaeus,,kincaidii,Evylaeus kincaidii,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Evylaeus,,kincaidii,Evylaeus kincaidii,1986,Psyche,1984,5,,,,,,,1,
lit,Hymenoptera,Halictidae,Evylaeus,,miguelensis,Evylaeus miguelensis,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,,miguelensis,Evylaeus miguelensis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,,miguelensis,Evylaeus miguelensis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,,miguelensis,Evylaeus miguelensis,1939,Bull. S. Calif. Acad. Sci.,1939,7,,,1,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,,miguelensis,Evylaeus miguelensis,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,,nigrescens,Evylaeus nigrescens,1940,Bull. S. Calif. Acad. Sci.,,,,,,1,,,,1
lit,Hymenoptera,Halictidae,Evylaeus,,nigrescens,Evylaeus nigrescens,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,,,1
lit,Hymenoptera,Halictidae,Evylaeus,,ovaliceps,Evylaeus ovaliceps,1938,Ann. & Mag. Nat. Hist.,1938,4,,,1,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,,ovaliceps,Evylaeus ovaliceps,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,,ovaliceps,Evylaeus ovaliceps,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Halictidae,Halictus,,catalinensis,Halictus catalinensis,NA,,,,,,,,,,,
lit,Hymenoptera,Halictidae,Halictus,,coronadensis,Halictus coronadensis,NA,,,,,,,,,,,
lit,Hymenoptera,Halictidae,Halictus,,daggetti,Halictus daggetti,NA,,,,,,,,,,,
lit,Hymenoptera,Halictidae,Halictus,,grinnelli,Halictus grinnelli,NA,,,,,,,,,,,
lit,Hymenoptera,Halictidae,Halictus,,tripartitus,Halictus tripartitus,1942,U.S. Naval Inst. Proc.,,,,,,1,,,,
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1903,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1925,Proc. Calif. Acad. Sci. ser. 4,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1935,Pan-Pac. Ent.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1937,Pan-Pac. Ent.,1937,7,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1938,Ann. & Mag. Nat. Hist.,1938,4,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1941,Ent. Amer. n.s.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,,,1,,,1
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Halictus,(Seladonia),tripartitus,Halictus tripartitus,1910,Chann. Isls. Calif.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus,(s. l.),,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Lasioglossum,,channelense,Lasioglossum channelense,1940,Bull. S. Calif. Acad. Sci.,,,,,,,,,,1
lit,Hymenoptera,Halictidae,Lasioglossum,,channelense,Lasioglossum channelense,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Halictidae,Lasioglossum,,channelense,Lasioglossum channelense,1986,Smith. Cont. Zool.,,,,,,,1,,,1
lit,Hymenoptera,Halictidae,Lasioglossum,,pavonotum,Lasioglossum pavonotum,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,,pavonotum,Lasioglossum pavonotum,1938,Ann. & Mag. Nat. Hist.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,,pavonotum,Lasioglossum pavonotum,1939,Bull. S. Calif. Acad. Sci.,1939,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,,pavonotum,Lasioglossum pavonotum,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,,pavonotum,Lasioglossum pavonotum,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,1
lit,Hymenoptera,Halictidae,Lasioglossum,,pavonotum,Lasioglossum pavonotum,1986,Smith. Cont. Zool.,,,,,,,,1,,1
lit,Hymenoptera,Halictidae,Lasioglossum,,pavonotum,Lasioglossum pavonotum,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,,sisymbrii,Lasioglossum sisymbrii,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Lasioglossum,,sisymbrii,Lasioglossum sisymbrii,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,1,,,,,
