Catalog Number,kingdom,phylum,class,source,order,bee,family,genus,subgenus,specificEp,subspecies,scientificName,scientific name authorship,Collector,Associated Collector(s),month,day,year,Date Collected,Country,State,County,island ,locality ,Country,State/Province,County/Municipality,Verbatim Elevation,Elevation in Meters,Sampling Protocol,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Donated By,Identified By,Date Identified,Identification Remarks,Field Number,Associated Taxa,Habitat,Additional Label Data,Type Status,# of Male ?,# of Female ?,Individual Count,Sex,Life Stage,Basis of Record,Preparation,Disposition,Language,Institution Code,Collection Code,Owner Institution Code
BMEP0328839,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,22,1978,6/22/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Celery Canyon",United States,California,Ventura,100ft,84 m,,,33.259°,-119.492°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328840,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,22,1978,6/22/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Celery Canyon",United States,California,Ventura,100ft,85 m,,,33.259°,-119.492°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328841,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,22,1978,6/22/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Celery Canyon",United States,California,Ventura,100ft,86 m,,,33.259°,-119.492°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328867,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,Spergularia macrotheca macrotheca var,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328868,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,Spergularia macrotheca macrotheca var,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328869,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,Spergularia macrotheca macrotheca var,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328870,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,Spergularia macrotheca macrotheca var,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328871,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,Spergularia macrotheca macrotheca var,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328872,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,Spergularia macrotheca macrotheca var,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328873,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,Spergularia macrotheca macrotheca var,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328874,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,Spergularia macrotheca macrotheca var,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328875,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328876,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328877,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Powell, J.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, Dutch Harbor area",United States,California,Ventura,,,,,33.220°,-119.487°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328855,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,24,1978,6/24/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, east fork of Twin Rivers",United States,California,Ventura,25-50ft,9 m,,,33.2312°,-119.5189°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328856,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,24,1978,6/24/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, east fork of Twin Rivers",United States,California,Ventura,25-50ft,10 m,,,33.2312°,-119.5189°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328857,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,24,1978,6/24/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, east fork of Twin Rivers",United States,California,Ventura,25-50ft,11 m,,,33.2312°,-119.5189°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328858,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,24,1978,6/24/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, east fork of Twin Rivers",United States,California,Ventura,25-50ft,12 m,,,33.2312°,-119.5189°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328859,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,24,1978,6/24/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, east fork of Twin Rivers",United States,California,Ventura,25-50ft,13 m,,,33.2312°,-119.5189°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328860,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,24,1978,6/24/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, east fork of Twin Rivers",United States,California,Ventura,25-50ft,14 m,,,33.2312°,-119.5189°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328861,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,24,1978,6/24/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, east fork of Twin Rivers",United States,California,Ventura,25-50ft,15 m,,,33.2312°,-119.5189°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328862,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Menke, A.S.","Miller, D.R. and Rust, R.W.",6,24,1978,6/24/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, east fork of Twin Rivers",United States,California,Ventura,25-50ft,16 m,,,33.2312°,-119.5189°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,USNM
BMEP0328894,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Coville, R.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, NAS HQ area east to beach",United States,California,Ventura,,,,,33.261°,-119.477°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328895,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Coville, R.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, NAS HQ area east to beach",United States,California,Ventura,,,,,33.261°,-119.477°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328896,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Coville, R.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, NAS HQ area east to beach",United States,California,Ventura,,,,,33.261°,-119.477°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328897,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Coville, R.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, NAS HQ area east to beach",United States,California,Ventura,,,,,33.261°,-119.477°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328898,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Coville, R.",,5,6,1978,5/6/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, NAS HQ area east to beach",United States,California,Ventura,,,,,33.261°,-119.477°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328864,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Coville, R.",,5,5,1978,5/5/78,USA,California,Ventura,San Nicolas,"San Nicolas Island, NAS HQ area",United States,California,Ventura,,,,,33.255°,-119.486°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328730,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,Moldenke Pollen Sample VP-14,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328731,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328732,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328733,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328734,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328735,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328736,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328737,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328738,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328739,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328740,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328741,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328742,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328743,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328744,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328745,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328746,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328747,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328748,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328749,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328750,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328751,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328752,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328753,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328754,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328755,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
BMEP0328756,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,Anthophila,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Hogue, C.L.",,5,26,1977,5/26/77,USA,California,Ventura,San Nicolas,San Nicolas Island,United States,California,Ventura,,,,,33.25°,-119.51°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,LACM
