id,source,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,acceptedOrder,family,acceptedFamily,scientific,taxonID,scientif_1,genus,acceptedGenus,specificEp,acceptedName,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,locality,locationRe,island,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
2380158,Cal-IBIS,CLO,ML, ,76106e1d-e895-4ce9-b896-91520f33f3af,MACHINE_OBSERVATION,b4b9e99a-c506-4a9c-a660-ac1e0c5d373f,455898, , , , , ,,Flabellinopsidae,,Flabellinopsis iodinea,945102,"(Cooper, 1862)",Flabellinopsis,,iodinea,, , , , , , , , , ,David O Brown, ,1/1/96 0:00,1996,1,1,1,0,1996,Age/Sex: Unknown Age Hermaphrodite (1). Embiotoca jacksoni and Oxyjulius also present., , , , , , , ,NATIVE, , ,0, , , , , , , ,"Channel Islands National Marine Sanctuary, off of Anacapa Island", ,Anacapa,34.01428,-119.3992, ,0, , , , ,requires verification, , , , , , , , ,en, ,11/4/15 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:deacad4b-bc29-43cb-98d9-a1ba36a99515,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2380158
2380021,Cal-IBIS,AM,Malacology, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,71627930-61a6-4a83-b64c-d3a8e19cda71,C.518055,urn:lsid:ozcam.taxonomy.org.au:AM:Malacology:C.518055, , , , ,,Anabathridae,,Amphithalamus,22806,"Carpenter, 1864",Amphithalamus,, ,, , ,I.Loch, , , , , , , , ,9/23/69 0:00,1969,9,23,266,0,1969-09-23T00:00:00, , , , , , , , , , , ,0, , , , , , , , ,"ecatalogue.LocCollectionEventLocal: """"[MAL# 89523] U.S.A., California, Channel Ids, Middle Anacapa Is, S side (34Â° 00' 12"""" N, 119Â° 23' 53"""" W) 23/09/1969 - 23/09/1969, McLean, J. H.(Collector), SCUBA"""";",Anacapa,34.00341,-119.398, ,10000, , , , , , , , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:6ce90469-2f00-4f82-8a3f-85331b9b3c21,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2380021
2380019,Cal-IBIS,AM,Malacology, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,677c25a5-03b0-4ac8-add9-e92546ad7f6d,C.518056,urn:lsid:ozcam.taxonomy.org.au:AM:Malacology:C.518056, , , , ,,Anabathridae,,Amphithalamus,22806,"Carpenter, 1864",Amphithalamus,, ,, , ,I.Loch, , , , , , , , ,11/20/64 0:00,1964,11,20,325,0,1964-11-20T00:00:00, , , , , , , , , , , ,0, , , , , , , , ,"ecatalogue.LocCollectionEventLocal: """"[MAL# 89524] U.S.A., California, Channel Ids, Middle Anacapa Is, S side (34Â° 00' 12"""" N, 119Â° 23' 53"""" W) 20/11/1964 - 20/11/1964, Hochberg, F G - Santa Barbara Museum of Natural History(Collector), SCUBA"""";",Anacapa,34.00341,-119.398, ,10000, , , , , , , , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:0ef9ce39-16fa-408a-a6d3-4d67cd024847,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2380019
2374052,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270224, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,Melanie Ortiz, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/25/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:43b948e8-3475-482d-973e-2a6197386e84,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2374052
2374037,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270233, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,David Rios, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/24/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:14cef1a5-e8c2-4b24-837c-1ed48ea723b7,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2374037
2374028,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270234, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,Larry Zhang, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/24/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ebc1d3b0-1a18-4138-8958-fc695d2b9e9b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2374028
2373948,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270235, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,Ami Ballmer, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/24/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f1429270-d62a-4df0-8cc3-6a56ff26239a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373948
2373882,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270226, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,Nicole KIm, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/25/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8ee6dc9e-7f40-488f-ba72-07a797290626,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373882
2373881,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270225, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,Hana Chop, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/25/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:af4f76a9-0a99-4cc7-b2cf-288f92493158,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373881
2373862,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270237, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,Caroline Kim, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/24/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8dfaeb8b-a7a5-47f2-a10d-baa16f09e210,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373862
2373847,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270232, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,Larry Zhang, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/24/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:1c142dbd-c0a3-487b-8e6c-bb4405d813d6,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373847
2373826,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270236, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,Melanie Oritz, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/24/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:81936130-be81-4e22-a1ed-1555826db916,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373826
2373821,Cal-IBIS,GBIF,non-arthropods, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,KF270231, , , , , , ,,Tegulidae,,Tegula regina,416578,"Stearns, 1892",Tegula,,regina,, , ,David Kushner, , , , , , ,Maria Manalang, ,4/2/13 0:00,2013,4,2,92,0,2013-04-02T00:00:00, , , , , , , , , , , ,0, , , , , , , ,"USA:California, East Fish Camp/Anacapa Is.", ,Anacapa,34.01,-119.39, ,0, , , , , , , , , , , , , , , ,9/24/13 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ed3a7569-2ec9-44fc-8c06-1e5b0492d443,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373821
2376902,Cal-IBIS,PBDB,37933, ,76106e1d-e895-4ce9-b896-91520f33f3af,FOSSIL_SPECIMEN,pbdb:occ:394226, , ,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Littorinimorpha,Assimineidae,Assimineidae,Assiminea,23259,"Fleming, 1828",Assiminea,Assiminea, ,, , , , , , , , , ,Vedder and Norris, ,,,,0,0,0, ,"Collections made by Vedder et al (1955-1956). Earlier collections by Cooper (1894), and Howard (1955)", , , , ,"{""""geogscale"""":""""outcrop"""", """"protected"""":""""FED"""" }", , , , , ,0,"taxonomic; some macrofossils,some microfossils; selective quarrying,field collection", , ,United States,California,Ventura, ,"Near Army Camp Beach, 45-60 ft asl, San Nicholas Island quadrangle, Ventura County, Oregon.", ,San Nicolas,33.24167,-119.5083, ,0, , , , ,requires verification,stated in text, , , , , , , ,en, ,10/27/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:078e7640-95d6-4d5a-8e52-622b6e0a957e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2376902
2376921,Cal-IBIS,PBDB,37947, ,76106e1d-e895-4ce9-b896-91520f33f3af,FOSSIL_SPECIMEN,pbdb:occ:393902, , ,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Littorinimorpha,Assimineidae,Assimineidae,Assiminea,23259,"Fleming, 1828",Assiminea,Assiminea, ,, , , , , , , , , ,Vedder and Norris, ,,,,0,0,0, ,"Collections made by Vedder et al (1955-1956). Earlier collections by Cooper (1894), and Howard (1955)", , , , ,"{""""geogscale"""":""""outcrop"""", """"protected"""":""""FED"""" }", , , , , ,0,"general faunal/floral; some macrofossils,some microfossils; selective quarrying,field collection", , ,United States,California,Ventura, ,"On main ridge east of hill 818, 735 ft absl, San Nicholas Island quadrangle, Ventura County, Oregon.", ,San Nicolas,33.24167,-119.5083, ,0, , , , ,requires verification,stated in text, , , , , , , ,en, ,10/27/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:6f93ba2c-20e6-49d6-a531-68990fed71e9,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2376921
2331772,Cal-IBIS,LACM,IP,LACM,76106e1d-e895-4ce9-b896-91520f33f3af,FOSSIL_SPECIMEN,25145391-81ff-4974-b086-764b43cb5cfd,LACMIP 12577.158,LACMIP 12577.3,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Littorinimorpha,Assimineidae,Assimineidae,Assiminea translucens,105446,"(Carpenter, 1864)",Assiminea,Assiminea,translucens,Assiminea translucens, , ,Shawn Wiedrick,2019-02-06T00:00:00, , , , , ,R. Salls, ,,,,0,0,0, , , , ,verbatim locality description and coordinates withheld but available to researchers upon request, ,ANATOMY: shell(s), , , , , ,0, , ,body fossil,United States,California,Los Angeles County,San Clemente Island Naval Reservation,San Clemente Island, ,San Clemente,32.9,-118.5, ,2500, ,Jose Sifuentes,Batch georeferenced using Google Maps API,Google Maps API,requires verification, , , , , , , ,in collection,en, ,6/4/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:2ec7a4ac-375f-4860-8431-ef6d08467b5d,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2331772
2380095,Cal-IBIS,NMV,Invertebrates, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,b0e75ff6-5b81-4d74-9a23-82afc41f120c,F186370,urn:lsid:ozcam.taxonomy.org.au:NMV:Invertebrates:PreservedSpecimen:F186370,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Camaenidae,Camaenidae,Bradybaena,23672,"Beck, 1837",Bradybaena,Bradybaena, ,, , , , , , , , , ,Unknown, ,,,,0,0,0, , , , , , , , , , , , ,0, , , , , , , ,Santa Catalina Island, ,Santa Catalina,33.38,-118.42, ,0, , , , , , , , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9e788b8f-51bd-4e7f-8379-9baa47cc9ebd,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2380095
2381436,Cal-IBIS,ANSP,Malacology, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN, ,11813, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema,26085,"Ancey, 1881",Haplotrema,Haplotrema, ,, , , , , , , , , , , ,,,,0,0,0, , , , , , , , , , , , ,0, , , ,United States,California, , ,Santa Barbara Island, ,Santa Barbara,33.47556,-119.0353, ,0, , , , , , , , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:48ee7e89-c600-44a0-9727-679cdd1ff9ae,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2381436
2373043,Cal-IBIS,DMNH,Mollusk, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,5b94a902-3078-4304-9b45-306a1a3aa8dd,129060, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema catalinense,222743,"(Hemphill, 1890)",Haplotrema,Haplotrema,catalinense,Haplotrema catalinense, , , , , , , , , , , ,,,,0,0,0, ,ex Jackson 10738, , , , , , , , , , ,0, , ,Dry - 1,United States,California,Los Angeles County, ,"Avalon, back of power plant", ,Santa Catalina,33.3354,-118.3308, ,0, , , , , , , , , , , , , , , ,10/5/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8d50dca2-79e4-4c12-ba42-39e2f896a631,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373043
2373038,Cal-IBIS,DMNH,Mollusk, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,4b9043bd-faf7-4f5f-aa58-87c9745c3ad2,171619, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema catalinense,222743,"(Hemphill, 1890)",Haplotrema,Haplotrema,catalinense,Haplotrema catalinense, , , , , , , , , , , ,5/29/61 0:00,1961,5,29,149,0,1961-05-29T00:00:00, , , , , , , , , , , ,0, , ,Dry - 19,United States,California,Los Angeles County, ,"Avalon, canyon behind power plant", ,Santa Catalina,33.33483,-118.3305, ,0, , , , , , , , , , , , , , , ,10/5/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:2b0e4010-8dfe-4517-8a79-7e316868a4f7,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373038
2373039,Cal-IBIS,DMNH,Mollusk, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,8fe77d9a-4823-4721-b7ab-951df5786b43,77466, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema catalinense,222743,"(Hemphill, 1890)",Haplotrema,Haplotrema,catalinense,Haplotrema catalinense, , , , , , , , , , , ,,,,0,0,0, ,ex Richardson 18141, , , , , , , , , , ,0, , ,Dry - 1,United States,California,Los Angeles County, ,Catalina Island, ,Santa Catalina,33.3879,-118.4163, ,0, , , , , , , , , , , , , , , ,10/5/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:7e69577f-a1e9-4bcc-970f-04565f424e50,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373039
2329881,Cal-IBIS,UMMZ,ummz-mollusks, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,997afe43-b6cb-4481-a92a-1f5c9f22db06,15436, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema catalinense,222743,"(Hemphill, 1890)",Haplotrema,Haplotrema,catalinense,Haplotrema catalinense, , , , , , , , , ,"Hemphill, Henry", ,,,,0,0,0, ,Emily Nagy, , , , , , , , , , ,0, , ,Dry - 1,United States,California,Los Angeles, ,Santa Catalina Island, ,Santa Catalina,33.38336,-118.4176, ,0, , , ,GEOLocate, ,Point, , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:0d9dae81-6cee-402c-a452-470dd011c588,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2329881
2380438,Cal-IBIS,UF,Invertebrate Zoology, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,6CEAAEB0-E6A6-4108-A041-D2CCE3A36478,110195-Mollusca, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema catalinense,222743,"(Hemphill, 1890)",Haplotrema,Haplotrema,catalinense,Haplotrema catalinense, , , , , , , , , ,"Hemphill, H.", ,,,,0,0,0, , , , , , , , , , , , ,0, , ,dry - 9999,United States,California, , ,Santa Catalina Island, ,Santa Catalina,33.38333,-118.4167, ,0, , , , , , , , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9fb2ebcd-88b6-4183-aa48-093277739d56,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2380438
2381433,Cal-IBIS,ANSP,Malacology, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN, ,302017, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema duranti,222747,"(Newcomb, 1864)",Haplotrema,Haplotrema,duranti,Haplotrema duranti, , , , , , , , , , , ,,,,0,0,0, , , , , , , , , , , , ,0, , , ,United States,California, , ,"El Primero Canon, Santa Barbara Island", ,Santa Barbara,33.47556,-119.0353, ,0, , , , , , , , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f35ed173-d591-44c0-81f1-d9ecf2606af6,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2381433
2373036,Cal-IBIS,DMNH,Mollusk, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,953c7607-49d5-4d6c-bde9-f80e14feb293,171620, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema duranti,222747,"(Newcomb, 1864)",Haplotrema,Haplotrema,duranti,Haplotrema duranti, , , , , , , , , ,"Gregg, Wendell", ,4/19/59 0:00,1959,4,19,109,0,1959-04-19T00:00:00, , , , , , , , , , , ,0, , ,Dry - 6,United States,California,Santa Barbara County, ,"El Primero Canyon, Santa Barbara Island", ,Santa Barbara,33.47756,-119.0351, ,0, , , , , , , , , , , , , , , ,2/5/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:25caf6c6-a47e-486e-9d70-4d8b664a0315,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373036
2381435,Cal-IBIS,ANSP,Malacology, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN, ,11815, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema duranti,222747,"(Newcomb, 1864)",Haplotrema,Haplotrema,duranti,Haplotrema duranti, , , , , , , , , , , ,,,,0,0,0, , , , , , , , , , , , ,0, , , ,United States,California, , ,Santa Barbara Island, ,Santa Barbara,33.47556,-119.0353, ,0, , , , , , , , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:83e47cb9-b70e-411a-9cef-1382e532c789,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2381435
2373041,Cal-IBIS,DMNH,Mollusk, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,871baeb8-21f3-4a52-bbe9-9715a44da4bb,162867, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema duranti,222747,"(Newcomb, 1864)",Haplotrema,Haplotrema,duranti,Haplotrema duranti, , , , , , , , , , , ,,,,0,0,0, ,ex Jackson 9953, , , , , , , , , , ,0, , ,Dry - 2,United States,California,Santa Barbara County, ,Santa Barbara Island, ,Santa Barbara,33.47756,-119.0351, ,0, , , , , , , , , , , , , , , ,2/5/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:de995598-e5b7-406a-82f9-748765645e03,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373041
2373040,Cal-IBIS,DMNH,Mollusk, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,4532d0aa-1926-4364-9b24-c1c2f98dd9cc,230630, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema duranti,222747,"(Newcomb, 1864)",Haplotrema,Haplotrema,duranti,Haplotrema duranti, , , , , , , , , , , ,,,,0,0,0, , , , , , , , , , , , ,0, , ,Dry - 22,United States,California,Santa Barbara County, ,Santa Barbara Island, ,Santa Barbara,33.47756,-119.0351, ,0, , , , , , , , , , , , , , , ,2/5/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:e133f432-5698-458c-b3a7-271cb2dbd4a9,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2373040
2381434,Cal-IBIS,ANSP,Malacology, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN, ,11810, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema duranti,222747,"(Newcomb, 1864)",Haplotrema,Haplotrema,duranti,Haplotrema duranti, , , , , , , , , , , ,,,,0,0,0, , , , , , , , , , , , ,0, , , ,United States,CAlifornia, , ,Santa Catalina Island, ,Santa Catalina,33.38333,-118.4167, ,0, , , , , , , , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:bfcee90a-dd20-42e4-8aab-02683fc87dee,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2381434
2329880,Cal-IBIS,UMMZ,ummz-mollusks, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN,635b308d-ab39-4154-9f86-0f77ce241fd6,113893, ,Animalia,Mollusca,Gastropoda,Stylommatophora,Stylommatophora,Haplotrematidae,Haplotrematidae,Haplotrema duranti,222747,"(Newcomb, 1864)",Haplotrema,Haplotrema,duranti,Haplotrema duranti, , , , , , , , , ,"Hemphill, Henry", ,,,,0,0,0, ,Emily Nagy, , , , , , , , , , ,0, , ,Dry - 2,United States,California,Los Angeles, ,Santa Catalina Island, ,Santa Catalina,33.38336,-118.4176, ,0, , , ,GEOLocate, ,Point, , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ea0154a9-0ca7-4cd1-9862-36a4ece8e186,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2329880
2381225,Cal-IBIS,ANSP,Malacology, ,76106e1d-e895-4ce9-b896-91520f33f3af,PRESERVED_SPECIMEN, ,15024, ,Animalia,Mollusca,Gastropoda,Neritopsina,Cycloneritida,Helicinidae,Helicinidae,Helicina,26134,"Lamarck, 1799",Helicina,Helicina, ,, , , , , , , , , , , ,,,,0,0,0, , , , , , , , , , , , ,0, , , ,United States,California, , ,Santa Catalina Island, ,Santa Catalina,33.38333,-118.4167, ,0, , , , , , , , , , , , , , , ,1/22/21 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:61bc1306-cf0c-4506-87da-22d17576945e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=2381225
