source,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,taxonID,scientif_1,genus,acceptedGenus,specificEp,acceptedName,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,ArcMap_IslandNames,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
Cal-IBIS,1556446,CAS,ENT, ,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,4ef8df1b-ca91-4838-92b4-8bb840a64029,8378745, , , , ,Phasmida,Heteronemiidae,Diapheromeridae,Pseudosermyle straminea,379040,"(Scudder, 1902)",Pseudosermyle,Pseudosermyle,straminea,Pseudosermyle straminea, , , , , , , ,0, , , ,4/27/32 0:00,1932,4,27,118, ,4/27/32, , , , , , , , , , , ,1, , ,pinned,United States,California,Los Angeles, ,Santa Catalina,"Catalina Island, Don Meadows, Avalon Valley", , ,0,0, ,0,",", , , , , ,0, , , , , , , ,Aaron M. Goodman,1/25/16 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:4fd8f232-9390-45c9-a509-c76002b6ab9f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1556446
