record,order,family,acceptedFamily,genus,acceptedGenus,species,acceptedEpithet ,acceptedName,DESCRIBER,DESYR,XREF,AUTHOR,YRPUBL,PUBL,VOL,PAGE,PAGE2,IDYRQUAL,Anacapa,Santa Barbara,Santa Catalina,San Clemente,,Santa Cruz,San Miguel,San Nicholas,Santa Rosa,NO,SO,COR,GUA,MONTH,year,NOSPEC,ECOLOGY,NOTES,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Nymphalis,Nymphalis,xanthomelas californica,xanthomelas,Nymphalis xanthomelas,(Boisduval),1852,as N. californica,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,75,,,,,x,,,,,,,,,,,0,1927,,,transient species,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Nymphalis,Nymphalis,xanthomelas californica,xanthomelas,Nymphalis xanthomelas,(Boisduval),1852,as N. californica,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Nymphalis,Nymphalis,xanthomelas californica,xanthomelas,Nymphalis xanthomelas,(Boisduval),1852,as N. californica,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,71,,,,,,,,x,,,,,,,,0,,,,temporary residents,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Speyeria,Speyeria,callippe,callippe,Speyeria callippe,(Boisduval),1852,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Speyeria,Speyeria,callippe comstocki,callippe comstocki,Speyeria callippe comstocki,(Gunder),1925,,Langston,1981,J. Res. Lepid.,18,30,,,,,,,,x,,,,,,,,6,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,annabella,annabella,Vanessa annabella,(Field),1971,as C. carne,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,179,,,,,x,,,,,,,,,,,0,,100,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,annabella,annabella,Vanessa annabella,(Field),1971,as C. carye letcheri,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,179,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,annabella,annabella,Vanessa annabella,(Field),1971,as C. carye muelleri,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,179,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,annabella,annabella,Vanessa annabella,(Field),1871,as carye SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,287,,,,,,x,,,,,,,,,,4,1939,,believed not to breed here,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,annabella,annabella,Vanessa annabella,(Field),1971,as Cynthia SYN,Field,1971,Smith. Cont. Zool.,84,1,-105,,,x,,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,annabella,annabella,Vanessa annabella,(Field),1971,as Cynthia SYN,Langston,1981,J. Res. Lepid.,18,29,,,,,,,,x,,,,,,,,4,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,annabella,annabella,Vanessa annabella,(Field),1971,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,islands?,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,annabella,annabella,Vanessa annabella,(Field),1971,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,x,x,x,,x,,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,atalanta rubria,atalanta rubria,Vanessa atalanta rubria,(Fruhstorfer),1909,as Cynthia SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,0,,,,"found above 1,400ft.",,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,atalanta rubria,atalanta rubria,Vanessa atalanta rubria,(Fruhstorfer),1909,,Langston,1981,J. Res. Lepid.,18,29,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,atalanta rubria,atalanta rubria,Vanessa atalanta rubria,(Fruhstorfer),1909,,S. Miller,1985,J. Res. Lepid.,23,292,,,x,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,cardui,cardui,Vanessa cardui,(Linnaeus),1758,as Cynthia SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,179,,,,,x,,,,,,,,,,,0,,,,most abundant butterfly on the,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,cardui,cardui,Vanessa cardui,(Linnaeus),1758,as Pyrameis SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,,,,,,,,,x,,,,,,0,,,,questionable sighting,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,cardui,cardui,Vanessa cardui,(Linnaeus),1758,as Cynthia SYN,Holland,1972,J. Res. Lepid.,11,147,-160,,,,,,,,,,,,,x,,3,1970,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,cardui,cardui,Vanessa cardui,(Linnaeus),1758,as Cythia SYN,Langston,1981,J. Res. Lepid.,18,29,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,cardui,cardui,Vanessa cardui,(Linnaeus),1758,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,71,,,,,,,,x,,,,,,,,0,,,,regular migrants,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,cardui,cardui,Vanessa cardui,(Linnaeus),1758,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,small island records,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,cardui,cardui,Vanessa cardui,(Linnaeus),1758,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,x,x,x,,x,x,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,virginiensis,virginiensis,Vanessa virginiensis,(Drury),1773,as Cynthia SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,179,,,,,x,,,,,,,,,,,0,,40,,Avalon,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,virginiensis,virginiensis,Vanessa virginiensis,(Drury),1773,as Cynthia SYN,Langston,1981,J. Res. Lepid.,18,29,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,virginiensis,virginiensis,Vanessa virginiensis,(Drury),1773,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,small island records,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Vanessa,Vanessa,virginiensis,virginiensis,Vanessa virginiensis,(Drury),1773,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,,x,x,,x,,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Oecophoridae,Depressariidae,Agonopterix,Agonopterix,toega,toega,Agonopterix toega,Hodges,1974,,Hodges,1974,Moths Amer. N. Mex.,6.2,0,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Oecophoridae,Depressariidae,Agonopterix,Agonopterix,toega,toega,Agonopterix toega,Hodges,1974,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Oecophoridae,Oecophoridae,Decantha,Decantha,boreasella,boreasella,Decantha boreasella,(Chambers),1873,as Borkhausenia (D.),Lawrence & Powell,1969,Bull. Mus. Comp. Zool.,138,29,-51,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Oecophoridae,Depressariidae,Ethmia,Ethmia,discostrigella,discostrigella,Ethmia discostrigella,(Chambers),1877,,Powell,1981,Bull. S. Calif. Acad. Sci.,79,104,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Oecophoridae,Depressariidae,Ethmia,Ethmia,discostrigella,discostrigella,Ethmia discostrigella,(Chambers),1877,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Oecophoridae,Depressariidae,Ethmia,Ethmia,discostrigella subcaerulea,discostrigella subaerulea,Ethmia discostrigella subaerulea,(Walsingham),1888,,Powell,1973,Smith. Cont. Zool.,120,1,-302,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Oecophoridae,Depressariidae,Setiostoma,Rectiostoma,fernaldella,fernaldella,Rectiostoma fernaldella,Riley,1889,,Duckworth,1971,Smith. Cont. Zool.,106,1,-45,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Oecophoridae,Depressariidae,Setiostoma,Rectiostoma,fernaldella,fernaldella,Rectiostoma fernaldella,Riley,1889,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Papilionidae,Papilionidae,Papilio,Papilio,eurymedon,eurymedon,Papilio eurymedon,Lucas,1852,,Langston,1981,J. Res. Lepid.,18,26,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Papilionidae,Papilionidae,Papilio,Papilio,eurymedon,eurymedon,Papilio eurymedon,Lucas,1852,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Papilionidae,Papilionidae,Papilio,Papilio,zelicaon,zelicaon,Papilio zelicaon,Lucas,1852,,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,176,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Papilionidae,Papilionidae,Papilio,Papilio,zelicaon,zelicaon,Papilio zelicaon,Lucas,1852,,Langston,1981,J. Res. Lepid.,18,26,,,,,,,,x,,,,,,,,6,1978,,abundant on Foeniculum vulgare,,,
Literature,Lepidoptera,Papilionidae,Papilionidae,Papilio,Papilio,zelicaon,zelicaon,Papilio zelicaon,Lucas,1852,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,x,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,Meadows,1937,Bull. S. Calif. Acad. Sci.,35,175,-180,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,Cockerell,1938,Univ. Colorado Stud.,26,16,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,Martin & Truxal,1955,LACM Sci. Ser.,18,5,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,Orsak,1976,J. Res. Lep.,14,85,-89,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,Gall,1981,Atala,7,2,-8,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,L.D. Miller & Brown,1981,Lepid. Soc. Mem.,2,75,76,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,Scott,1986,Butterflies N. Amer.,,1,-583,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,Garth & Tilden,1986,Calif. Butterflies,,113,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,Garth & Tilden,1986,Calif. Butterflies,,24,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,cethura catalina,cethura catalina,Anthocharis cethura catalina,Meadows,1937,,"Tilden, J. & A. Smith",1986,Field Guide W. Butt.,,179,&145,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,,Ingham,1933,Pan-Pac. Ent.,9,75,-76,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,177,,,,,x,,,,,,,,,,,4,,,,"Little Habor, Middle Ranch, an",,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,as s. reakirtii,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,177,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,,Cockerell,1938,Univ. Colorado Stud.,26,16,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,,Martin & Truxal,1955,LACM Sci. Ser.,18,1,-35,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,,Garth & Tilden,1986,Calif. Butterflies,,25,,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1952,,L.D. Miller & Brown,1981,Lepid. Soc. Mem.,2,75,76,,,,x,,,,,,,,,,,0,,,spring form of A. sara sara,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,,Garth & Tilden,1986,Calif. Butterflies,,114,,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,,Gall,1981,Atala,7,2,-8,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara gunderi,sara gunderi,Anthocharis sara gunderi,Lucas,1852,,Scott,1986,Butterflies N. Amer.,,1,-583,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara sara,sara sara,Anthocharis sara sara,Lucas,1852,as sara gunderi SYN,Langston,1981,J. Res. Lepid.,18,27,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,sara sara,sara sara,Anthocharis sara sara,Lucas,1852,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,,,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Anthocharis,Anthocharis,spp.,,,,,,Pyle,1976,Biol. Conserv.,9,62,-63,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,alexandra harfordii,harfordii,Colias harfordii,H. Edwards,1877,,Langston,1981,J. Res. Lepid.,18,26,,,,,,,,x,,,,,,,,6,1978,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,alexandra harfordii,harfordii,Colias harfordii,H. Edwards,1877,,S. E. Miller,1985,J. Res. Lepid.,23,292,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,alexandra harfordii,harfordii,Colias harfordii,H. Edwards,1877,,Ferris,1988,Bull. Allyn Mus.,116,27,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,alexandra harfordii,harfordii,Colias harfordii,H. Edwards,1877,,Ferris,1993,Bull. Allyn Mus.,138,22,", 90",,,,,,,x,,,,,,,,,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,eurytheme,eurytheme,Colias eurytheme,Boisduval,1852,as e. amphidus,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,eurytheme,eurytheme,Colias eurytheme,Boisduval,1852,as Eurymus SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,10,1930,1,,Little Harbor,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,eurytheme,eurytheme,Colias eurytheme,Boisduval,1852,,Hovanitz,1950,Wasmann J. Biol.,8,49,-75,,,,,,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,eurytheme,eurytheme,Colias eurytheme,Boisduval,1852,,Langston,1981,J. Res. Lepid.,18,26,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,eurytheme,eurytheme,Colias eurytheme,Boisduval,1852,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,x,,x,,,,,,,,,,0,1940,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Colias,Colias,eurytheme,eurytheme,Colias eurytheme,Boisduval,1852,,S. Miller,1985,J. Res. Lepid.,23,292,,,,x,x,x,,x,,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Eurema,Abaeis,nicippe,nicippe,Abaeis nicippe,(Cramer),1780,as Eurymus SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,0,,,,Avalon,,
Literature,Lepidoptera,Pieridae,Pieridae,Eurema,Abaeis,nicippe,nicippe,Abaeis nicippe,(Cramer),1780,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,x,,,,,,,0,1978,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Eurema,Abaeis,nicippe,nicippe,Abaeis nicippe,(Cramer),1780,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,,,,x,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Phoebis,Phoebis,sennae,sennae,Phoebis sennae,(Linnaeus),1758,as Catopsilia s. pallida SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,10,1929,,,Avalon,,
Literature,Lepidoptera,Pieridae,Pieridae,Phoebis,Phoebis,sennae,sennae,Phoebis sennae,(Linnaeus),1758,as Catopsilia SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,0,1934,,"associated with food plan, Cas",Avalon,,
Literature,Lepidoptera,Pieridae,Pieridae,Phoebis,Phoebis,sennae,sennae,Phoebis sennae,(Linnaeus),1758,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pontia,protodice,protodice,Pontia protodice,Boisduval & LeConte,1829,as Ascia p. vernalis,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,176,,,,,x,,,,,,,,,,,4,1933,2,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pontia,protodice,protodice,Pontia protodice,Boisduval & LeConte,1829,as Ascia occidentalis SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,176,,,,,x,,,,,,,,,,,9,1927,,,in Avalon,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pontia,protodice,protodice,Pontia protodice,Boisduval & LeConte,1829,,Hovanitz,1962,J. Res. Lepid.,1,73,-83,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pontia,protodice,protodice,Pontia protodice,Boisduval & LeConte,1829,,Langston,1981,J. Res. Lepid.,18,26,,,,,,,,x,,,,,,,,6,1966,2,found at Upper Central Valley,,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pontia,protodice,protodice,Pontia protodice,Boisduval & LeConte,1829,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,x,,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pontia,protodice,protodice,Pontia protodice,Boisduval & LeConte,1829,,S. Miller,1985,J. Res. Lepid.,23,292,,,,x,x,x,,x,,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pieris,rapae,rapae,Pieris rapae,(Linnaeus),1758,as Ascia SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,177,,,,,x,,,,,,,,,,,0,,,,abundant around Avalon,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pieris,rapae,rapae,Pieris rapae,(Linnaeus),1758,as Ascia SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,176,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pieris,rapae,rapae,Pieris rapae,(Linnaeus),1758,,Howe,1975,"Doubleday & Co., Inc.",,381,,,,,,,,,,,,,,,,0,,,,sites incorrectly that sp. not,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pieris,rapae,rapae,Pieris rapae,(Linnaeus),1758,,Langston,1981,J. Res. Lepid.,18,26,,,,,,,,x,,,,,,,,8,1969,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pieris,rapae,rapae,Pieris rapae,(Linnaeus),1758,,Powell,1981,Bull. S. Calif. Acad. Sci.,79,99,-108,,,,,,,,,,,,,,,0,,,,Channel Islands,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pieris,rapae,rapae,Pieris rapae,(Linnaeus),1758,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pieridae,Pieridae,Pieris,Pieris,rapae,rapae,Pieris rapae,(Linnaeus),1758,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,?,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Plutellidae,Plutellidae,Plutella,Plutella,xylostella,xylostella,Plutella xylostella,(Linnaeus),1758,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,islands?,,
Literature,Lepidoptera,Plutellidae,Ypsolophidae,Ypsolopha,Ypsolopha,cervella,cervella,Ypsolopha cervella,(Walsingham),1881,as Abebaea,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Plutellidae,Ypsolophidae,Ypsolopha,Ypsolopha,lyonothamnae,lyonothamnae,Ypsolopha lyonothamnae,(Powell),1967,as Cerostoma SYN,Powell,1967,Pan-Pac. Ent.,43,220,-227,,,,,,,x,,,,,,,,0,,,reared from Lyonothamnus flori,asplenifolius,,
Literature,Lepidoptera,Plutellidae,Ypsolophidae,Ypsolopha,Ypsolopha,lyonothamnae,lyonothamnae,Ypsolopha lyonothamnae,(Powell),1967,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,79,-81,,,,,x,,x,,,,,,,,0,,,larvae feed on Lyonothamnus,,,
Literature,Lepidoptera,Plutellidae,Ypsolophidae,Ypsolopha,Ypsolopha,lyonothamnae,lyonothamnae,Ypsolopha lyonothamnae,(Powell),1967,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,x,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Prodoxidae,Prodoxidae,Greya,Greya,politella,politella,Greya politella,(Walsingham),1888,as Tetragreya,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Prodoxidae,Prodoxidae,Greya,Greya,politella,politella,Greya politella,(Walsingham),1992,,"Davis, Pellmyr, Thompson",1992,Smith. Cont. Zool.,524,42,50,,,,,,,x,,,,,,,,,,,includes biological data,,,
Literature,Lepidoptera,Pterophoridae,Pterophoridae,Agdistis,Agdistis,americana,americana,Agdistis americana,Barnes & Lindsey,1921,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pterophoridae,Pterophoridae,Anstenoptilia,Anstenoptilia,marmarodactyla,marmarodactyla,Anstenoptilia marmarodactyla,(Dyar),1902,as Platyptilia,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,Busck,,,,,,,,x,,,,,,0,,,,,,
Literature,Lepidoptera,Pterophoridae,Pterophoridae,Anstenoptilia,Anstenoptilia,marmarodactyla,marmarodactyla,Anstenoptilia marmarodactyla,(Dyar),1902,as P. fuscicornis MISID,Lange,1950,Hilg.,19,561,-668,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pterophoridae,Pterophoridae,Oidaematophorus,Oidaematophorus,catalinae,catalinae,Oidaematophorus catalinae,(Grinnell),1908,as Pterophorus SYN,Grinnell,1908,Can. Ent.,40,313,-321,,,,x,,,,,,,,,,,0,,,,Avalon,,
Literature,Lepidoptera,Pterophoridae,Pterophoridae,Oidaematophorus,Oidaematophorus,catalinae,catalinae,Oidaematophorus catalinae,(Grinnell),1908,,Barnes & Lindsey,1921,Cont.Nat. Hist. Lep. N. Amer.,4,281,-478,,,,x,,,,,,,,,,,0,,,,new comb.,,
Literature,Lepidoptera,Pterophoridae,Pterophoridae,Oidaematophorus,Oidaematophorus,catalinae,catalinae,Oidaematophorus catalinae,(Grinnell),1908,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,79,,,,,x,,,,,,,,,,,0,,,,,,
