record,order,family,acceptedFamily,genus,acceptedGenus,species,acceptedEpithet ,acceptedName,DESCRIBER,DESYR,XREF,AUTHOR,YRPUBL,PUBL,VOL,PAGE,PAGE2,IDYRQUAL,Anacapa,Santa Barbara,Santa Catalina,San Clemente,,Santa Cruz,San Miguel,San Nicholas,Santa Rosa,NO,SO,COR,GUA,MONTH,year,NOSPEC,ECOLOGY,NOTES,,
Literature,Lepidoptera,Geometridae,Geometridae,Sabulodes,Sabulodes,aegrotata,aegrotata,Sabulodes aegrotata,(Grote),1857,,Rindge,1978,Bull. Amer. Mus. Nat. Hist.,106,193,-292,,,,x,,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Geometridae,Geometridae,Stergamataea,Stergamataea,delicata,delicatum,Stergamataea delicatum,(Hulst),1900,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Acrocercops,Acrocercops,insulariella,insulariella,Acrocercops insulariella,Opler,1971,,Opler,1971,J. Lep. Soc.,25,194,-211,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Acrocercops,Acrocercops,insulariella,insulariella,Acrocercops insulariella,Opler,1971,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Acrocercops,Acrocercops,insulariella,insulariella,Acrocercops insulariella,Opler,1971,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,79,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Acrocercops,Acrocercops,insulariella,insulariella,Acrocercops insulariella,Opler,1971,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Caloptilia,Caloptilia,agrifoliella,agrifoliella,Caloptilia agrifoliella,Opler,1971,,Opler,1971,J. Lep. Soc.,25,194,-211,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Caloptilia,Caloptilia,agrifoliella,agrifoliella,Caloptilia agrifoliella,Opler,1971,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Caloptilia,Caloptilia,reticulata,reticulata,Caloptilia reticulata,(Braun),1910,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Cameraria,Cameraria,jacintoensis,jacintoensis,Cameraria jacintoensis,Opler & Davis,1981,,Opler & Davis,1981,Smith. Cont. Zool.,333,27,-28,,,,,,,x,,,,,,,,0,,,reared from Quercus dumosa,,,
Literature,Lepidoptera,Gracillariidae,Heliozelidae,Coptodisca,Coptodisca,powellella,powellella,Coptodisca powellella,Opler,1971,,Opler,1971,J. Lep. Soc.,25,194,-211,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Marmara,Marmara,opuntiella,opuntiella,Marmara opuntiella,Busck,1907,,Goeden et al.,1967,Higardia,38 (16),583,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Phyllonorycter,Phyllonorycter,antiochella,antiochella,Phyllonorycter antiochella,(Opler),1971,as Lithocolletis,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Phyllonorycter,Phyllonorycter,felinelle,platani,Phyllonorycter platani,Heinrich,1920,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,x,,,,,,,,0,,,leaf minor on Platanus racemos,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Phyllonorycter,Phyllonorycter,sandraella,sandraella,Phyllonorycter sandraella,Opler,1971,,Opler,1971,J. Lep. Soc.,25,194,-211,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Gracillariidae,Gracillariidae,Phyllonorycter,Phyllonorycter,sandraella,sandraella,Phyllonorycter sandraella,(Opler),1971,as Lithocolletis,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Heliodinidae,Heliodinidae,Lithariapteryx,Lithariapteryx,jubarella,jubarella,Lithariapteryx jubarella,Comstock,1940,,"Powell, J.",1991,J. Lepid. Soc.,45,101,,,,,,,,x,,,,,,,,0,,,reared from Mirabilis laevis,,,
Literature,Lepidoptera,Heliozelidae,Heliozelidae,Coptodisca,Coptodisca,powellella,powellella,Coptodisca powellella,Opler,1971,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Atalopedes,Atalopedes,campestris,campestris,Atalopedes campestris,(Boisduval),1852,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,,,x,,,,,,,,6,1979,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Atalopedes,Atalopedes,campestris,campestris,Atalopedes campestris,(Boisduval),1852,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Erynnis,Erynnis,funeralis,funeralis,Erynnis funeralis,(Scudder & Burgess),1870,MISID as tristis,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,180,,,,,x,,,,,,,,,,,9,1931,1,,Avalon,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Erynnis,Erynnis,funeralis,funeralis,Erynnis funeralis,(Scudder & Burgess),1870,MISID as tristis,Burns,1964,Univ. Calif. Publ. Ent.,37,1,-216,,,,x,,,,,,,,,,,0,,,,specimen poss. refers to E. fu,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Erynnis,Erynnis,funeralis,funeralis,Erynnis funeralis,(Scudder & Burgess),1870,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,x,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Erynnis,Erynnis,funeralis,funeralis,Erynnis funeralis,(Scudder & Burgess),1870,as zarucco funeralis,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Erynnis,Erynnis,funeralis,funeralis,Erynnis funeralis,(Scudder & Burgess),1870,,S. E. Miller,1985,J. Res. Lepid.,23,293,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Erynnis,Erynnis,tristis,tristis,Erynnis tristis,(Boisduval),1852,as t. tristis SYN,Langston,1981,J. Res. Lepid.,18,25,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Erynnis,Erynnis,tristis,tristis,Erynnis tristis,(Boisduval),1852,as t. tristis SYN,S. Miller,1985,J. Res. Lepid.,23,293,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Hylephila,Hylephila,phyleus,phyleus,Hylephila phyleus,(Drury),1773,,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,180,,,,,x,,,,,,,,,,,9,1931,1,attracted to Lantana,Avalon,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Hylephila,Hylephila,phyleus,phyleus,Hylephila phyleus,(Drury),1773,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,x,,,,x,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Hylephila,Hylephila,phyleus,phyleus,Hylephila phyleus,(Drury),1773,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,x,,,,,,,0,1939,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides,sylvanoides,Ochlodes sylvanoides,(Boisduval),1852,,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,180,,,,,x,,,,,,,,,,,7,1930,3,,"Ridge above Avalon, Black Jack",,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides,sylvanoides,Ochlodes sylvanoides,(Boisduval),1852,as nemorum,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,180,,Comstock,,,x,,,,,,,,,,,7,1929,,,Avalon,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides,sylvanoides,Ochlodes sylvanoides,(Boisduval),1852,,Langston,1981,J. Res. Lepid.,18,25,,,,,,,,x,,,,,,,,5,1966,,found on Christi Beach,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides,sylvanoides,Ochlodes sylvanoides,(Boisduval),1852,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,x,,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides,sylvanoides,Ochlodes sylvanoides,(Boisduval),1852,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides santacruza,sylvanoides santacruza,Ochlodes sylvanoides santacruza,Scott,1981,,Scott,1981,Papilio,1,11,,,,,,,,x,,,,,,,,0,,,,also recorded from unspecified,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides santacruza,sylvanoides santacruza,Ochlodes sylvanoides santacruza,Scott,1981,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides santacruza,sylvanoides santacruza,Ochlodes sylvanoides santacruza,Scott,1981,,Scott,1986,Butterflies N. Amer.,,1,-583,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides santacruza,sylvanoides santacruza,Ochlodes sylvanoides santacruza,Scott,1981,,"Tilden, J. & A. Smith",1986,Field Guide W. Butt.,,227,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides sylvanoides,sylvanoides sylvanoides,Ochlodes sylvanoides sylvanoides,(Boisduval),1852,,Evans,1955,Cat. Amer. Hesperiidae,,342,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Ochlodes,Ochlodes,sylvanoides sylvanoides,sylvanoides sylvanoides,Ochlodes sylvanoides sylvanoides,(Boisduval),1852,,Garth & Tilden,1986,Calif. Butterflies,,131,,,,,,,,x,,,,,,,,0,,,,Channel Islands,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Polites,Polites,s. sabuleti,sabuleti sabuleti,Polites sabuleti sabuleti,(Boisduval),1852,,Langston,1981,J. Res. Lepid.,18,25,,,,,,,,x,,,,,,,,5,1966,,"found on Christi Beach, scarse",,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Polites,Polites,s. sabuleti,sabuleti sabuleti,Polites sabuleti sabuleti,(Boisduval),1852,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,,,,,x,x,,x,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Pyrgus,Pyrgus,albescens,albescens,Pyrgus albescens,Ploetz,1884,as U. t. occidentalis SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,180,,,,,x,,,,,,,,,,,0,,,,Avalon,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Pyrgus,Pyrgus,albescens,albescens,Pyrgus albescens,Ploetz,1884,,Powell,1981,Bull. S. Calif. Acad. Sci.,79,100,-108,,,,,,,,,,,,,,,0,,,,Channel Islands,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Pyrgus,Pyrgus,albescens,albescens,Pyrgus albescens,Ploetz,1884,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,x,x,,,x,,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Pyrgus,Pyrgus,albescens,albescens,Pyrgus albescens,Ploetz,1884,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,islands?,,
Literature,Lepidoptera,Hesperiidae,Hesperiidae,Pyrgus,Pyrgus,albescens,albescens,Pyrgus albescens,Ploetz,1884,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Incurvariidae,Incurvariidae,Careospina,Vespina,quercivora,quercivora,Vespina quercivora,D. Davis,1972,see Vespina HOM,,,,,0,,,,,,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Incurvariidae,Incurvariidae,Vespina,Vespina,quercivora,quercivora,Vespina quercivora,(D. Davis),1972,as Careospina HOM,D. Davis,1972,Proc. Ent. Soc. Wash.,74,121,-128,,,,,,,x,,,,,,,,0,,,infesting live oak,,,
Literature,Lepidoptera,Incurvariidae,Incurvariidae,Vespina,Vespina,quercivora,quercivora,Vespina quercivora,(D. Davis),1972,as Careospina HOM,D. Davis,1972,Proc. Ent. Soc. Wash.,74,472,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Incurvariidae,Incurvariidae,Vespina,Vespina,quercivora,quercivora,Vespina quercivora,(Davis),1972,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lasiocampidae,Lasiocampidae,Malacosoma,Malacosoma,constrictum austrinum,constricta austrinum,Malacosoma constricta austrinum,Stehr,1968,,"Stehr, F., & Cook, E.",1968,U. S. Nat. Mus. Bull.,276,101,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Brephidium,Brephidium,exilis,exilis,Brephidium exilis,(Boisduval),1852,,Holland,1972,J. Res. Lepid.,11,147,-160,,,,,,,,,,,,,x,,3,1970,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Brephidium,Brephidium,exilis,exilis,Brephidium exilis,(Boisduval),1852,,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,179,,,,,x,,,,,,,,,,,0,,,,abundant around Atriplex,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Brephidium,Brephidium,exilis,exilis,Brephidium exilis,(Boisduval),1852,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,,,,,x,,,,,,,,,,0,,,breeds on Atriplex,found at Wilson's Cove,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Brephidium,Brephidium,exilis,exilis,Brephidium exilis,(Boisduval),1852,,Ellsberg,1970,Los Cor. Isls.,,26,-27,,,,,,,,,,,,,x,,0,1970,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Brephidium,Brephidium,exilis,exilis,Brephidium exilis,(Boisduval),1852,,Coolidge,1924,Ent. News,35,115,-121,,,,x,,,,,,,,,,,0,,,Atriplex coulteri as host plan,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Brephidium,Brephidium,exilis,exilis,Brephidium exilis,(Boisduval),1852,,Langston,1981,J. Res. Lepid.,18,28,,,,,,,,x,,,,,,,,4,1966,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Brephidium,Brephidium,exilis,exilis,Brephidium exilis,(Boisduval),1852,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,x,x,x,,x,x,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Callophrys,Callophrys,dumetorum,dumentorum,Callophrys dumentorum,(Boisduval),1852,as d. dumetorum,Gorelick,1971,J. Lepid. Soc.,25,1,-41,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Callophrys,Callophrys,dumetorum,dumentorum,Callophrys dumentorum,(Boisduval),1852,as d. dumetorum,Langston,1981,J. Res. Lepid.,18,27,,,,,,,,x,,,,,,,,3,1969,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Callophyrs,Callophrys,dumetorum,dumentorum,Callophrys dumentorum,(Boisduval),1852,as d. dumetorum,S. Miller,1985,J. Res. Lepid.,23,293,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Celastrina,Celastrina,argiolus echo,echo,Celastrina echo,(Edwards),1864,as Cyaniris p. piasus SYN,Grinnell,1909,Pomona Coll. J. Ent.,1,71,-72,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Celastrina,Celastrina,argiolus echo,echo,Celastrina echo,(Edwards),1864,as Lycaenopsis,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,179,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Celastrina,Celastrina,argiolus echo,echo,Celastrina echo,(Edwards),1864,,Langston,1981,J. Res. Lepid.,18,28,,,,,,,,x,,,,,,,,4,1966,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Celastrina,Celastrina,argiolus echo,echo,Celastrina echo,(Edwards),1864,,Powell,1981,Bull. S. Calif. Acad. Sci.,79,103,-108,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Celastrina,Celastrina,argiolus echo,echo,Celastrina echo,(Edwards),1864,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,x,x,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Everes,Cupido,a. amyntula,amyntula amyntula,Cupido amyntula amyntula,(Boisduval),1852,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,,,,x,,,,,,,,,,,0,,,larvae on Astragalus leucopsis,found at Rancho Escondido,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Everes,Cupido,a. amyntula,amyntula amyntula,Cupido amyntula amyntula,(Boisduval),1852,,Langston,1981,J. Res. Lepid.,18,28,,,,,,,,x,,,,,,,,6,1966,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Everes,Cupido,a. amyntula,amyntula amyntula,Cupido amyntula amyntula,(Boisduval),1852,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,,x,,,x,x,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Glaucopsyche,Glaucopsyche,lygdamus australis,lygdamus australis,Glaucopsyche lygdamus australis,Grinnell,1917,,Langston,1981,J. Res. Lepid.,18,28,,,,,,,,x,,,,,,,,4,1966,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Glaucopysche,Glaucopsyche,lygdamus australis,lygdamus australis,Glaucopsyche lygdamus australis,Grinnell,1917,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,,,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Leptotes,Leptotes,marina,marina,Leptotes marina,(Reakirt),1868,,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,179,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Leptotes,Leptotes,marina,marina,Leptotes marina,(Reakirt),1868,,Langston,1981,J. Res. Lepid.,18,28,,,,,,,,x,,,,,,,,6,1966,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Leptotes,Leptotes,marina,marina,Leptotes marina,(Reakirt),1868,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Leptotes,Leptotes,marina,marina,Leptotes marina,(Reakirt),1868,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,x,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Lycaena,Lycaena,helliodes,helloides,Lycaena helloides,(Boisduval),1852,,Langston,1981,J. Res. Lepid.,18,27,,,,,,,,x,,,,,,,,8,1969,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Lycaena,Lycaena,helliodes,helloides,Lycaena helloides,(Boisduval),1852,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Plebejus,Icaricia,acmon,acmon,Icaricia acmon,(Westwood & Hewitson,1852,MISID as monticola,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Plebejus,Icaricia,acmon,acmon,Icaricia acmon,(Westwood & Hewitson,1852,,Goodpasture,1973,J. Kansas Ent. Soc.,46,468,-485,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Plebejus,Icaricia,acmon,acmon,Icaricia acmon,(Westwood & Hewitson,1852,,Langston,1981,J. Res. Lepid.,18,28,,,,,,,,x,,,,,,,,6,1966,,nectaring on Eriogonus gigante,E. arborescens,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Plebejus,Icaricia,acmon,acmon,Icaricia acmon,(Westwood & Hewitson,1852,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,,x,x,,x,,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Plebejus,Icaricia,acmon,acmon,Icaricia acmon,(Westwood & Hewitson,1852,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,x,,,,,,,,,,0,1941,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Satyrium,Satyrium,s. saepium,saepium saepium,Satyrium saepium saepium,(Boisduval),1852,,Langston,1981,J. Res. Lepid.,18,27,,,,,,,,x,,,,,,,,6,1978,,common along Ridge Road,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Satyrium,Satyrium,s. saepium,saepium saepium,Satyrium saepium saepium,(Boisduval),1852,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Scott,1986,Butterflies N. Amer.,,1,-583,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,as Thecla SYN,Wright,1905,Butterflies W. Coast U.S.,,1,-257,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,"Tilden, J. & A. Smith",1986,Field Guide W. Butt.,,227,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Coolidge,1923,Bull. Brook. Ent. Soc.,18,159,-161,,,,,,,,,,,,,,,0,,,rec. of ovapos. on Syrmatium o,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Gorelick,1987,Atala,14,1,-12,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,179,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,"Ballmer, G. & Pratt, G.",1989,J. Res. Lepid.,27,46,,,,,x,,,,,,,,,,,,,,last instar larva,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Martin & Truxal,1955,LACM Sci. Ser.,18,21,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,81,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Thorne,1970,Mid-Cont. Lepid. Ser.,12,4,-6,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Tilden,1975,Occ. Pap. Calif. Acad. Sci.,118,1,-44,,,,,,,,,,,,,,,0,,,islands?,designates lectotype,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Gall,1985,Ent. Calif. Isls.: Proc. First,,95,-104,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Langston,1981,J. Res. Lepid.,18,27,,,,,x,,,,,,,,,,,0,1973,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Garth & Tilden,1986,Calif. Butterflies,,131,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Wells et al.,1983,IUCN Invert. Red Data Book,,1,-632,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Remington,1971,Discovery,7,15,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Pyle,1976,Discovery,11,72,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Pyle,1981,Aud. Soc. Field Guide N. Amer.,,472,-474,,,,,,,,,,,x,x,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Garth & Tilden,1986,Calif. Butterflies,,24,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,as Callicista avalona SYN,Grinnell,1910,Bull. S. Calif. Acad. Sci.,9,68,-71,,,,,x,,,,,,,,,,0,,,,,,
