source,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,acceptedName,taxonID,scientif_1,genus,acceptedGenus,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,ArcMap_IslandNames,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
Cal-IBIS,1564581,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:3c687571-aefd-46e1-a478-f01c77884359,YPM ENT 756086, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/5/70,1970,5,5,125,0,5/5/70,ENT number 756086; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,1/29/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9c9b963a-cf1d-4a73-805c-bf9dfeb91a93,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564581
Cal-IBIS,1564841,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:3d8b5681-a102-4b2c-86df-5c5c80b33e6c,YPM ENT 576743, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/9/70,1970,3,9,68,0,3/9/70,ENT number 576743; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:cd7b40e2-dbd7-49ae-b55d-cf1686f04050,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564841
Cal-IBIS,1564589,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:42295ccb-09b9-4057-8e54-15b32e169faf,YPM ENT 443480, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/6/70,1970,3,6,65,0,3/6/70,ENT number 443480; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a25c4eb9-732c-400f-9f46-bf86d3d2ac50,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564589
Cal-IBIS,1564849,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:43325e17-f87f-48bb-9019-063376931030,YPM ENT 576908, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,2/28/70,1970,2,28,59,0,2/28/70,ENT number 576908; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:3fec7e3c-b630-49a6-99da-a83d20f86ebe,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564849
Cal-IBIS,1564850,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:44489b2f-77be-4f89-9260-7e6440fd0799,YPM ENT 576050, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/1/70,1970,3,1,60,0,3/1/70,ENT number 576050; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:4fcd3a27-240f-479f-a6bc-9724eb9750c4,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564850
Cal-IBIS,1564098,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:4d3b2f76-2a03-4a2a-adf1-d106ddc963db,YPM ENT 756084, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/21/70,1970,3,21,80,0,3/21/70,ENT number 756084; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,1/29/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a8c2b7e6-0462-4024-acff-35ec53e120b5,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564098
Cal-IBIS,1564858,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:50aed144-7215-4247-860a-d8c2e8a831b3,YPM ENT 576960, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/2/70,1970,3,2,61,0,3/2/70,ENT number 576960; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8b68a9f0-1462-4c38-b0ed-17b2d4077202,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564858
Cal-IBIS,1564866,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:563a403d-5aaa-4a3b-a86e-381c963d582c,YPM ENT 576051, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/6/70,1970,3,6,65,0,3/6/70,ENT number 576051; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d3d7c652-76c2-44a4-affb-422fe6d92bce,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564866
Cal-IBIS,1564867,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:5719cbb5-8522-4ace-aab6-76440e6c9ac7,YPM ENT 577582, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/9/70,1970,3,9,68,0,3/9/70,ENT number 577582; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:13ebad8c-00c8-42c8-819d-de5951196501,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564867
Cal-IBIS,1564868,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:5734b36d-9ec7-479e-8f61-b5beb8fcc5bd,YPM ENT 576741, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/9/70,1970,3,9,68,0,3/9/70,ENT number 576741; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9b1c6e0e-56c2-403d-911d-b6b350fffdde,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564868
Cal-IBIS,1564869,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:574b73f1-7cd9-4b5d-aa2a-aac6b8d1fb7e,YPM ENT 576045, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/5/70,1970,6,5,156,0,6/5/70,ENT number 576045; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8d17740e-80af-465d-9e77-8978e53f3de4,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564869
Cal-IBIS,1564870,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:577352ee-5fb5-4e5d-b936-95e40097a0ce,YPM ENT 576911, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/3/70,1970,3,3,62,0,3/3/70,ENT number 576911; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:2bbfe0f1-ed93-4703-ae10-05e7a4280fc4,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564870
Cal-IBIS,1564871,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:5856f4bb-34ec-4e8c-aa02-50dbe07fd34f,YPM ENT 576909, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/1/70,1970,3,1,60,0,3/1/70,ENT number 576909; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:b5c203d6-7b5b-426e-93ab-55373ad91bf4,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564871
Cal-IBIS,1564873,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:59b41f2c-f0ff-47be-82c7-fd7da29e16aa,YPM ENT 576430, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/7/70,1970,3,7,66,0,3/7/70,ENT number 576430; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ef912868-4d79-40e9-a014-d792c6c304c0,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564873
Cal-IBIS,1564874,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:5cf0b4ce-32fe-4c05-a3b1-72aba40ccf4d,YPM ENT 576912, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/5/70,1970,6,5,156,0,6/5/70,ENT number 576912; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:2a88c416-8dea-469d-9b30-1dfdd2e3d0e4,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564874
Cal-IBIS,1564057,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:5d13b0a4-3666-4689-ac10-0f128b996720,YPM ENT 756081, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/24/70,1970,5,24,144,0,5/24/70,ENT number 756081; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,1/29/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:784fd6b4-f0de-4bd2-9c21-cd92e5cfe175,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564057
Cal-IBIS,1564063,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:5f2d1797-bd3f-4489-be01-51fecc3975ef,YPM ENT 443475, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/5/70,1970,6,5,156,0,6/5/70,ENT number 443475; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:4ef78201-e5c8-41b4-8cb3-e5ca91151958,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564063
Cal-IBIS,1564879,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:654ef8fe-d31c-4332-b843-eaea2ce6b347,YPM ENT 576994, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 576994; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:43c400e1-4f6c-4095-ad0e-53475c9d24fb,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564879
Cal-IBIS,1564881,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:671293aa-5e73-4468-bf84-32e2846e262d,YPM ENT 576740, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/10/70,1970,3,10,69,0,3/10/70,ENT number 576740; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:cca15a17-fc55-4a26-81aa-2b6eefc907e2,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564881
Cal-IBIS,1564883,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:6859fed2-efec-4783-af20-b0ddf78f15ad,YPM ENT 577576, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/9/70,1970,3,9,68,0,3/9/70,ENT number 577576; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ec054973-3644-43a9-88b8-c72643a3d7ee,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564883
Cal-IBIS,1564190,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:69469568-c9cd-4c46-8801-42fcd7ce93ac,YPM ENT 443488, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/31/70,1970,3,31,90,0,3/31/70,ENT number 443488; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:347a6437-9ab9-4725-898c-63b3c8091478,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564190
Cal-IBIS,1564885,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:6e59d4ad-6d30-4f19-bf88-c987bcd6a51f,YPM ENT 576439, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/7/70,1970,3,7,66,0,3/7/70,ENT number 576439; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f6c1f8d9-ebf3-4bbe-80eb-ed226209ac0d,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564885
Cal-IBIS,1564888,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:6f481556-e695-4d46-aa94-b9417dc78517,YPM ENT 576083, ,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Erebidae,Estigmene acrea,Estigmene acrea,174450,"(Drury, 1773)",Estigmene,Estigmene,acrea, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/25/70,1970,3,25,84,0,3/25/70,ENT number 576083; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,4/10/19 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:52042e0b-52f2-4a76-bb17-3745f8e292b9,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1564888
