kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,Eliminate,SMI,SR,SCR,A,SBA,SNI,SCL,SCA,needs_info
,,,,,lotus scoparius var. scoparius,acmispon glaber var. glaber,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,asclepias subulata,asclepias subulata,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,bouteloua reflexa,bouteloua reflexa,Elim,,,,,,,,,""
,,,,,astragalus lentiginosus var. nigricalycis,astragalus lentiginosus var. nigricalycis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus lentiginosus var. nigricalycis,astragalus lentiginosus,Elim,,,,,,,,,""
,,,,,hedyotis brevipes,hedyotis brevipes,,,,,,,,,,Yes
,,,,,abelia grandifolia,abelia grandifolia,,,,,,,,,,Yes
,,,,,agoseris grandiflora?,agoseris grandiflora?,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,croton californicus var. mohavensis,croton californicus,Keep,,,,,,,,1,""
,,,,,cardaria glabra,cardaria glabra,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,amorpha californica,amorpha californica,Elim,,,,,,,,,""
,,,,,prunus ilicifolia subsp. ilicifolia,prunus ilicifolia subsp. ilicifolia,,,,,,,,,,Yes
,,,,,oxalis pilosa,oxalis pilosa,,,,,,,,,,Yes
,,,,,polypogon maritimus,polypogon maritimus,,,,,,,,,,Yes
,,,,,juncus bufonius subsp. bufonius,juncus bufonius subsp. bufonius,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,nicotiana bigelovii,nicotiana quadrivalvis,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia minor,phacelia minor,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,descurainia pinnata subsp. brachycarpa,descurainia pinnata,Keep,,1,1,1,,,1,1,""
,,,,,polypogon australis,polypogon australis,,,,,,,,,,Yes
,,,,,acacia pycnantha,acacia pycnantha,,,,,,,,,,Yes
,,,,,camissonia bistorta,camissoniopsis bistorta,,,,,,,,,,Yes
,,,,,cercocarpus betuloides var. betuloides,cercocarpus betuloides var. betuloides,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,oenothera sinuosa,oenothera sinuosa,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,lippia nodiflora var. rosea,phyla nodiflora,Keep,,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,acanthoxanthium spinosum,xanthium spinosum,Keep,1,1,1,,1,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus lentiginosus,astragalus lentiginosus,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,eschscholzia californica var. californica,eschscholzia californica,Keep,1,1,1,,,1,1,1,""
,,,,,quercus morehus,quercus morehus,,,,,,,,,,Yes
,,,,,eriodictyon trichocalyx var. trichocalyx,eriodictyon trichocalyx var. trichocalyx,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betulifolius var. blancheae,cercocarpus betuloides var. blancheae,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,ambrosia chamissonis var. bipinnatisecta,ambrosia chamissonis,Keep,1,1,1,1,,1,1,1,""
,,,,,orobanche uniflora subsp. occidentalis,aphyllon uniflorum,,,,,,,,,,Yes
,,,,,trifolium obtusiflorum,trifolium obtusiflorum,,,,,,,,,,Yes
,,,,,centunculus minimus,anagallis minima,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,urtica gracilis subsp. holosericea,urtica dioica subsp. holosericea,Keep,,,1,1,,,,1,""
,,,,,mimulus aurantiacus var. parviflorus x mimulus aurantiacus var. pubescens,mimulus aurantiacus var. parviflorus x mimulus aurantiacus var. pubescens,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cardamine oligosperma,cardamine oligosperma,Keep,,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus kelloggii,quercus kelloggii,Keep,,,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,scutellaria tuberosa var. similis,scutellaria tuberosa,Keep,,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,erechtites glomerata,senecio glomeratus,Keep,1,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium ambrosioides var. ambrosioides,dysphania ambrosioides,Keep,,1,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa bolanderi subsp. howellii,poa howellii,Keep,,,1,,,,,,""
,,,,,capsella procumbens var. davidsonii,capsella procumbens var. davidsonii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus variicolor,lupinus variicolor,Keep,1,,,,,,,,""
,,,,,cakile edentula var. edentula,cakile edentula subsp. edentula,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cakile edentula var. edentula,cakile edentula,Keep,1,1,,,,1,,,""
,,,,,eriogonum gracillimum,eriogonum gracillimum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. subsimplex,crassula connata,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia prostrata,clarkia prostrata,Keep,,1,,,,,,,""
,,,,,malacothrix saxatilis var. commutata,malacothrix saxatilis var. commutata,,,,,,,,,,Yes
,,,,,ericameria nauseosa var. hololeuca,ericameria nauseosa var. hololeuca,,,,,,,,,,Yes
,,,,,isocoma veneta,isocoma veneta,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chaenactis glabriuscula var. megacephala,chaenactis glabriuscula,Keep,,1,,,,,,,""
,,,,,amsinckia retrorsa,amsinckia retrorsa,,,,,,,,,,Yes
,,,,,acacia iteaphylla,acacia iteaphylla,,,,,,,,,,Yes
,,,,,opuntia megalantha,opuntia megalantha,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,vicia sativa subsp. nigra,vicia sativa,Keep,,1,1,1,,1,,,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus nutans,astragalus nutans,Elim,,,,,,,,,""
,,,,,lactuca serriola var. integrata,lactuca serriola var. integrata,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gnaphalium beneolens,pseudognaphalium beneolens,Keep,,1,1,,,,1,1,""
,,,,,arctostaphylos tomentosa x confertiflora,arctostaphylos tomentosa x confertiflora,,,,,,,,,,Yes
,,,,,astragalus lentiginosus var. borreganus,astragalus lentiginosus var. borreganus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus lentiginosus var. borreganus,astragalus lentiginosus,Elim,,,,,,,,,""
,,,,,thysanocarpus curvipes var. curvipes,thysanocarpus curvipes var. curvipes,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,platystemon californicus var. californicus,platystemon californicus,Keep,1,1,1,1,1,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,blennosperma nanum,blennosperma nanum var. nanum,Keep,,,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,ditaxis lanceolata,ditaxis lanceolata,Elim,,,,,,,,,""
,,,,,oxytropis borealis var. australis,oxytropis borealis var. australis,,,,,,,,,,Yes
,,,,,euphorbia lathyris,euphorbia lathyris,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,ulmus minor,ulmus minor,Elim,,,,,,,,,""
,,,,,lupinus densiflorus var. densiflorus,lupinus microcarpus var. densiflorus,,,,,,,,,,Yes
,,,,,rhamnus tomentella subsp. tomentella,frangula californica subsp. tomentella,,,,,,,,,,Yes
,,,,,aspidium rigidum var. argutum,aspidium rigidum var. argutum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,trifolium willdenowii,trifolium willdenovii,Keep,1,1,1,1,1,1,1,1,""
,,,,,"cryptantha """"insularis""""","cryptantha """"insularis""""",,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pseudognaphalium canescens,pseudognaphalium canescens,Keep,,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,vicia sativa subsp. sativa,vicia sativa,Keep,,1,1,1,,1,,,""
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Amaryllidaceae,amaryllis belladonna,amaryllis belladonna,Elim,,,,,,,,,""
,,,,,scirpus pungens,schoenoplectus pungens,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,euphorbia crenulata,euphorbia crenulata,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus laetiflorus subsp. alefeldii,lathyrus vestitus var. alefeldii,Keep,,,,,,,,1,""
,,,,,amsinckia lycopsoides,amsinckia lycopsoides,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus crassifolius,ceanothus crassifolius,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,aira caryophyllea,aira caryophyllea,Keep,,,,,,,,1,""
,,,,,malacothrix saxatilis var. arachnoidea,malacothrix saxatilis var. arachnoidea,,,,,,,,,,Yes
,,,,,arctostaphylos andersonii var. viridissima,arctostaphylos andersonii var. viridissima,,,,,,,,,,Yes
,,,,,imperata brevifolia,imperata brevifolia,,,,,,,,,,Yes
,,,,,senna artemisioides,senna artemisioides,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,euphorbia lamarckii var. lamarckii,euphorbia lamarckii var. lamarckii,Keep,,,,,,,,1,""
,,,,,camissonia claviformis subsp. claviformis,chylismia claviformis subsp. claviformis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,holodiscus discolor var. discolor,holodiscus discolor var. discolor,Keep,,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,acmispon brachycarpus,acmispon brachycarpus,Keep,,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex angiocarpus,rumex acetosella,Keep,,1,1,,,,,,""
,,,,,oxalis corniculata subsp. corniculata,oxalis corniculata subsp. corniculata,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,orobanche parishii var. brachylob,aphyllon parishii subsp. brachylobum,Keep,1,1,1,,,1,,1,""
,,,,,arctostaphylos insularis x tomentosa,arctostaphylos insularis x tomentosa,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,scirpus californicus,schoenoplectus californicus,Keep,,,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,atriplex hastata,atriplex hastata,Elim,,,,,,,,,""
,,,,,hasseanthus nesioticus,hasseanthus nesioticus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,dipterostemon capitatus subsp. capitatus,dipterostemon capitatus subsp. capitatus,Keep,1,1,1,1,1,1,1,1,""
,,,,,haplopappus squarrosus,hazardia squarrosa var. squarrosa,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,sagina occidentalis,sagina decumbens subsp. occidentalis,Keep,1,1,1,,,,,1,""
,,,,,trifolium variegatum var. melananthum,trifolium variegatum,,,,,,,,,,Yes
,,,,,erigeron concinnus var. concinnus,erigeron concinnus var. concinnus,,,,,,,,,,Yes
,,,,,mangifera indica,mangifera indica,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lasthenia glabrata,lasthenia glabrata subsp. coulteri,Keep,,1,,,,,,,""
,,,,,deinandra paniculata,deinandra paniculata,,,,,,,,,,Yes
,,,,,erythrina lysistemon,erythrina lysistemon,,,,,,,,,,Yes
,,,,,aphyllon californicum subsp. grande,aphyllon californicum subsp. grande,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,kopsiopsis strobilacea,kopsiopsis strobilacea,Keep,,1,,,,,,,""
,,,,,arctotis venusta,arctotis venusta,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,dudleya cespitosa,dudleya caespitosa,Keep,,,,1,,,,,""
,,,,,ficus subcordata,ficus subcordata,,,,,,,,,,Yes
,,,,,pyrrocoma apargioides,pyrrocoma apargioides,,,,,,,,,,Yes
,,,,,plantago speciosa,plantago speciosa,,,,,,,,,,Yes
,,,,,lepidium lasiocarpum var. wrightii,lepidium lasiocarpum subsp. wrightii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium lasiocarpum var. wrightii,lepidium lasiocarpum subsp. lasiocarpum,Keep,,,,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,delphinium kinkiense,delphinium variegatum subsp. kinkiense,Keep,,,,,,,1,,""
,,,,,astragalus lentiginosus var. coachellae,astragalus lentiginosus var. coachellae,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus lentiginosus var. coachellae,astragalus lentiginosus,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,descurainia pinnata subsp. halictorum,descurainia pinnata,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago hirtella var. galeottiana,plantago subnuda,Keep,,1,1,,,,,,""
,,,,,malacothrix incana x saxatilis variety implicata,malacothrix incana x saxatilis variety implicata,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,euphorbia lomelii,euphorbia lomelii,Elim,,,,,,,,,""
,,,,,gazania rigens,gazania rigens,,,,,,,,,,Yes
,,,,,opuntia convexa,opuntia convexa,,,,,,,,,,Yes
,,,,,althaea rosea,alcea rosea,,,,,,,,,,Yes
,,,,,acacia saligna,acacia redolens,,,,,,,,,,Yes
,,,,,fraxinus parryi,fraxinus parryi,,,,,,,,,,Yes
,,,,,hesperevax sparsiflora var. sparsiflora,hesperevax sparsiflora var. sparsiflora,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,marah macrocarpa var. macrocarpa,marah macrocarpa,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,pityrogramma viscosa,pityrogramma viscosa,Keep,,1,1,,,,1,1,""
,,,,,cakile edentula x maritima,cakile edentula x maritima,,,,,,,,,,Yes
,,,,,leptosiphon croceus,leptosiphon croceus,,,,,,,,,,Yes
,,,,,drymaria debilis,drymaria debilis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,chorizanthe coriacea,lastarriaea coriacea,Keep,,1,1,,,,,1,""
,,,,,sanicula bipinnatifida var. hoffmannii,sanicula bipinnatifida var. hoffmannii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,cynanchum maccartii,cynanchum maccartii,Elim,,,,,,,,,""
,,,,,coryphantha strobiliformis var. durispina,escobaria sneedi,,,,,,,,,,Yes
Plantae,Tracheophyta,Lycopodiopsida,Isoetales,Isoetaceae,isoetes orcuttii,isoetes orcuttii,Keep,,,,,,,1,,""
,,,,,veronica peregrina subsp. xalapensis,veronica peregrina subsp. xalapensis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys californicus var. gracilis,plagiobothrys collinus var. gracilis,Keep,1,,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,trifolium amplectens var. truncatum,trifolium depauperatum,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,veronica peregrina,veronica peregrina,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,erodium texanum,erodium texanum,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,trifolium traskiae,trifolium macraei,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,cryptantha microstachys,cryptantha microstachys,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salsola kali,salsola australis,Keep,,1,1,,,1,1,1,""
,,,,,erysimum capitatum subsp. capitatum,erysimum capitatum subsp. capitatum,,,,,,,,,,Yes
,,,,,rumex salicifolius var. denticulatus,rumex californicus,,,,,,,,,,Yes
,,,,,scrophularia californica var. catalina,scrophularia californica var. catalina,,,,,,,,,,Yes
,,,,,eriogonum fasciculatum subsp. foliolosum,eriogonum fasciculatum var. foliolosum,,,,,,,,,,Yes
,,,,,antirrhinum speciosum,antirrhinum speciosum,,,,,,,,,,Yes
,,,,,radicula nasturtium-aquaticum,radicula nasturtium-aquaticum,,,,,,,,,,Yes
,,,,,alopecurus myosuroides,alopecurus myosuroides,,,,,,,,,,Yes
,,,,,claytonia perfoliata var. perfoliata,claytonia perfoliata subsp. perfoliata,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata var. perfoliata,claytonia perfoliata,Keep,1,1,1,1,1,1,1,1,""
,,,,,brickellia incana,brickellia incana,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis ignota,camissoniopsis ignota,Keep,,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos tomentosa subsp. crinita,arctostaphylos crustacea subsp. crinita,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,thysanocarpus curvipes subsp. curvipes,thysanocarpus curvipes,Keep,,,1,,,,1,1,""
,,,,,amsinckia tessellata,amsinckia tessellata,,,,,,,,,,Yes
,,,,,briza minor?,briza minor?,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,zauschneria californica subsp. mexicana,epilobium canum subsp. canum,Keep,1,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,caucalis microcarpa,yabea microcarpa,Keep,,,1,,,,1,1,""
,,,,,zea mays,zea mays,,,,,,,,,,Yes
,,,,,araucaria excelsa,araucaria columnaris,,,,,,,,,,Yes
,,,,,ipheion uniflorum,ipheion uniflorum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,distichlis spicata var. spicata,distichlis spicata,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cuscuta ceanothi,cuscuta subinclusa,Keep,,,,,,1,,,""
,,,,,ceanothus arboreus x c. spinosus,ceanothus arboreus x c. spinosus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,arabis hoffmannii,boechera hoffmannii,Keep,,1,1,,,,,,""
,,,,,haplopappus venetus var. sedoides,isocoma menziesii var. sedoides,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,haplopappus venetus var. sedoides,isocoma menziesii,Keep,1,1,1,1,,1,1,1,""
,,,,,araucaria bidwillii,araucaria bidwillii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cakile edentula subsp. edentula,cakile edentula,Keep,1,1,,,,1,,,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,scrophularia californica subsp. californica,scrophularia californica,Keep,,1,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,callitriche stagnalis,callitriche stagnalis,Elim,,,,,,,,,""
,,,,,stachys stebbinsii,stachys stebbinsii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia ramosissima var. latifolia,phacelia ramosissima,Keep,1,1,1,,,,,,""
,,,,,oxalis corniculata subsp. pilosa,oxalis pilosa,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia tricolor subsp. diffusa,gilia tricolor subsp. diffusa,Elim,,,,,,,,,""
,,,,,chamaesyce abramsiana,euphorbia abramsiana,,,,,,,,,,Yes
,,,,,marina catalinae,marina catalinae,,,,,,,,,,Yes
,,,,,opuntia confusa,opuntia confusa,,,,,,,,,,Yes
,,,,,psittacanthus sonorae,psittacanthus sonorae,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hemizonia increscens subsp. increscens,deinandra increscens subsp. increscens,Keep,,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys californicus var. fulvescens,plagiobothrys collinus var. fulvescens,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,atriplex argentea subsp. argentea,atriplex argentea subsp. argentea,Elim,,,,,,,,,""
,,,,,glandularia pulchella,verbena pulchella,,,,,,,,,,Yes
,,,,,mammillaria mainae,mammillaria mainae,,,,,,,,,,Yes
,,,,,eichhornia crassipes,eichhornia crassipes,,,,,,,,,,Yes
,,,,,nemophila racemosa,nemophila racemosa,,,,,,,,,,Yes
,,,,,plagiobothrys canescens var. canescens,plagiobothrys canescens var. canescens,,,,,,,,,,Yes
,,,,,cryptantha naritima,cryptantha naritima,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,epilobium canum subsp. mexicanum,epilobium canum subsp. canum,Keep,1,1,1,1,,,1,1,""
,,,,,mirabilis laevis var. villosa,mirabilis laevis var. villosa,,,,,,,,,,Yes
,,,,,malva pacifica,malva pacifica,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,abronia maritima subsp. maritima,abronia maritima,Keep,1,1,1,1,,1,1,1,""
,,,,,euphorbia abramsiana,euphorbia abramsiana,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula solieri,crassula solieri,Keep,,,,,,,1,,""
,,,,,abronia umbellata x abronia maritima,abronia umbellata x abronia maritima,,,,,,,,,,Yes
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,pellaea andromedifolia var. pubescens,pellaea andromedifolia,Keep,1,1,1,1,,1,1,1,""
,,,,,baccharis pilularis subsp. pilularis,baccharis pilularis subsp. pilularis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,digitaria sanguinalis,digitaria sanguinalis,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,drymocallis glandulosa var. wrangelliana,drymocallis glandulosa var. wrangelliana,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,soliva sessilis,soliva sessilis,Keep,,,,,,,,1,""
,,,,,epilobium canum subsp. angustifolium,epilobium canum subsp. angustifolium,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,sanguisorba minor subsp. muricata,poterium sanguisorba,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus subsp. orcuttii,lupinus concinnus,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,arabis maxima var. hoffmannii,boechera hoffmannii,Keep,,1,1,,,,,,""
,,,,,erythranthe nudata,erythranthe nudata,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus trichopodus subsp. leucopsis,astragalus trichopodus var. lonchus,Keep,1,1,1,1,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus triticoides subsp. triticoides,elymus triticoides,Keep,1,1,1,1,,1,,1,""
,,,,,oryzopsis miliacea,piptatherum miliaceum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,oryzopsis miliacea,stipa miliacea var. miliacea,Keep,1,1,1,1,,1,1,1,""
,,,,,salix hindsiana,salix exigua var. hindsiana,,,,,,,,,,Yes
,,,,,castilleja wightii,castilleja wightii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,piptatherum miliaceum subsp. miliaceum,stipa miliacea var. miliacea,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia myuros f. hirsuta,festuca myuros,Keep,1,1,1,1,1,1,1,1,""
,,,,,ruta graveolens,ruta graveolens,,,,,,,,,,Yes
,,,,,epilobium canum subsp. latifolium,epilobium canum subsp. garrettii,,,,,,,,,,Yes
,,,,,spergularia platensis,spergularia platensis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus microcarpus subsp. microcarpus,lupinus microcarpus,Keep,,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,malacothrix similis,malacothrix similis,Keep,1,,1,,,,,,""
,,,,,quercus x jolonensis,quercus x jolonensis,,,,,,,,,,Yes
,,,,,physalis philadelphica,physalis philadelphica,,,,,,,,,,Yes
,,,,,capsella procumbens,capsella procumbens,,,,,,,,,,Yes
,,,,,rumex fueginus,rumex fueginus,,,,,,,,,,Yes
,,,,,briza maxima,briza maxima,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,ranunculus californicus var. cuneatus,ranunculus californicus var. cuneatus,Keep,1,1,1,,,,,,""
,,,,,bituminaria bituminosa,bituminaria bituminosa,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,iresine angustifolia,iresine angustifolia,Elim,,,,,,,,,""
,,,,,pinus remorata var. remorata,pinus muricata var. remorata,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia hirtella,camissoniopsis hirtella,Keep,,,1,,,,,,""
,,,,,iresine alternifolia,iresine alternifolia,,,,,,,,,,Yes
,,,,,astragalus arthurii,astragalus arthurii,,,,,,,,,,Yes
,,,,,salvia platycheila,salvia platycheila,,,,,,,,,,Yes
,,,,,leptosiphon rattanii,leptosiphon rattanii,,,,,,,,,,Yes
,,,,,bahiopsis deltoidea,bahiopsis deltoidea,,,,,,,,,,Yes
