kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,Eliminate,SMI,SR,SCR,A,SBA,SNI,SCL,SCA,needs_info
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cressa truxillensis,cressa truxillensis,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula erecta,crassula connata,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Crossosomatales,Crossosomataceae,crossosoma californica,crossosoma californicum,Keep,,,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus hamatus,acmispon micranthus,Keep,,1,1,,,,1,1,""
,,,,,sidalcea malvaeflora,sidalcea malviflora,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,sidalcea malvaeflora,sidalcea malviflora subsp. malviflora,Keep,1,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia epilobioides,clarkia epilobioides,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia purpurea,clarkia purpurea subsp. quadrivulnera,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,prunus lyoni,prunus ilicifolia subsp. lyonii,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,verbena robusta,verbena lasiostachys var. scabrida,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,centaurium davyi,zeltnera davyi,Keep,,1,1,,,,1,,""
,,,,,muhlenbergia purpurea,muhlenbergia mexicana,,,,,,,,,,Yes
,,,,,mimulus aurantiacus var. parviflorus,mimulus aurantiacus var. parviflorus,,,,,,,,,,Yes
,,,,,brodiaea capitata,dipterostemon capitatus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,brodiaea capitata,dipterostemon capitatus subsp. capitatus,Keep,1,1,1,1,1,1,1,1,""
,,,,,bloomeria aurea,bloomeria crocea var. aurea,,,,,,,,,,Yes
,,,,,opuntia demissa,opuntia demissa,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,opuntia engelmannii var. littoralis,opuntia littoralis,Keep,1,1,1,1,1,1,1,1,""
,,,,,opuntia engelmannii,opuntia engelmannii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,opuntia littoralis var. littoralis,opuntia littoralis,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,asclepias fascicularis,asclepias fascicularis,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus,lupinus concinnus,Keep,,1,1,,,,1,1,""
,,,,,mimulus flemingii var. x longiflorus,mimulus flemingii var. x longiflorus,,,,,,,,,,Yes
,,,,,lupinus bicolor microphyllus,lupinus bicolor microphyllus,,,,,,,,,,Yes
,,,,,lupinus bicolor pipersmithii,lupinus bicolor pipersmithii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,melilotus albus,melilotus albus,Keep,,,1,1,,1,1,1,""
,,,,,lupinus densiflorus var. palustris,lupinus microcarpus var. microcarpus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus densiflorus var. palustris,lupinus microcarpus,Keep,,1,1,,,,,,""
,,,,,lupinus densiflorus,lupinus microcarpus var. densiflorus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,amaranthus powellii,amaranthus powellii,Keep,,,1,1,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons var. douglasii,lupinus albifrons var. douglasii,Keep,1,1,1,1,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,dissanthelium californicum,poa thomasii,Keep,,,,,,,1,1,""
,,,,,cercocarpus montanus var. blancheae,cercocarpus betulioides var blancheae,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus montanus var. blancheae,cercocarpus betuloides var. blancheae,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,mimulus latifolius,diplacus brandegeei,Keep,,,1,,,,,,""
,,,,,orobanche parishii brachyloba,orobanche parishii brachyloba,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,agrostis diegoensis,agrostis pallens,Keep,,1,1,,,,,1,""
,,,,,avena sterilis,avena sterilis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,bromus molliformis,bromus hordeaceus,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,deschampsia danthonioides,deschampsia danthonioides,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,crypsis vaginiflora,crypsis vaginiflora,Keep,,,,,,,,1,""
,,,,,distichlis spicata var. stricta,distichlis spicata var. stricta,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,distichlis spicata var. stolonifera,distichlis spicata,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,ehrharta calycina,ehrharta calycina,Keep,,,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus glaucus,elymus glaucus subsp. glaucus,Keep,,1,1,,,,,1,""
,,,,,hordeum murinum glaucum,hordeum murinum glaucum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,leymus triticoides,elymus triticoides,Keep,1,1,1,1,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,melica imperfecta var. flexuosa,melica imperfecta,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia microstachys var. pauciflora,festuca microstachys,Keep,1,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia octoflora var. glauca,festuca octoflora,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,stipa pulchra,stipa pulchra,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,stipa cernua,stipa cernua,Keep,1,1,1,1,,1,1,1,""
,,,,,stipa lepida var. andersonii,nassella lepida,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,stipa lepida var. andersonii,stipa lepida,Keep,1,1,1,1,1,1,1,1,""
,,,,,stipa diegoensis,achnatherum diegoense,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,stipa diegoensis,stipa diegoensis,Keep,1,1,1,1,,1,,,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,parapholis incurva,parapholis incurva,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,polypogon viridis,polypogon viridis,Keep,,1,1,1,1,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa palustris,poa palustris,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,phalaris lemmonii,phalaris lemmonii,Keep,1,1,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,poa scabrella,poa secunda subsp. secunda,Keep,,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,triodanis biflora,triodanis biflora,Keep,,1,1,,,,1,1,""
,,,,,trifolium tridentatum var. tridentatum,trifolium tridentatum var. tridentatum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,bromus carinatus var. carinatus,bromus sitchensis var. carinatus,Keep,1,1,1,1,,1,1,1,""
,,,,,astragalus tribuloides,astragalus tribuloides,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,cylindropuntia prolifera,cylindropuntia prolifera,Keep,,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium occidentale var. californicum,cirsium occidentale,Keep,1,1,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus subsp. ornithopus,acmispon argophyllus var. argenteus,Keep,,1,,,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus agardhianus,lupinus concinnus,Keep,,1,1,,,,1,1,""
,,,,,lupinus bicolor umbellatus,lupinus bicolor umbellatus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,bergerocactus emoryi,bergerocactus emoryi,Keep,,,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja grisea,castilleja grisea,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,malacothamnus clementinus,malacothamnus clementinus,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,achyrachaena mollis,achyrachaena mollis,Keep,,1,1,,,,1,1,""
,,,,,endotropis crocea,endotropis crocea,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium nitidum,lepidium nitidum,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon bicolor,leptosiphon bicolor,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,deinandra clementina,deinandra clementina,Keep,,,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea melitensis,centaurea melitensis,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,suaeda taxifolia,suaeda taxifolia,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,euphorbia misera,euphorbia misera,Keep,,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,deinandra fasciculata,deinandra fasciculata,Keep,,1,1,1,1,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,brodiaea kinkiensis,brodiaea kinkiensis,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,cistanthe maritima,cistanthe maritima,Keep,,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sibara filifolia,sibara filifolia,Keep,,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,delphinium variegatum,delphinium variegatum,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,descurainia pinnata,descurainia pinnata,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,crocanthemum scoparium,crocanthemum scoparium,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,platanthera cooperi,piperia unalascensis,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,mirabilis laevis,mirabilis laevis var. crassifolia,Keep,,1,1,1,1,,1,1,""
,,,,,syrmatium argophyllum,syrmatium argophyllum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,melilotus indicus,melilotus indicus,Keep,1,1,1,1,1,1,1,1,""
,,,,,cleomella arborea,cleomella arborea,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,daucus pusillus,daucus pusillus,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,vicia ludoviciana,vicia ludoviciana subsp. ludoviciana,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus,lathyrus vestitus,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum,lepidium virginicum subsp. menziesii,Keep,,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium latipes,lepidium latipes,Keep,,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,raphanus raphanistrum,raphanus raphanistrum,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum americanum,solanum americanum,Keep,,1,,1,,1,1,,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus laetiflorus,lathyrus vestitus var. vestitus,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium lasiocarpum,lepidium lasiocarpum subsp. lasiocarpum,Keep,,,,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,hordeum vulgare,hordeum vulgare,Keep,,1,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica rapa,brassica rapa,Keep,1,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sinapis incana,hirschfeldia incana,Keep,1,1,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,ficus carica,ficus carica,Keep,1,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium oblongum,lepidium oblongum,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lactuca serriola,lactuca serriola,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,raphanus sativus,raphanus sativus,Keep,1,1,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,medicago sativa,medicago sativa,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,constancea nevinii,constancea nevinii,Keep,,,,,1,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,conium maculatum,conium maculatum,Keep,,,1,,,1,1,,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,hordeum maritimum subsp. gussoneanum,hordeum marinum subsp. gussoneanum,Keep,,1,1,,,1,1,1,""
,,,,,medicago polymorpha var. polymorpha,medicago polymorpha var. polymorpha,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,carpobrotus aequilaterus,carpobrotus chilensis,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja densiflora,castilleja densiflora,Keep,1,1,1,,,1,,,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,myoporum laetum,myoporum laetum,Keep,,,1,,,1,1,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,tragopogon porrifolius,tragopogon porrifolius,Keep,,,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,malephora crocea,malephora crocea,Keep,,,,1,,1,1,,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cakile maritima,cakile maritima subsp. maritima,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,asparagus officinalis,asparagus officinalis subsp. officinalis,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,vicia benghalensis,vicia benghalensis,Keep,,,1,1,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum lycopersicum,lycopersicon esculentum,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cynara cardunculus,cynara cardunculus subsp. flavescens,Keep,,,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica tournefortii,brassica tournefortii,Keep,,,,,,1,1,,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,hordeum californicum,hordeum brachyantherum subsp. californicum,Keep,1,1,1,1,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica nigra,brassica nigra,Keep,,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,triticum aestivum,triticum aestivum,Keep,,,,,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,cenchrus clandestinus,pennisetum clandestinum,Keep,1,1,1,1,,1,,1,""
,,,,,vitis labrusca,vitis labrusca,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus acutus,juncus acutus subsp. leopoldii,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,pholistoma racemosa,pholistoma racemosum,Keep,,,1,,1,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia angelensis,gilia angelensis,Keep,,,1,,,,,1,""
,,,,,lupinus excubitus var. hallii,lupinus excubitus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,comarostaphylis diversifolia var. planifolia,comarostaphylis diversifolia subsp. planifolia,Keep,,1,1,1,,,,1,""
,,,,,nemacaulis denudata var. denudata,nemacaulis denudata var. denudata,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,nasturtium officinale,nasturtium officinale,Keep,,,1,,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis micrantha,camissoniopsis micrantha,Keep,1,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,vicia hassei,vicia hassei,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,euphorbia spathulata,euphorbia spathulata,Keep,,,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus balticus,juncus balticus subsp. ater,Keep,1,1,,,,,,1,""
,,,,,lupinus longifolius,lupinus longifolius,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Alismatales,Potamogetonaceae,potamogeton crispus,potamogeton crispus,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,eremocarpus setigerus,croton setiger,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Typhaceae,typha latifolia,typha latifolia,Keep,,,1,,,1,1,1,""
Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,equisetum funstonii,equisetum laevigatum,Keep,,1,1,,,,,1,""
,,,,,lupinus polycarpus,lupinus bicolor,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus polycarpus,lupinus bicolor subsp. bicolor,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,polypodium vulgare var. intermedium,polypodium vulgare var. intermedium,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus argenteus,acmispon argophyllus var. argenteus,Keep,,1,,,1,1,1,1,""
,,,,,lotus dendroideus dendroideus,lotus dendroideus dendroideus,,,,,,,,,,Yes
,,,,,equisetum arvense,equisetum arvense,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,erythranthe guttata,erythranthe guttata,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,acmispon argophyllus var. argenteus,acmispon argophyllus var. argenteus,Keep,,1,,,1,1,1,1,""
,,,,,dendromecon arborea,dendromecon arborea,,,,,,,,,,Yes
,,,,,euphorbia serpillifolia,euphorbia serpillifolia,,,,,,,,,,Yes
,,,,,thysanocarpus affinis,thysanocarpus affinis,,,,,,,,,,Yes
,,,,,machaerocereus gummosus,stenocereus gummosus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,polygonum aviculare,polygonum aviculare,Keep,,1,1,1,,1,1,1,""
,,,,,salix exigua var. hindsiana,salix exigua var. hindsiana,,,,,,,,,,Yes
,,,,,lithophragma catalinae,lithophragma catalinae,,,,,,,,,,Yes
,,,,,nicotiana acuminata,nicotiana acuminata,,,,,,,,,,Yes
,,,,,comarostaphylis diversifolia subsp. diversifolia,comarostaphylis diversifolia subsp. diversifolia,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,mimulus guttatus,erythranthe guttata,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus dianthiflorus,linanthus dianthiflorus,Keep,,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,solanum elaeagnifolium,solanum elaeagnifolium,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,isocoma menziesii,isocoma menziesii,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Piperales,Saururaceae,anemopsis californica,anemopsis californica,Keep,,,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus xiphioides,juncus xiphioides,Keep,,,1,,,,,1,""
,,,,,symphoricarpos albus var. laevigatus,symphoricarpos albus var. laevigatus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,diplacus aurantiacus,diplacus aurantiacus,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus trichopodus,astragalus trichopodus,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,epilobium ciliatum,epilobium ciliatum subsp. ciliatum,Keep,1,,1,,,,,1,""
,,,,,habenaria unalaschensis,habenaria unalaschensis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,solidago velutina,solidago velutina subsp. californica,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,pentagramma triangularis subsp. maxonii,pentagramma triangularis,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys acanthocarpus,plagiobothrys acanthocarpus,Keep,,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,solidago californica,solidago velutina subsp. californica,Keep,,1,1,,,,,1,""
,,,,,juncus lesueurii,juncus lesueurii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex conglomeratus,rumex conglomeratus,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,artemisia douglasiana,artemisia douglasiana,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons var. albifrons,lupinus albifrons var. albifrons,Keep,1,1,1,1,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gnaphalium californicum,pseudognaphalium californicum,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus glaucus subsp. glaucus,elymus glaucus subsp. glaucus,Keep,,1,1,,,,,1,""
,,,,,neomammillaria fraileana,neomammillaria fraileana,,,,,,,,,,Yes
,,,,,brodiaea minor,brodiaea minor,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,eremocarpus setiger,croton setiger,Keep,,1,1,,,,1,1,""
,,,,,euphorbia canariensis,euphorbia canariensis,,,,,,,,,,Yes
,,,,,euphorbia caput-medusae,euphorbia caput-medusae,,,,,,,,,,Yes
,,,,,euphorbia coerulescens,euphorbia coerulescens,,,,,,,,,,Yes
,,,,,euphorbia grandicornis,euphorbia grandicornis,,,,,,,,,,Yes
,,,,,euphorbia mammillaris,euphorbia mammillaris,,,,,,,,,,Yes
,,,,,euphorbia regis-jubae,euphorbia regis-jubae,,,,,,,,,,Yes
,,,,,euphorbia trigona,euphorbia trigona,,,,,,,,,,Yes
,,,,,lithraea molleoides,lithraea molleoides,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus insularis,ceanothus megacarpus var. insularis,Keep,,1,1,1,,,1,1,""
,,,,,colletia paradoxa,colletia paradoxa,,,,,,,,,,Yes
,,,,,colletia spinosissima,colletia spinosissima,,,,,,,,,,Yes
,,,,,funastrum hartwegii,funastrum hartwegii,,,,,,,,,,Yes
,,,,,malacothamnus fasciculatus catalinensis,malacothamnus fasciculatus catalinensis,,,,,,,,,,Yes
,,,,,trifolium dichotomum,trifolium dichotomum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,bromus berteroanus,bromus berteroanus,Keep,1,1,1,1,1,1,1,1,""
,,,,,bromus laevipes,bromus laevipes,,,,,,,,,,Yes
,,,,,idria columnaris,idria columnaris,,,,,,,,,,Yes
,,,,,elymus trachycaulus,elymus trachycaulus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium temulentum,festuca temulenta,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia octoflora var. hirtella,festuca octoflora,Keep,1,1,1,1,1,1,1,1,""
,,,,,butia capitata,butia capitata,,,,,,,,,,Yes
,,,,,chamaerops humilis,chamaerops humilis,,,,,,,,,,Yes
,,,,,ferocactus robustus,ferocactus robustus,,,,,,,,,,Yes
,,,,,myrtillocactus geometrizans,myrtillocactus geometrizans,,,,,,,,,,Yes
,,,,,opuntia elata,opuntia elata,,,,,,,,,,Yes
,,,,,opuntia streptacantha,opuntia streptacantha,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,opuntia vulgaris,opuntia vulgaris,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,trichocereus candicans,echinopsis candicans,Elim,,,,,,,,,""
,,,,,trichocereus macrogonus,trichocereus macrogonus,,,,,,,,,,Yes
,,,,,trichocereus schickendantzii,echinopsis schickendantzii,,,,,,,,,,Yes
,,,,,trichocereus spachianus,trichocereus spachianus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,zauschneria cana,epilobium canum subsp. canum,Keep,1,1,1,1,,,1,1,""
,,,,,hedera helix,hedera helix,,,,,,,,,,Yes
