kingdom_final,phylum_final,class_final,order_final,family_final,old_name,new_datasetname,syn_replace,Eliminate,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Woodwardia chamissoi,Woodwardia chamissoi,,Elim,,,,,,,,
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Woodwardia fimbriata,Woodwardia fimbriata,,Keep,,1,1,,,,1,1
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Woodwardia radicans,Woodwardia radicans,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia menziesii var. intermedia,Amsinckia intermedia,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia intermedia,Amsinckia intermedia,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia menziesii var. menziesii,Amsinckia menziesii,,Keep,1,,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia menziesii,Amsinckia menziesii,,Keep,1,,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia spectabilis var. nicolai,Amsinckia spectabilis var. spectabilis,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia spectabilis var. spectabilis,Amsinckia spectabilis var. spectabilis,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia spectabilis,Amsinckia spectabilis var. spectabilis,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha clevelandii var. clevelandii,Cryptantha clevelandii,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha clevelandii,Cryptantha clevelandii,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha hispidissima,Cryptantha hipidissima,,Keep,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha clevelandii var. florosa,Cryptantha hipidissima,,Keep,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha intermedia,Cryptantha intermedia,,Keep,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha leiocarpa,Cryptantha leiocarpa,,Keep,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha maritima var. pilosa,Cryptantha maritima,,Keep,,,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha maritima var. maritima,Cryptantha maritima,,Keep,,,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha maritima,Cryptantha maritima,,Keep,,,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha micromeres,Cryptantha micromeres,,Keep,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha microstachys,Cryptantha microstachys,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha muricata var. muricata,Cryptantha muricata,,Keep,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha muricata,Cryptantha muricata,,Keep,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha muricata var. jonesii,Cryptantha muricata,,Keep,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha traskiae,Cryptantha traskiae,,Keep,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,Cryptantha wigginsii,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium candicans,Echium candicans,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Harpagonella palmeri,Harpagonella palmeri,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya palmeri,Pectocarya,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya heterocarpa,Pectocarya heterocarpa,,Keep,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya linearis,Pectocarya linearis subsp. ferocula,,Keep,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya linearis var. ferocula,Pectocarya linearis subsp. ferocula,,Keep,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya linearis subsp. ferocula,Pectocarya linearis subsp. ferocula,,Keep,,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya penicillata,Pectocarya penicillata,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys acanthocarpus,Plagiobothrys acanthocarpus,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys arizonicus var. catalinensis,Plagiobothrys canescens var. catalinensis,,Keep,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys canescens var. catalinensis,Plagiobothrys canescens var. catalinensis,,Keep,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys canescens,Plagiobothrys canescens var. catalinensis,,Keep,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys collinus,Plagiobothrys collinus,,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys californicus,Plagiobothrys collinus var. californicus,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys collinus var. californicus,Plagiobothrys collinus var. californicus,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys californicus var. fulvescens,Plagiobothrys collinus var. fulvescens,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys collinus var. fulvescens,Plagiobothrys collinus var. fulvescens,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys californicus var. gracilis,Plagiobothrys collinus var. gracilis,,Keep,1,,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys collinus var. gracilis,Plagiobothrys collinus var. gracilis,,Keep,1,,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Athysanus pusillus,Athysanus pusillus,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis maxima var. hoffmannii,Boechera hoffmannii,,Keep,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis hoffmannii,Boechera hoffmannii,,Keep,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Boechera hoffmannii,Boechera hoffmannii,,Keep,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica nigra,Brassica nigra,,Keep,,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica rapa var. rapa,Brassica rapa,,Keep,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica rapa,Brassica rapa,,Keep,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica tournefortii,Brassica tournefortii,,Keep,,,,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile edentula subsp. edentula,Cakile edentula,,Keep,1,1,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile edentula var. edentula,Cakile edentula,,Keep,1,1,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile edentula,Cakile edentula,,Keep,1,1,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile maritima subsp. maritima,Cakile maritima subsp. maritima,,Keep,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile maritima,Cakile maritima subsp. maritima,,Keep,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella bursa-pastoris,Capsella bursa-pastoris,,Keep,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine californica var. californica,Cardamine californica,,Keep,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Dentaria californica,Cardamine californica,,Keep,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Dentaria integrifolia var. californica,Cardamine californica,,Keep,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine californica var. integrifolia,Cardamine californica,,Keep,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine californica,Cardamine californica,,Keep,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine oligosperma,Cardamine oligosperma,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thelypodium lasiophyllum,Caulanthus lasiophyllus,,Keep,1,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Guillenia lasiophylla,Caulanthus lasiophyllus,,Keep,1,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Caulanthus lasiophyllus,Caulanthus lasiophyllus,,Keep,1,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia pinnata subsp. halictorum,Descurainia pinnata,,Keep,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia pinnata subsp. brachycarpa,Descurainia pinnata,,Keep,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia pinnata subsp. menziesii,Descurainia pinnata,,Keep,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia pinnata,Descurainia pinnata,,Keep,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Diplotaxis muralis,Diplotaxis muralis,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Dithyrea maritima,Dithyrea maritima,,Keep,1,,,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba cuneifolia var. cuneifolia,Draba cuneifolia,,Keep,,,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba cuneifolia var. integrifolia,Draba cuneifolia,,Keep,,,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba cuneifolia,Draba cuneifolia,,Keep,,,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum ammophilum,Erysimum ammophilum,,Keep,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum cheiri,Erysimum cheiri,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum insulare subsp. insulare,Erysimum insulare,,Keep,1,1,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum insulare,Erysimum insulare,,Keep,1,1,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hirschfeldia incana,Hirschfeldia incana,,Keep,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica geniculata,Hirschfeldia incana,,Keep,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis incana,Hirschfeldia incana,,Keep,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hymenolobus procumbens,Hornungia procumbens,,Keep,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hutchinsia procumbens,Hornungia procumbens,,Keep,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hornungia procumbens,Hornungia procumbens,,Keep,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Coronopus didymus,Lepidium didymum,,Keep,,,,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium didymum,Lepidium didymum,,Keep,,,,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium draba subsp. draba,Lepidium draba,,Keep,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardaria draba,Lepidium draba,,Keep,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium draba,Lepidium draba,,Keep,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium lasiocarpum var. wrightii,Lepidium lasiocarpum subsp. lasiocarpum,,Keep,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium lasiocarpum subsp. lasiocarpum,Lepidium lasiocarpum subsp. lasiocarpum,,Keep,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium lasiocarpum var. lasiocarpum,Lepidium lasiocarpum subsp. lasiocarpum,,Keep,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium lasiocarpum,Lepidium lasiocarpum subsp. lasiocarpum,,Keep,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium latipes var. latipes,Lepidium latipes,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium latipes,Lepidium latipes,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium nitidum var. howellii,Lepidium nitidum,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium nitidum var. nitidum,Lepidium nitidum,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium nitidum,Lepidium nitidum,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium oblongum var. oblongum,Lepidium oblongum,,Keep,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium oblongum var. insulare,Lepidium oblongum,,Keep,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium oblongum,Lepidium oblongum,,Keep,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium strictum,Lepidium strictum,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum subsp. menziesii,Lepidium virginicum subsp. menziesii,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum var. menziesii,Lepidium virginicum subsp. menziesii,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum var. pubescens,Lepidium virginicum subsp. menziesii,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum,Lepidium virginicum subsp. menziesii,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum var. robinsonii,Lepidium virginicum subsp. menziesii,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia maritima,Lobularia maritima,,Keep,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa nasturtium-aquaticum,Nasturtium officinale,,Keep,,,1,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium officinale,Nasturtium officinale,,Keep,,,1,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,,Keep,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,,Keep,1,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sibara filifolia,Sibara filifolia,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica kaber,Sinapis arvensis,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis arvensis,Sinapis arvensis,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium altissimum,Sisymbrium altissimum,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium irio,Sisymbrium irio,,Keep,,,,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium officinale,Sisymbrium officinale,,Keep,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium orientale,Sisymbrium orientale,,Keep,,,,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus conchuliferus,Thysanocarpus conchuliferus,,Keep,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus curvipes subsp. curvipes,Thysanocarpus curvipes,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus curvipes subsp. elegans,Thysanocarpus curvipes,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus laciniatus var. crenatus,Thysanocarpus curvipes,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus laciniatus var. ramosus,Thysanocarpus curvipes,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus curvipes subsp. amplectens,Thysanocarpus curvipes,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus curvipes,Thysanocarpus curvipes,,Keep,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus laciniatus var. laciniatus,Thysanocarpus laciniatus,,Keep,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus laciniatus,Thysanocarpus laciniatus,,Keep,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Tropidocarpum gracile,Tropidocarpum gracile,,Keep,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis glabra,Turritis glabra,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Turritis glabra,Turritis glabra,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Bergerocactus emoryi,Bergerocactus emoryi,,Keep,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia alcahes var. alcahes,Cylindropuntia alcahes var. alcahes,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia prolifera,Cylindropuntia prolifera,,Keep,,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia prolifera,Cylindropuntia prolifera,,Keep,,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus brandegeei,Echinocereus brandegeei,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Trichocereus candicans,Echinopsis candicans,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria albicans,Mammillaria albicans,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria dioica,Mammillaria dioica,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria evermanniana,Mammillaria evermanniana,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia ficus-indica,Opuntia ficus-indica,,Keep,,,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia engelmannii var. littoralis,Opuntia littoralis,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia littoralis var. littoralis,Opuntia littoralis,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia littoralis,Opuntia littoralis,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia oricola,Opuntia oricola,,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia vulgaris,Opuntia vulgaris,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia occidentalis,Opuntia x occidentalis,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus pringlei,Pachycereus pringlei,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Githopsis diffusa subsp. diffusa,Githopsis diffusa subsp. diffusa,,Keep,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia dunnii var. serrata,Lobelia dunnii var. serrata,,Keep,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Triodanis biflora,Triodanis biflora,,Keep,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Triodanis perfoliata,Triodanis perfoliata,,Elim,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera hispidula var. vacillans,Lonicera hispidula,,Keep,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera hispidula,Lonicera hispidula,,Keep,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera interrupta,Lonicera interrupta,,Keep,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera subspicata,Lonicera subspicata,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera subspicata var. denudata,Lonicera subspicata var. denudata,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera subspicata var. johnstonii,Lonicera subspicata var. denudata,,Keep,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera subspicata var. subspicata,Lonicera subspicata var. subspicata,,Keep,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos albus var. mollis,Symphoricarpos mollis,,Keep,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos mollis,Symphoricarpos mollis,,Keep,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cardionema ramosissimum,Cardionema ramosissimum,,Keep,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium glomeratum,Cerastium glomeratum,,Keep,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria cinerea,Herniaria hirsuta var. cinerea,,Keep,1,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria hirsuta,Herniaria hirsuta var. cinerea,,Keep,1,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria hirsuta subsp. cinerea,Herniaria hirsuta var. cinerea,,Keep,1,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Herniaria hirsuta var. cinerea,Herniaria hirsuta var. cinerea,,Keep,1,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Loeflingia squarrosa,Loeflingia squarrosa,,Keep,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria douglasii,Minuartia douglasii,,Keep,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Minuartia douglasii,Minuartia douglasii,,Keep,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Polycarpon depressum,Polycarpon depressum,,Keep,1,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Polycarpon tetraphyllum subsp. tetraphyllum,Polycarpon tetraphyllum,,Keep,1,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Polycarpon tetraphyllum,Polycarpon tetraphyllum,,Keep,1,1,1,1,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina apetala,Sagina apetala,,Keep,1,1,1,,,1,,1
