kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,MASTER_ELIM,sci_name,,needs review,isl_check,SMI,SR,SCR,A,SBA,SNI,SCL,SCA,assign by island
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja densiflora var. gracilis,KEEP,castilleja densiflora,J,,4,1,1,1,,,1,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja exserta,KEEP,castilleja exserta subsp. exserta,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja exserta subsp. exserta,KEEP,castilleja exserta subsp. exserta,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,orthocarpus purpurascens,KEEP,castilleja exserta subsp. exserta,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,orthocarpus purpurascens var. pallidus,KEEP,castilleja exserta subsp. exserta,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,orthocarpus purpurascens var. purpurascens,KEEP,castilleja exserta subsp. exserta,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja foliolosa,KEEP,castilleja foliolosa,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja grisea,KEEP,castilleja grisea,,,1,,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja hololeuca,KEEP,castilleja hololeuca,,,4,1,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja lanata subsp. hololeuca,KEEP,castilleja hololeuca,,,4,1,1,1,1,,,,,
,,,,,castilleja lanata,ELIM,castilleja lanata,,,0,,,,,,,,,
,,,,,castilleja latifolia subsp. insularis,,castilleja latifolia subsp. insularis,,Yes,0,,,,,,,,,
,,,,,castilleja miniata,ELIM,castilleja miniata,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja mollis,KEEP,castilleja mollis,,,2,1,1,,,,,,,
,,,,,castilleja wightii,ELIM,castilleja wightii,,,0,,,,,,,,,
,,,,,casuarina equisetifolia,ELIM,casuarina equisetifolia,,,0,,,,,,,,,
,,,,,caulanthus inflatus,ELIM,caulanthus inflatus,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,caulanthus lasiophyllus,KEEP,caulanthus lasiophyllus,,,7,1,1,1,1,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,guillenia lasiophylla,KEEP,caulanthus lasiophyllus,,,7,1,1,1,1,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,thelypodium lasiophyllum,KEEP,caulanthus lasiophyllus,,,7,1,1,1,1,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus arboreus,KEEP,ceanothus arboreus,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus arboreus var. glaber,KEEP,ceanothus arboreus,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus arboreus var. glabra,KEEP,ceanothus arboreus,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus arborius,KEEP,ceanothus arboreus,,,3,,1,1,,,,,1,
,,,,,ceanothus arboreus x c. spinosus,,ceanothus arboreus x c. spinosus,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus crassifolius,,ceanothus crassifolius,,Yes,0,,,,,,,,,
,,,,,ceanothus crassifolius var. planus,ELIM,ceanothus crassifolius var. planus,,,0,,,,,,,,,
,,,,,ceanothus cuneatus,ELIM,ceanothus cuneatus,,,0,,,,,,,,,
,,,,,ceanothus integerrimus,ELIM,ceanothus integerrimus,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus,,ceanothus megacarpus,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus insularis,KEEP,ceanothus megacarpus var. insularis,,,5,,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus insularis,KEEP,ceanothus megacarpus var. insularis,,,5,,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus subsp. insularis,KEEP,ceanothus megacarpus var. insularis,,,5,,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus var. insularis,KEEP,ceanothus megacarpus var. insularis,,,5,,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus subsp. megacarpus,KEEP,ceanothus megacarpus var. megacarpus,,,4,,,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,ceanothus megacarpus var. megacarpus,KEEP,ceanothus megacarpus var. megacarpus,,,4,,,1,1,,,1,1,
,,,,,ceanothus oliganthus,ELIM,ceanothus oliganthus,,,0,,,,,,,,,
,,,,,cedrus deodara,ELIM,cedrus deodara,,,0,,,,,,,,,
,,,,,cenchrus echinatus,ELIM,cenchrus echinatus,,,0,,,,,,,,,
,,,,,cenchrus setaceus,ELIM,cenchrus setaceus,,,0,,,,,,,,,
,,,,,pennisetum setaceum,ELIM,cenchrus setaceus,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea benedicta,KEEP,centaurea benedicta,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cnicus benedictus,KEEP,centaurea benedicta,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea cineraria,KEEP,centaurea cineraria,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea cyanus,,centaurea cyanus,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea melitensis,KEEP,centaurea melitensis,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centaurea solstitialis,KEEP,centaurea solstitialis,,,4,,1,1,,,1,,1,
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Valerianaceae,centranthus ruber,KEEP,centranthus ruber,,,2,,,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Valerianaceae,kentranthus ruber,KEEP,centranthus ruber,,,2,,,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centromadia fitchii,KEEP,centromadia fitchii,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hemizonia fitchii,KEEP,centromadia fitchii,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,centromadia pungens subsp. pungens,KEEP,centromadia pungens subsp. pungens,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hemizonia pungens,KEEP,centromadia pungens subsp. pungens,,,1,,,,,,,,1,
,,,,,cerastium arvense,ELIM,cerastium arvense,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,cerastium glomeratum,KEEP,cerastium glomeratum,,,6,1,1,1,1,,,1,1,
,,,,,ceratonia siliqua,ELIM,ceratonia siliqua,,,0,,,,,,,,,
,,,,,cercidium floridum subsp. peninsulare,,cercidium floridum subsp. peninsulare,,Yes,0,,,,,,,,,
,,,,,cercocarpus montanus var. glaber,ELIM,cercocarpus betuloides var. betulodies,,,0,,,,,,,,,
,,,,,cercocarpus betuloides var. betuloides,ELIM,cercocarpus betuloides var. betuloides,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus alnifolius,KEEP,cercocarpus betuloides var. blancheae,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betulifolius var. blancheae,KEEP,cercocarpus betuloides var. blancheae,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betuloides,KEEP,cercocarpus betuloides var. blancheae,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betuloides subsp. blancheae,KEEP,cercocarpus betuloides var. blancheae,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betuloides var. blancheae,KEEP,cercocarpus betuloides var. blancheae,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus montanus var. blancheae,KEEP,cercocarpus betuloides var. blancheae,,,3,,1,1,,,,,1,
,,,,,cercocarpus betuloides var. multiflorus,ELIM,cercocarpus betuloides var. multiflorus,,,0,,,,,,,,,
,,,,,cercocarpus ledifolius,ELIM,cercocarpus ledifolius,,,0,,,,,,,,,
,,,,,cercocarpus montanus,ELIM,cercocarpus montanus,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betuloides var. traskiae,KEEP,cercocarpus traskiae,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus traskiae,KEEP,cercocarpus traskiae,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus traskiae var. blancheae,,cercocarpus traskiae var. blancheae,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus traskiae var. traskiae,,cercocarpus traskiae var. traskiae,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chaenactis glabriuscula,KEEP,chaenactis glabriuscula,,,1,,1,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chaenactis glabriuscula var. glabriuscula,KEEP,chaenactis glabriuscula,,,1,,1,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chaenactis glabriuscula var. lanosa,KEEP,chaenactis glabriuscula,,,1,,1,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chaenactis glabriuscula var. megacephala,KEEP,chaenactis glabriuscula,,,1,,1,,,,,,,
,,,,,chamaerops humilis,ELIM,chamaerops humilis,,,0,,,,,,,,,
,,,,,chamaesyce maculata,ELIM,chamaesyce maculata,,,0,,,,,,,,,
,,,,,chasmanthe floribunda,ELIM,chasmanthe floribunda,,,0,,,,,,,,,
,,,,,cheilanthes californica,ELIM,cheilanthes californica,,,0,,,,,,,,,
,,,,,chenopodiastrum murale,,chenopodiastrum murale,,Yes,0,,,,,,,,,
,,,,,chenopodium album,ELIM,chenopodium album,,,0,,,,,,,,,
,,,,,chenopodium ambrosioides var. suffruticosum,,chenopodium ambrosioides var. suffruticosum,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium berlandieri,KEEP,chenopodium berlandieri,,,5,,1,1,1,,1,,1,
,,,,,chenopodium berlandieri subsp. sinuatum,ELIM,chenopodium berlandieri var. sinuatum,,,0,,,,,,,,,
,,,,,chenopodium berlandieri var. sinuatum,ELIM,chenopodium berlandieri var. sinuatum,,,0,,,,,,,,,
,,,,,chenopodium berlandieri var. zschackei,ELIM,chenopodium berlandieri var. zschackei,,,0,,,,,,,,,
,,,,,chenopodium bolandieri,,chenopodium bolandieri,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium californicum,KEEP,chenopodium californicum,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium macrospermum,KEEP,chenopodium macrospermum,,,3,,,,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium macrospermum var. farinosum,KEEP,chenopodium macrospermum,,,3,,,,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,chenopodium murale,KEEP,chenopodium murale,,,8,1,1,1,1,1,1,1,1,
,,,,,chileranthemum lottiae,,chileranthemum lottiae,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,chloris virgata,KEEP,chloris virgata,,,2,,,,,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Agavaceae,chlorogalum pomeridianum,KEEP,chlorogalum pomeridianum var. pomeridianum,,,2,,1,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Agavaceae,chlorogalum pomeridianum var. pomeridianum,KEEP,chlorogalum pomeridianum var. pomeridianum,,,2,,1,,,,,,1,
,,,,,chorizanthe insularis,,chorizanthe insularis,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,chorizanthe leptotheca,,chorizanthe leptotheca,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,chorizanthe staticoides,KEEP,chorizanthe staticoides,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,chorizanthe wheeleri,KEEP,chorizanthe wheeleri,,,2,,1,1,,,,,,
,,,,,camissonia claviformis subsp. claviformis,ELIM,chylismia claviformis subsp. claviformis,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cichorium intybus,KEEP,cichorium intybus,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium brevistylum,KEEP,cirsium brevistylum,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium occidentale,KEEP,cirsium occidentale,,,6,1,1,1,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium occidentale var. californicum,KEEP,cirsium occidentale,,,6,1,1,1,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium occidentale var. coulteri,KEEP,cirsium occidentale,,,6,1,1,1,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium occidentale var. occidentale,KEEP,cirsium occidentale,,,6,1,1,1,,,1,1,1,
,,,,,cirsium occidentale var. compactum,ELIM,cirsium occidentale var. compactum,,,0,,,,,,,,,
,,,,,cirsium ochrocentrum,ELIM,cirsium ochrocentrum,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium undulatum,,cirsium undulatum,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cirsium vulgare,KEEP,cirsium vulgare,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,calandrinia maritima,KEEP,cistanthe maritima,,,7,,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,cistanthe maritima,KEEP,cistanthe maritima,,,7,,1,1,1,1,1,1,1,
,,,,,cistus incanus,ELIM,cistus incanus,,,0,,,,,,,,,
,,,,,cistus purpureus,,cistus purpureus,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia davyi,KEEP,clarkia davyi,,,2,,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia epilobioides,KEEP,clarkia epilobioides,,,5,,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia prostrata,KEEP,clarkia prostrata,,,1,,1,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia purpurea,KEEP,clarkia purpurea subsp. quadrivulnera,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia purpurea subsp. quadrivulnera,KEEP,clarkia purpurea subsp. quadrivulnera,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,clarkia unguiculata,KEEP,clarkia unguiculata,,,2,,,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia parviflora,KEEP,claytonia parviflora subsp. parviflora,,,5,1,,1,,1,1,,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia parviflora subsp. parviflora,KEEP,claytonia parviflora subsp. parviflora,,,5,1,,1,,1,1,,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata,KEEP,claytonia perfoliata,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata subsp. mexicana,KEEP,claytonia perfoliata,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata subsp. perfoliata,KEEP,claytonia perfoliata,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata var. perfoliata,KEEP,claytonia perfoliata,,,8,1,1,1,1,1,1,1,1,
,,,,,clematis biflora,,clematis biflora,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,clematis lasiantha,KEEP,clematis lasiantha,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,clematis ligusticifolia,KEEP,clematis ligusticifolia,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,clematis ligusticifolia var. californica,KEEP,clematis ligusticifolia,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,clematis pauciflora,KEEP,clematis pauciflora,,,1,,,1,,,,,,
,,,,,cleomella arborea,,cleomella arborea,,Yes,0,,,,,,,,,
,,,,,clinopodium chandleri,ELIM,clinopodium chandleri,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,clinopodium douglasii,KEEP,clinopodium douglasii,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,micromeria douglasii,KEEP,clinopodium douglasii,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,satureja douglasii,KEEP,clinopodium douglasii,,,4,1,1,1,,,,,1,
,,,,,clivia miniata,ELIM,clivia miniata,,,0,,,,,,,,,
,,,,,cnidoscolus palmeri,,cnidoscolus palmeri,,Yes,0,,,,,,,,,
,,,,,colletia ferox,,colletia ferox,,Yes,0,,,,,,,,,
,,,,,colletia paradoxa,,colletia paradoxa,,Yes,0,,,,,,,,,
,,,,,colletia spinosissima,ELIM,colletia spinosissima,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,collinsia heterophylla,KEEP,collinsia heterophylla var. heterophylla,,,3,,1,,,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,collinsia heterophylla var. heterophylla,KEEP,collinsia heterophylla var. heterophylla,,,3,,1,,,,,1,1,
,,,,,collinsia torreyi,ELIM,collinsia torreyi,,,0,,,,,,,,,
,,,,,collomia grandiflora,ELIM,collomia grandiflora,,,0,,,,,,,,,
,,,,,colubrina californica,ELIM,colubrina californica,,,0,,,,,,,,,
,,,,,colubrina viridis,,colubrina viridis,,Yes,0,,,,,,,,,
,,,,,comarostaphylis diversifolia subsp. diversifolia,ELIM,comarostaphylis diversifolia subsp. diversifolia,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos diversifolia,KEEP,comarostaphylis diversifolia subsp. planifolia,,,4,,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,comarostaphylis diversifolia,KEEP,comarostaphylis diversifolia subsp. planifolia,,,4,,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,comarostaphylis diversifolia subsp. planifolia,KEEP,comarostaphylis diversifolia subsp. planifolia,,,4,,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,comarostaphylis diversifolia var. planifolia,KEEP,comarostaphylis diversifolia subsp. planifolia,,,4,,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,conium maculatum,KEEP,conium maculatum,,,3,,,1,,,1,1,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,constancea nevinii,KEEP,constancea nevinii,,,3,,,,,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,eriophyllum nevinii,KEEP,constancea nevinii,,,3,,,,,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,convolvulus arvensis,KEEP,convolvulus arvensis,,,4,,1,1,,,1,,1,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,convolvulus simulans,KEEP,convolvulus simulans,,,3,,,1,,,,1,1,
,,,,,cordylanthus rigidus subsp. setigerus,ELIM,cordylanthus rigidus subsp. setigerus,,,0,,,,,,,,,
,,,,,coreocarpus dissectus,,coreocarpus dissectus,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia,KEEP,corethrogyne filaginifolia,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. californica,KEEP,corethrogyne filaginifolia,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. filaginifolia,KEEP,corethrogyne filaginifolia,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. latifolia,KEEP,corethrogyne filaginifolia,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. robusta,KEEP,corethrogyne filaginifolia,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. virgata,KEEP,corethrogyne filaginifolia,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,corethrogyne filaginifolia var. viscidula,KEEP,corethrogyne filaginifolia,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lessingia filaginifolia,KEEP,corethrogyne filaginifolia,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lessingia filaginifolia var. filaginifolia,KEEP,corethrogyne filaginifolia,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,cornus glabrata,KEEP,cornus glabrata,,,2,,,,,,,1,1,
,,,,,cornus occidentalis,ELIM,cornus sericea subsp. occidentalis,,,0,,,,,,,,,
,,,,,cornus stolonifera,ELIM,cornus sericea subsp. sericea,,,0,,,,,,,,,
,,,,,securigera varia,ELIM,coronilla varia,,,0,,,,,,,,,
,,,,,cortaderia jubata,ELIM,cortaderia jubata,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,cortaderia selloana,KEEP,cortaderia selloana,,,5,1,1,1,,,1,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cotoneaster pannosus,KEEP,cotoneaster pannosus,,,1,,,,,,,,1,
,,,,,cottsia californica,,cottsia californica,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cotula australis,KEEP,cotula australis,,,7,1,1,1,1,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,cotula coronopifolia,KEEP,cotula coronopifolia,,,6,1,1,1,1,,1,,1,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula aquatica,KEEP,crassula aquatica,,,1,,,,,,,,1,
,,,,,crassula arborescens,,crassula arborescens,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata,KEEP,crassula connata,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. connata,KEEP,crassula connata,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. erectoides,KEEP,crassula connata,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. eremica,KEEP,crassula connata,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. subsimplex,KEEP,crassula connata,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula erecta,KEEP,crassula connata,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,tillaea erecta,KEEP,crassula connata,,,8,1,1,1,1,1,1,1,1,
,,,,,crassula argentea,ELIM,crassula ovata,,,0,,,,,,,,,
,,,,,crassula falcata,ELIM,crassula perfoliata var. minor,,,0,,,,,,,,,
,,,,,crassula portulacea,,crassula portulacea,,Yes,0,,,,,,,,,
,,,,,crassula rogersii,,crassula rogersii,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula solieri,KEEP,crassula solieri,,,1,,,,,,,1,,
,,,,,crassula tetragona,ELIM,crassula tetragona,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula tillaea,KEEP,crassula tillaea,,,1,,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,crepis setosa,KEEP,crepis setosa,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cressa truxillensis,KEEP,cressa truxillensis,,,7,1,1,1,1,,1,1,1,
,,,,,cressa truxillensis var. vallicola,ELIM,cressa truxillensis var. vallicola,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,helianthemum greenei,KEEP,crocanthemum greenei,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,crocanthemum greenei,KEEP,crocanthemum greenei,,,4,1,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,crocanthemum scoparium var. scoparium,KEEP,crocanthemum scoparium,,,4,,1,1,,,,1,1,
