kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,MASTER_ELIM,sci_name,,needs review,isl_check,SMI,SR,SCR,A,SBA,SNI,SCL,SCA,assign by island
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex californica,KEEP,extriplex californica,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,extriplex californica,KEEP,extriplex californica,,,8,1,1,1,1,1,1,1,1,
,,,,,ferocactus diguetii,ELIM,ferocactus diguetii,,,0,,,,,,,,,
,,,,,ferocactus diguetii var. diguetii,ELIM,ferocactus diguetii,,,0,,,,,,,,,
,,,,,ferocactus robustus,ELIM,ferocactus robustus,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca arundinacea,KEEP,festuca arundinacea,,,6,1,1,1,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,schedonorus arundinaceus,KEEP,festuca arundinacea,,,6,1,1,1,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,schedonorus pratensis,KEEP,festuca arundinacea,,,6,1,1,1,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca bromoides,KEEP,festuca bromoides,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca dertonensis,KEEP,festuca bromoides,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia bromoides,KEEP,festuca bromoides,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia dertonensis,KEEP,festuca bromoides,,,8,1,1,1,1,1,1,1,1,
,,,,,festuca californica subsp. parishii,ELIM,festuca californica subsp. parishii,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca microstachys,KEEP,festuca microstachys,,,6,1,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia microstachys,KEEP,festuca microstachys,,,6,1,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia microstachys var. ciliata,KEEP,festuca microstachys,,,6,1,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia microstachys var. microstachys,KEEP,festuca microstachys,,,6,1,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia microstachys var. pauciflora,KEEP,festuca microstachys,,,6,1,1,1,1,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca megalura,KEEP,festuca myuros,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca myuros,KEEP,festuca myuros,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca myuros var. hirsuta,KEEP,festuca myuros,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia myuros,KEEP,festuca myuros,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia myuros f. hirsuta,KEEP,festuca myuros,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia myuros f. megalura,KEEP,festuca myuros,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia myuros var. hirsuta,KEEP,festuca myuros,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia myuros var. megalura,KEEP,festuca myuros,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia myuros var. myuros,KEEP,festuca myuros,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca octoflora,KEEP,festuca octoflora,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca octoflora var. hirtella,KEEP,festuca octoflora,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca octoflora var. octoflora,KEEP,festuca octoflora,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia octoflora,KEEP,festuca octoflora,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia octoflora var. glauca,KEEP,festuca octoflora,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia octoflora var. hirtella,KEEP,festuca octoflora,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,vulpia octoflora var. octoflora,KEEP,festuca octoflora,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium multiflorum,KEEP,festuca perennis,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium perenne,KEEP,festuca perennis,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium perenne subsp. multiflorum,KEEP,festuca perennis,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium perenne subsp. perenne,KEEP,festuca perennis,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca perennis,KEEP,festuca perennis,,,8,1,1,1,1,1,1,1,1,
,,,,,lolium rigidum,ELIM,festuca rigida,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium temulentum,KEEP,festuca temulenta,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca temulenta,KEEP,festuca temulenta,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca temulentum,KEEP,festuca temulenta,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,ficus carica,KEEP,ficus carica,,,4,1,,1,,,,1,1,
,,,,,ficus macrophylla,ELIM,ficus macrophylla,,,0,,,,,,,,,
,,,,,ficus palmeri,,ficus palmeri,,Yes,0,,,,,,,,,
,,,,,ficus subcordata,,ficus subcordata,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,foeniculum vulgare,KEEP,foeniculum vulgare,,,6,1,1,1,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,frangula californica,KEEP,frangula californica subsp. californica,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,frangula californica subsp. californica,KEEP,frangula californica subsp. californica,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus californica,KEEP,frangula californica subsp. californica,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus californica subsp. californica,KEEP,frangula californica subsp. californica,,,1,,,1,,,,,,
,,,,,frangula californica subsp. tomentella,ELIM,frangula californica subsp. tomentella,,,0,,,,,,,,,
,,,,,rhamnus tomentella subsp. tomentella,ELIM,frangula californica subsp. tomentella,,,0,,,,,,,,,
,,,,,frankenia grandiflora,,frankenia grandiflora,,Yes,0,,,,,,,,,
,,,,,frankenia grandifolia var. grandifolia,,frankenia grandifolia var. grandifolia,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Frankeniaceae,frankenia grandifolia,KEEP,frankenia salina,,,7,1,1,1,1,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Frankeniaceae,frankenia salina,KEEP,frankenia salina,,,7,1,1,1,1,,1,1,1,
,,,,,franseria bipinnatifida var. dubia,,franseria bipinnatifida var. dubia,,Yes,0,,,,,,,,,
,,,,,franseria chamissonis var. viscida,,franseria chamissonis var. viscida,,Yes,0,,,,,,,,,
,,,,,fraxinus dipetala,ELIM,fraxinus dipetala,,,0,,,,,,,,,
,,,,,fraxinus parryi,,fraxinus parryi,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,fraxinus uhdei,KEEP,fraxinus uhdei,,,1,,,,,,,,1,
,,,,,funastrum hartwegii,ELIM,funastrum hartwegii,,,0,,,,,,,,,
,,,,,gaillardia pulchella,ELIM,gaillardia pulchella,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium angustifolium,KEEP,galium angustifolium,,assign subsp by island,0,,,,,,,,,assign subsp by island
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium angustifolium subsp. angustifolium,KEEP,galium angustifolium,,assign subsp by island,0,,,,,,,,,assign subsp by island
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium angustifolium subsp. foliosum,KEEP,galium angustifolium,,assign subsp by island,0,,,,,,,,,assign subsp by island
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium angustifolium var. foliosum,KEEP,galium angustifolium,,assign subsp by island,0,,,,,,,,,assign subsp by island
,,,,,galium angustifolium subsp. onycense,ELIM,galium angustifolium subsp. onycense,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium aparine,KEEP,galium aparine,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium aparine var. echinospermum,KEEP,galium aparine,,,8,1,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium aparine var. vaillantii,KEEP,galium aparine,,,8,1,1,1,1,1,1,1,1,
,,,,,galium aparine var. spurium,,galium aparine var. spurium,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium buxifolium,KEEP,galium buxifolium,,,3,1,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium californicum,KEEP,galium californicum,,,3,1,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium californicum subsp. flaccidum,KEEP,galium californicum subsp. flaccidum,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium californicum subsp. miguelense,KEEP,galium californicum subsp. miguelense,,,2,1,1,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium catalinense,KEEP,galium catalinense,,assign subsp by island,0,,,,,,,,,assign subsp by island
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium catalinense subsp. acrispum,KEEP,galium catalinense,,assign subsp by island,0,,,,,,,,,assign subsp by island
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium catalinense subsp. catalinense,KEEP,galium catalinense,,assign subsp by island,0,,,,,,,,,assign subsp by island
,,,,,galium miguelense var. miguelense,,galium miguelense var. miguelense,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium murale,KEEP,galium murale,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium nuttallii,KEEP,galium nuttallii subsp. insulare,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium nuttallii subsp. insulare,KEEP,galium nuttallii subsp. insulare,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium nuttallii var. insulare,KEEP,galium nuttallii subsp. insulare,,,3,,1,1,,,,,1,
,,,,,galium nuttallii?,ELIM,galium nuttallii?,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium parisiense,KEEP,galium parisiense,,,2,,1,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium porrigens,KEEP,galium porrigens var. porrigens,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium porrigens var. porrigens,KEEP,galium porrigens var. porrigens,,,3,,1,1,,,,,1,
,,,,,galphimia angustifolia,ELIM,galphimia angustifolia,,,0,,,,,,,,,
,,,,,galvesia speciosa,,galvesia speciosa,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,galvezia speciosa,KEEP,gambelia speciosa,,,3,,,,,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gambelia speciosa,KEEP,gambelia speciosa,,,3,,,,,1,,1,1,
,,,,,gamochaeta coarctata,ELIM,gamochaeta coarctata,,,0,,,,,,,,,
,,,,,gamochaeta pensylvanica,ELIM,gamochaeta pensylvanica,,,0,,,,,,,,,
,,,,,gamochaeta purpurea,ELIM,gamochaeta purpurea,,,0,,,,,,,,,
,,,,,gnaphalium purpureum,ELIM,gamochaeta purpurea,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gamochaeta ustulata,KEEP,gamochaeta ustulata,,,5,1,1,1,1,,,,1,
,,,,,garrya elliptica,ELIM,garrya elliptica,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Garryales,Garryaceae,garrya veatchii,KEEP,garrya veatchii,,,1,,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,gastridium phleoides,KEEP,gastridium phleoides,,,4,,1,1,,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,gastridium ventricosum,KEEP,gastridium phleoides,,,4,,1,1,,,,1,1,
,,,,,gayophytum diffusum subsp. parviflorum,ELIM,gayophytum diffusum subsp. parviflorum,,,0,,,,,,,,,
,,,,,gazania linearis,ELIM,gazania linearis,,,0,,,,,,,,,
,,,,,gazania rigens,ELIM,gazania rigens,,,0,,,,,,,,,
,,,,,genista canariensis,ELIM,genista canariensis,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,cytisus linifolius,KEEP,genista linifolia,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,genista linifolia,KEEP,genista linifolia,,,1,,,,,,,,1,
,,,,,genista maderensis,ELIM,genista maderensis,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,cytisus monspessulanus,KEEP,genista monspessulana,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,genista monspessulana,KEEP,genista monspessulana,,,1,,,,,,,,1,
,,,,,geranium californicum,ELIM,geranium californicum,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,geranium carolinianum,KEEP,geranium carolinianum,,,3,,1,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,geranium dissectum,KEEP,geranium dissectum,,,2,,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,geranium molle,KEEP,geranium molle,,,2,,,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,geranium pusillum,,geranium pusillum,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia achilleifolia,KEEP,gilia achilleifolia subsp. multicaulis,,,2,,1,,,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia achilleifolia subsp. multicaulis,KEEP,gilia achilleifolia subsp. multicaulis,,,2,,1,,,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia multicaulis,KEEP,gilia achilleifolia subsp. multicaulis,,,2,,1,,,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia angelensis,KEEP,gilia angelensis,,,2,,,1,,,,,1,
,,,,,saltugilia australis,ELIM,gilia australis,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia capitata,KEEP,gilia capitata subsp. abrotanifolia,,,2,,,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia capitata subsp. abrotanifolia,KEEP,gilia capitata subsp. abrotanifolia,,,2,,,1,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia clivorum,KEEP,gilia clivorum,,,5,1,1,1,1,,,,1,
,,,,,gilia hoffmanni,,gilia hoffmanni,,Yes,0,,,,,,,,,
,,,,,gilia millefoliata,ELIM,gilia millefoliata,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia nevinii,KEEP,gilia nevinii,,,7,,1,1,1,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia tenuiflora,KEEP,gilia tenuiflora,,,1,,1,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,gilia tenuiflora subsp. hoffmannii,KEEP,gilia tenuiflora subsp. hoffmannii,,,1,,1,,,,,,,
,,,,,gilia traskiae,,gilia traskiae,,Yes,0,,,,,,,,,
,,,,,gilia tricolor subsp. diffusa,ELIM,gilia tricolor subsp. diffusa,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,githopsis diffusa subsp. diffusa,KEEP,githopsis diffusa subsp. diffusa,,,1,,,1,,,,,,
,,,,,glandularia aristigera,ELIM,glandularia aristigera,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,chrysanthemum coronarium,KEEP,glebionis coronaria,,,4,,,1,,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,glebionis coronaria,KEEP,glebionis coronaria,,,4,,,1,,,1,1,1,
,,,,,glebionis coronarium,,glebionis coronarium,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gnaphalium palustre,KEEP,gnaphalium palustre,,,4,,,1,,,1,1,1,
,,,,,gossypium darwinii,,gossypium darwinii,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,grindelia camporum,KEEP,grindelia camporum,,CHECK CLUMP,6,,1,1,1,,1,1,1,
,,,,,grindelia camporum var. bracteosa x stricta var. platyphylla,ELIM,grindelia camporum var. bracteosa x stricta var. platyphylla,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,grindelia camporum var. bracteosa,KEEP,grindelia hirsutula,,CHECK CLUMP,2,,1,,,,1,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,grindelia hirsutula,KEEP,grindelia hirsutula,,CHECK CLUMP,2,,1,,,,1,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,grindelia latifolia,KEEP,grindelia hirsutula,,CHECK CLUMP,2,,1,,,,1,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,grindelia latifolia subsp. platyphylla,KEEP,grindelia hirsutula,,CHECK CLUMP,2,,1,,,,1,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,grindelia robusta,KEEP,grindelia hirsutula,,CHECK CLUMP,2,,1,,,,1,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,grindelia stricta var. platyphylla,KEEP,grindelia hirsutula,,CHECK CLUMP,2,,1,,,,1,,,
,,,,,habenaria unalaschensis,,habenaria unalaschensis,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,hainardia cylindrica,KEEP,hainardia cylindrica,,,5,1,1,1,,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,monerma cylindrica,KEEP,hainardia cylindrica,,,5,1,1,1,,,,1,1,
,,,,,haplopappus menziesii,,haplopappus menziesii,,Yes,0,,,,,,,,,
,,,,,haplopappus traskae,,haplopappus traskae,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,harpagonella palmeri,KEEP,harpagonella palmeri,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,haplopappus canus,KEEP,hazardia cana,,,1,,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hazardia cana,KEEP,hazardia cana,,,1,,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,haplopappus detonsus,KEEP,hazardia detonsa,,,3,,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hazardia detonsa,KEEP,hazardia detonsa,,,3,,1,1,1,,,,,
,,,,,hazardia detonsa x h. squarrosa,,hazardia detonsa x h. squarrosa,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,haplopappus squarrosus subsp. grindelioides,KEEP,hazardia squarrosa var. grindelioides,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hazardia squarrosa,KEEP,hazardia squarrosa var. grindelioides,,,5,1,1,1,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hazardia squarrosa var. grindelioides,KEEP,hazardia squarrosa var. grindelioides,,,5,1,1,1,1,,,,1,
,,,,,haplopappus squarrosus,ELIM,hazardia squarrosa var. squarrosa,,,0,,,,,,,,,
,,,,,hazardia squarrosa var. squarrosa,ELIM,hazardia squarrosa var. squarrosa,,,0,,,,,,,,,
,,,,,hedera canariensis,ELIM,hedera canariensis,,,0,,,,,,,,,
,,,,,hedera helix,ELIM,hedera helix,,,0,,,,,,,,,
,,,,,hedyotis brevipes,,hedyotis brevipes,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hedypnois rhagadioloides,KEEP,hedypnois cretica,,,3,,,,,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hedypnois cretica,KEEP,hedypnois rhagadioloides,,,3,,,,,1,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,helenium puberulum,KEEP,helenium puberulum,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,helianthus annuus,KEEP,helianthus annuus,,,5,,,1,1,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,helianthus annuus subsp. lenticularis,KEEP,helianthus annuus,,,5,,,1,1,,1,1,1,
,,,,,helichrysum luteoalbum,,helichrysum luteoalbum,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropaceae,heliotropium curassavicum,KEEP,heliotropium curassavicum var. oculatum,,,7,1,1,1,1,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropaceae,heliotropium curassavicum var. oculatum,KEEP,heliotropium curassavicum var. oculatum,,,7,1,1,1,1,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,helminthotheca echioides,KEEP,helminthotheca echioides,,,3,,,1,,,1,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,picris echioides,KEEP,helminthotheca echioides,,,3,,,1,,,1,,1,
,,,,,hemizonia clevelandii,ELIM,hemizonia congesta subsp. clevelandii,,,0,,,,,,,,,
,,,,,henrya laxa,,henrya laxa,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,herniaria cinerea,KEEP,herniaria hirsuta var. cinerea,,,6,1,1,,,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,herniaria hirsuta,KEEP,herniaria hirsuta var. cinerea,,,6,1,1,,,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,herniaria hirsuta subsp. cinerea,KEEP,herniaria hirsuta var. cinerea,,,6,1,1,,,1,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,herniaria hirsuta var. cinerea,KEEP,herniaria hirsuta var. cinerea,,,6,1,1,,,1,1,1,1,
,,,,,herniaria hirsuta var. hirsuta,ELIM,herniaria hirsuta var. hirsuta,,,0,,,,,,,,,
,,,,,hesperaloe parviflora,ELIM,hesperaloe parviflora,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hesperevax sparsiflora,KEEP,hesperevax sparsiflora,,,2,,1,,,,,1,,
,,,,,hesperevax sparsiflora var. sparsiflora,ELIM,hesperevax sparsiflora var. sparsiflora,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,hesperocnide tenella,KEEP,hesperocnide tenella,,,5,,1,1,,1,,1,1,
Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,cupressus macrocarpa,KEEP,hesperocyparis macrocarpa,,,3,,1,1,1,,,,,
Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,hesperocyparis macrocarpa,KEEP,hesperocyparis macrocarpa,,,3,,1,1,1,,,,,
,,,,,hesperocyparis stephensonii,,hesperocyparis stephensonii,,Yes,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,hesperolinon micranthum,KEEP,hesperolinon micranthum,,,1,,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,heteromeles arbutifolia,KEEP,heteromeles arbutifolia,,,7,1,1,1,1,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,heteromeles arbutifolia var. arbutifolia,KEEP,heteromeles arbutifolia,,,7,1,1,1,1,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,heteromeles arbutifolia var. macrocarpa,KEEP,heteromeles arbutifolia,,,7,1,1,1,1,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,photinia arbutifolia,KEEP,heteromeles arbutifolia,,,7,1,1,1,1,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,photinia arbutifolia var. macrocarpa,KEEP,heteromeles arbutifolia,,,7,1,1,1,1,,1,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,heterotheca grandiflora,KEEP,heterotheca grandiflora,,,5,,1,1,,,1,1,1,
,,,,,heuchera abramsii,ELIM,heuchera abramsii,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,heuchera maxima,KEEP,heuchera maxima,,,3,,1,1,1,,,,,
,,,,,heuchera pilosissima,ELIM,heuchera pilosissima,,,0,,,,,,,,,
,,,,,hibiscus denudatus,ELIM,hibiscus denudatus,,,0,,,,,,,,,
,,,,,hibiscus rosa-sinensis,ELIM,hibiscus rosa-sinensis,,,0,,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hieracium argutum,KEEP,hieracium argutum,,,2,,1,1,,,,,,
