record,source,processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,acceptedFamily,subfamily_taxID,subfamily_name,genus_taxID,genus_name,acceptedGenus,species_taxID,species_name,acceptedName,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,island,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers,sequenceID,markercode,genbank_accession,nucleotides,trace_ids,trace_names,trace_links,run_dates,sequencing_centers,directions,seq_primers,marker_codes
occurrence,BOLD,PNAJS266-09,USNM ENT 00257938,1196081,USNM ENT 00257938,,"Canadian National Collection of Insects, Arachnids and Nematodes",,,20,Arthropoda,82,Insecta,127,Diptera,1823,Syrphidae,Syrphidae,5924,Syrphinae,6478,Platycheirus,Platycheirus,202387,Platycheirus obscurus,Platycheirus obscurus,,,J. R. Vockeroth,,"Say, 1824",,,,,D.R.Miller,,,,,,,A,F,S,,,,,,34.0479,-120.356,,,,,,,United States,California,San Miguel Island,San Miguel,,Cuyler Harbor,,,,,,,,,,,,,,,,,,,,,
