...1,source,month,year,island,class,acceptedGenus,acceptedName,latitude,longitude,type,Lat_alb,Lon_alb,Id,ISL_NAME,geometry
485,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
486,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
487,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
488,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
489,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
490,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
491,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
492,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
493,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
494,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
495,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
496,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
497,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
498,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
499,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
500,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
501,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
502,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
503,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
504,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
505,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
506,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
507,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
508,Cal-IBIS,2,1889,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
509,Cal-IBIS,6,1875,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0042572,-119.7336734,Collection,-445660.1979081952,24603.167105130065,0,Santa Cruz,"c(24603.1671051301, -445660.197908195)"
510,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.00052529,-119.7353814,Collection,-446074.5915655382,24446.538393692317,0,Santa Cruz,"c(24446.5383936923, -446074.591565538)"
511,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
512,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
513,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
514,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
515,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
516,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
517,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
518,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
519,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
520,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
521,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
522,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
523,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
524,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
525,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
526,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
527,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
528,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
529,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
530,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
531,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
532,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
533,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
534,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
535,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
536,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
537,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
538,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
539,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
540,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
541,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
542,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
543,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
544,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
545,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
546,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
547,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
548,Cal-IBIS,3,1950,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01819018,-119.6815974,Collection,-444099.87290563947,29408.724559094153,0,Santa Cruz,"c(29408.7245590942, -444099.872905639)"
549,Cal-IBIS,9,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
550,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
551,Cal-IBIS,9,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9962745,-119.7234391,Collection,-446542.9476642185,25551.1887969738,0,Santa Cruz,"c(25551.1887969738, -446542.947664218)"
552,Cal-IBIS,9,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0041224,-119.7061288,Collection,-445667.632683937,27147.76712413192,0,Santa Cruz,"c(27147.7671241319, -445667.632683937)"
553,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.00089725,-119.7393585,Collection,-446034.35079372814,24079.005289125245,0,Santa Cruz,"c(24079.0052891252, -446034.350793728)"
554,Cal-IBIS,9,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9962745,-119.7234391,Collection,-446542.9476642185,25551.1887969738,0,Santa Cruz,"c(25551.1887969738, -446542.947664218)"
555,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
556,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
557,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
558,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
559,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
560,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
561,Cal-IBIS,9,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
562,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
563,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
564,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
565,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
566,Cal-IBIS,9,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9962745,-119.7234391,Collection,-446542.9476642185,25551.1887969738,0,Santa Cruz,"c(25551.1887969738, -446542.947664218)"
567,Cal-IBIS,8,1948,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
568,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
569,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
570,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
571,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
572,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
573,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
574,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
575,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
576,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
577,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
578,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
579,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
580,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
581,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
582,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
583,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
584,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
585,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
586,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
587,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
588,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
589,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
590,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
591,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
592,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0195441,-119.6866125,Collection,-443951.2339409506,28945.018494860626,0,Santa Cruz,"c(28945.0184948606, -443951.233940951)"
593,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
594,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
595,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
596,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
597,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
598,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
599,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
600,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
601,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
602,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
603,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0327746,-119.7037621,Collection,-442488.7325577093,27356.471054104833,0,Santa Cruz,"c(27356.4710541048, -442488.732557709)"
604,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.02502978,-119.7095851,Collection,-443349.49355486035,26821.37187721889,0,Santa Cruz,"c(26821.3718772189, -443349.49355486)"
605,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.9878436,-119.7427335,Collection,-447483.13003669726,23771.140357529577,0,Santa Cruz,"c(23771.1403575296, -447483.130036697)"
606,Cal-IBIS,7,1928,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.02033908,-119.6868136,Collection,-443863.11277471343,28926.153314693227,0,Santa Cruz,"c(28926.1533146932, -443863.112774713)"
607,Cal-IBIS,8,1968,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0167,-119.7167,Collection,-444275.45797498524,26167.035692671696,0,Santa Cruz,"c(26167.0356926717, -444275.457974985)"
608,Cal-IBIS,8,1968,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0167,-119.7167,Collection,-444275.45797498524,26167.035692671696,0,Santa Cruz,"c(26167.0356926717, -444275.457974985)"
