...1,source,month,year,island,class,acceptedGenus,acceptedName,latitude,longitude,type,Lat_alb,Lon_alb,Id,ISL_NAME,geometry
1,iNaturalist,4,2012,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.329516,-118.33843,Observation,-519153.0514677274,154798.75779386974,0,Santa Catalina,"c(154798.75779387, -519153.051467727)"
2,iNaturalist,2,2013,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.329516,-118.33843,Observation,-519153.0514677274,154798.75779386974,0,Santa Catalina,"c(154798.75779387, -519153.051467727)"
3,iNaturalist,3,2017,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.36648667,-118.349735,Observation,-515074.3858924806,153674.3219587785,0,Santa Catalina,"c(153674.321958779, -515074.385892481)"
4,iNaturalist,3,2017,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.37056333,-118.35,Observation,-514623.0312152044,153641.7839675206,0,Santa Catalina,"c(153641.783967521, -514623.031215204)"
5,iNaturalist,12,2018,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.33052292,-118.3366818,Observation,-519038.6123348819,154959.65284614512,0,Santa Catalina,"c(154959.652846145, -519038.612334882)"
6,iNaturalist,4,2019,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.328605,-118.3411167,Observation,-519258.3883388038,154550.24582212497,0,Santa Catalina,"c(154550.245822125, -519258.388338804)"
7,iNaturalist,4,2019,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.32805333,-118.339715,Observation,-519317.23640821315,154681.89286905678,0,Santa Catalina,"c(154681.892869057, -519317.236408213)"
8,iNaturalist,4,2019,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.38699167,-118.406335,Observation,-512892.1004122542,148365.97679900398,0,Santa Catalina,"c(148365.976799004, -512892.100412254)"
9,iNaturalist,4,2019,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.36623667,-118.3497817,Observation,-515102.16704412736,153670.4559317568,0,Santa Catalina,"c(153670.455931757, -515102.167044127)"
10,iNaturalist,1,2019,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.40341837,-118.42493640000001,Observation,-511100.51166141033,146604.14874713015,0,Santa Catalina,"c(146604.14874713, -511100.51166141)"
11,iNaturalist,2,2019,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.40375137,-118.4156799,Observation,-511049.2502602739,147465.03073471674,0,Santa Catalina,"c(147465.030734717, -511049.250260274)"
12,iNaturalist,3,2019,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.35529762,-118.3608007,Observation,-516332.2468843907,152665.41691789465,0,Santa Catalina,"c(152665.416917895, -516332.246884391)"
13,iNaturalist,11,2015,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.4686361,-118.5321059,Observation,-504032.1785279573,136517.90194910154,0,Santa Catalina,"c(136517.901949102, -504032.178527957)"
15,iNaturalist,3,2016,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.46061026,-118.5252035,Observation,-504911.7919031745,137173.6300624782,0,Santa Catalina,"c(137173.630062478, -504911.791903174)"
16,iNaturalist,1,2019,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.40381128,-118.3704736,Observation,-510971.29372331314,151672.21099660915,0,Santa Catalina,"c(151672.210996609, -510971.293723313)"
17,iNaturalist,12,2019,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.34539898,-118.3295337,Observation,-517378.37791363895,155596.47326693643,0,Santa Catalina,"c(155596.473266936, -517378.377913639)"
18,iNaturalist,2,2017,Santa Catalina,Amphibia,Batrachoseps,Batrachoseps major,33.3436,-118.3298333,Observation,-517578.22951040417,155572.08208190656,0,Santa Catalina,"c(155572.082081907, -517578.229510404)"
19,iNaturalist,6,2008,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.007360920000004,-119.7598206,Observation,-445322.3769853739,22186.830331953395,0,Santa Cruz,"c(22186.8303319534, -445322.376985374)"
20,iNaturalist,6,2008,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,33.99976606,-119.7151327,Observation,-446153.3858789061,26317.44294857804,0,Santa Cruz,"c(26317.442948578, -446153.385878906)"
21,iNaturalist,3,2017,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03463056,-119.566625,Observation,-442234.13035447104,40019.55816368709,0,Santa Cruz,"c(40019.5581636871, -442234.130354471)"
22,iNaturalist,3,2017,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01766861,-119.6819171,Observation,-444157.82663468504,29379.390216318927,0,Santa Cruz,"c(29379.3902163189, -444157.826634685)"
23,iNaturalist,4,2018,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03107,-119.7951783,Observation,-442700.12478167145,18914.94868630093,0,Santa Cruz,"c(18914.9486863009, -442700.124781671)"
24,iNaturalist,4,2018,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.031005,-119.7949567,Observation,-442707.2907324624,18935.42864519826,0,Santa Cruz,"c(18935.4286451983, -442707.290732462)"
25,iNaturalist,4,2018,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,33.99272833,-119.70785,Observation,-446931.97331565944,26992.65802171586,0,Santa Cruz,"c(26992.6580217159, -446931.973315659)"
26,iNaturalist,4,2018,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00847333,-119.7714117,Observation,-445201.63215461094,21115.794628471867,0,Santa Cruz,"c(21115.7946284719, -445201.632154611)"
27,iNaturalist,4,2018,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00835833,-119.7712883,Observation,-445214.3608196713,21127.224427017452,0,Santa Cruz,"c(21127.2244270175, -445214.360819671)"
28,iNaturalist,4,2019,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.011745,-119.7844767,Observation,-444841.5542732291,19908.09525586858,0,Santa Cruz,"c(19908.0952558686, -444841.554273229)"
29,iNaturalist,12,2019,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,33.9914093,-119.686348,Observation,-447071.9341327897,28979.77250587123,0,Santa Cruz,"c(28979.7725058712, -447071.93413279)"
30,iNaturalist,1,2020,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.0191815,-119.684956,Observation,-443990.94797193166,29098.14882826338,0,Santa Cruz,"c(29098.1488282634, -443990.947971932)"
31,iNaturalist,2,2021,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01797778,-119.6910694,Observation,-444126.32759080734,28533.939007534645,0,Santa Cruz,"c(28533.9390075346, -444126.327590807)"
32,iNaturalist,2,2021,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01780564,-119.6829973,Observation,-444142.960892227,29279.568236919575,0,Santa Cruz,"c(29279.5682369196, -444142.960892227)"
33,iNaturalist,2,2021,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01906673,-119.687839,Observation,-444004.55952149676,28831.91156325521,0,Santa Cruz,"c(28831.9115632552, -444004.559521497)"
34,iNaturalist,3,2017,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,33.99700333,-119.7284917,Observation,-446463.4539870876,25084.153839107512,0,Santa Cruz,"c(25084.1538391075, -446463.453987088)"
37,iNaturalist,3,2018,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps pacificus,33.97877527,-119.7383672,Observation,-448487.88431194285,24177.356402819303,0,Santa Cruz,"c(24177.3564028193, -448487.884311943)"
38,iNaturalist,4,2010,Santa Catalina,Amphibia,Rana,Rana catesbeianus,33.351278,-118.362215,Observation,-516779.97849249933,152541.40626448343,0,Santa Catalina,"c(152541.406264483, -516779.978492499)"
39,iNaturalist,4,2012,Santa Catalina,Amphibia,Rana,Rana catesbeianus,33.352872,-118.361079,Observation,-516601.5029641902,152644.14751886736,0,Santa Catalina,"c(152644.147518867, -516601.50296419)"
40,iNaturalist,4,2012,Santa Catalina,Amphibia,Rana,Rana catesbeianus,33.352872,-118.361079,Observation,-516601.5029641902,152644.14751886736,0,Santa Catalina,"c(152644.147518867, -516601.50296419)"
41,iNaturalist,7,2012,Santa Catalina,Amphibia,Rana,Rana catesbeianus,33.352872,-118.361079,Observation,-516601.5029641902,152644.14751886736,0,Santa Catalina,"c(152644.147518867, -516601.50296419)"
42,iNaturalist,7,2012,Santa Catalina,Amphibia,Rana,Rana catesbeianus,33.352872,-118.361079,Observation,-516601.5029641902,152644.14751886736,0,Santa Catalina,"c(152644.147518867, -516601.50296419)"
43,iNaturalist,5,2018,Santa Catalina,Amphibia,Rana,Rana catesbeianus,33.35455517,-118.4443002,Observation,-516545.55759901507,144890.82974619328,0,Santa Catalina,"c(144890.829746193, -516545.557599015)"
44,iNaturalist,6,2018,Santa Catalina,Amphibia,Rana,Rana catesbeianus,33.35368705,-118.4395757,Observation,-516634.5331195975,145332.3921737683,0,Santa Catalina,"c(145332.392173768, -516634.533119597)"
45,iNaturalist,4,2019,Santa Catalina,Amphibia,Rana,Rana catesbeianus,33.35206223,-118.4319,Observation,-516802.80314019043,146050.1931391138,0,Santa Catalina,"c(146050.193139114, -516802.80314019)"
46,iNaturalist,4,1985,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.99739444,-119.7253873,Observation,-446419.24540108955,25370.837205719694,0,Santa Cruz,"c(25370.8372057197, -446419.24540109)"
47,iNaturalist,4,2010,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.335505,-118.341789,Observation,-518494.8481322974,154474.24230018115,0,Santa Catalina,"c(154474.242300181, -518494.848132297)"
48,iNaturalist,9,2012,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.999012,-119.715363,Observation,-446237.0914816996,26296.41787763735,0,Santa Cruz,"c(26296.4178776373, -446237.0914817)"
49,iNaturalist,10,2014,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.964274,-119.755332,Observation,-450100.52943939297,22613.802192560775,0,Santa Cruz,"c(22613.8021925608, -450100.529439393)"
50,iNaturalist,2,2015,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.019372,-119.684243,Observation,-443969.5978460666,29163.93243871099,0,Santa Cruz,"c(29163.932438711, -443969.597846067)"
51,iNaturalist,7,2015,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.008548330000004,-119.7466017,Observation,-445187.4873665855,23407.58557160118,0,Santa Cruz,"c(23407.5855716012, -445187.487366586)"
52,iNaturalist,3,2016,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.009376,-119.746943,Observation,-445095.76385904476,23375.813121996744,0,Santa Cruz,"c(23375.8131219967, -445095.763859045)"
53,iNaturalist,5,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.009696,-120.093956,Observation,-445087.1644710726,-8679.037704627017,0,Santa Rosa,"c(-8679.03770462702, -445087.164471073)"
54,iNaturalist,4,2017,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.99304602,-120.0404835,Observation,-446937.52470023,-3740.3887428092735,0,Santa Rosa,"c(-3740.38874280927, -446937.52470023)"
55,iNaturalist,8,2018,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.44429045,-118.480901,Observation,-506655.56000747066,141322.92744670255,0,Santa Catalina,"c(141322.927446703, -506655.560007471)"
56,iNaturalist,10,2007,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.02219736,-119.8699514,Observation,-443696.5220021745,12011.13091504463,0,Santa Cruz,"c(12011.1309150446, -443696.522002175)"
57,iNaturalist,6,2008,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.97311118,-119.709928,Observation,-449108.4924320979,26807.32306171215,0,Santa Cruz,"c(26807.3230617122, -449108.492432098)"
58,iNaturalist,6,2008,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.97311118,-119.709928,Observation,-449108.4924320979,26807.32306171215,0,Santa Cruz,"c(26807.3230617122, -449108.492432098)"
59,iNaturalist,7,2014,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.02186667,-119.8697889,Observation,-443733.18318536365,12026.189587665693,0,Santa Cruz,"c(12026.1895876657, -443733.183185364)"
60,iNaturalist,3,2015,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.98009342,-119.770546,Observation,-448349.37709847884,21203.38192385608,0,Santa Cruz,"c(21203.3819238561, -448349.377098479)"
61,iNaturalist,2,2015,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.018866,-119.683553,Observation,-444025.51296584774,29227.849288724767,0,Santa Cruz,"c(29227.8492887248, -444025.512965848)"
62,iNaturalist,11,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.0172,-120.0989083,Observation,-444254.3256542161,-9135.630097355244,0,Santa Rosa,"c(-9135.63009735524, -444254.325654216)"
63,iNaturalist,7,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.0172172,-120.0988411,Observation,-444252.4242269993,-9129.421206354222,0,Santa Rosa,"c(-9129.42120635422, -444252.424226999)"
64,iNaturalist,7,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.01718833,-120.0988685,Observation,-444255.6239766949,-9131.955335706189,0,Santa Rosa,"c(-9131.95533570619, -444255.623976695)"
65,iNaturalist,7,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.0171905,-120.0988721,Observation,-444255.3829239104,-9132.287597336703,0,Santa Rosa,"c(-9132.2875973367, -444255.38292391)"
66,iNaturalist,7,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.01720251,-120.0988571,Observation,-444254.0521661695,-9130.900738894838,0,Santa Rosa,"c(-9130.90073889484, -444254.05216617)"
67,iNaturalist,7,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.01776907,-120.0984369,Observation,-444191.247180189,-9092.023879408205,0,Santa Rosa,"c(-9092.02387940821, -444191.247180189)"
68,iNaturalist,7,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.01788154,-120.0983902,Observation,-444178.7759775352,-9087.697536094054,0,Santa Rosa,"c(-9087.69753609405, -444178.775977535)"
69,iNaturalist,7,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.01787391,-120.0983714,Observation,-444179.6241334914,-9085.961974523454,0,Santa Rosa,"c(-9085.96197452345, -444179.624133491)"
70,iNaturalist,7,2016,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.01787308,-120.0983498,Observation,-444179.7182706464,-9083.967011423374,0,Santa Rosa,"c(-9083.96701142337, -444179.718270646)"
71,iNaturalist,3,2017,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01880247,-119.6808881,Observation,-444031.734969581,29474.00902025468,0,Santa Cruz,"c(29474.0090202547, -444031.734969581)"
72,iNaturalist,5,2017,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01781036,-119.6824126,Observation,-444142.25659267884,29333.571384550036,0,Santa Cruz,"c(29333.57138455, -444142.256592679)"
73,iNaturalist,5,2017,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01780925,-119.6825199,Observation,-444142.41291106446,29323.661200772676,0,Santa Cruz,"c(29323.6612007727, -444142.412911064)"
74,iNaturalist,6,2017,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.01383141,-120.0946933,Observation,-444628.3814219199,-8746.686451850499,0,Santa Rosa,"c(-8746.6864518505, -444628.38142192)"
75,iNaturalist,6,2017,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01941375,-119.682532,Observation,-443964.4390185289,29321.947639830327,0,Santa Cruz,"c(29321.9476398303, -443964.439018529)"
76,iNaturalist,3,2017,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37705612,-118.3918533,Observation,-513970.4411955802,149732.73467548384,0,Santa Catalina,"c(149732.734675484, -513970.44119558)"
77,iNaturalist,4,2017,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.04132462,-119.582016,Observation,-441497.96666228306,38595.02815629219,0,Santa Cruz,"c(38595.0281562922, -441497.966662283)"
78,iNaturalist,6,2017,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37637329,-118.4773026,Observation,-514177.48289253935,141778.5650389401,0,Santa Catalina,"c(141778.56503894, -514177.482892539)"
79,iNaturalist,4,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.3931,-118.4134483,Observation,-512226.24272734905,147692.4798614552,0,Santa Catalina,"c(147692.479861455, -512226.242727349)"
80,iNaturalist,4,2019,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01778436,-119.6823978,Observation,-444145.13603612455,29334.948024636647,0,Santa Cruz,"c(29334.9480246366, -444145.136036125)"
81,iNaturalist,6,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.38788017,-118.3782537,Observation,-512749.30048177065,150978.33392157286,0,Santa Catalina,"c(150978.333921573, -512749.300481771)"
82,iNaturalist,6,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39193792,-118.3713011,Observation,-512288.502536973,151617.80454528163,0,Santa Catalina,"c(151617.804545282, -512288.502536973)"
83,iNaturalist,10,2019,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.99956,-119.7150133,Observation,-446176.20928334864,26328.542380051476,0,Santa Cruz,"c(26328.5423800515, -446176.209283349)"
84,iNaturalist,10,2019,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.99977,-119.7151117,Observation,-446152.9430172886,26319.381712843202,0,Santa Cruz,"c(26319.3817128432, -446152.943017289)"
85,iNaturalist,12,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.4447276,-118.4834719,Observation,-506610.93729160307,141083.00000929437,0,Santa Catalina,"c(141083.000009294, -506610.937291603)"
86,iNaturalist,12,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.4447276,-118.4834719,Observation,-506610.93729160307,141083.00000929437,0,Santa Catalina,"c(141083.000009294, -506610.937291603)"
88,iNaturalist,3,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37605676,-118.4309075,Observation,-514142.1252391166,146098.61123589595,0,Santa Catalina,"c(146098.611235896, -514142.125239117)"
89,iNaturalist,3,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46091584,-118.5242465,Observation,-504876.5368197686,137262.10801754452,0,Santa Catalina,"c(137262.108017545, -504876.536819769)"
90,iNaturalist,4,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.38722992,-118.4667816,Observation,-512958.4950618027,142738.63216412062,0,Santa Catalina,"c(142738.632164121, -512958.495061803)"
91,iNaturalist,4,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.38722992,-118.4667816,Observation,-512958.4950618027,142738.63216412062,0,Santa Catalina,"c(142738.632164121, -512958.495061803)"
92,iNaturalist,4,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.38737869,-118.4669037,Observation,-512942.19113692734,142726.9993261258,0,Santa Catalina,"c(142726.999326126, -512942.191136927)"
93,iNaturalist,4,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.3862114,-118.467865,Observation,-513073.00512727024,142639.60356146077,0,Santa Catalina,"c(142639.603561461, -513073.00512727)"
94,iNaturalist,4,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.38547134,-118.47258,Observation,-513162.1065551485,142202.0032420404,0,Santa Catalina,"c(142202.00324204, -513162.106555148)"
95,iNaturalist,4,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35720825,-118.3729172,Observation,-516139.947704291,151533.434162366,0,Santa Catalina,"c(151533.434162366, -516139.947704291)"
96,iNaturalist,5,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.99979401,-120.0594101,Observation,-446188.1034310525,-5488.603339690496,0,Santa Rosa,"c(-5488.6033396905, -446188.103431053)"
97,iNaturalist,5,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.95308304,-120.1147842,Observation,-451364.55637853127,-10610.61163570323,0,Santa Rosa,"c(-10610.6116357032, -451364.556378531)"
98,iNaturalist,5,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.95308304,-120.1147842,Observation,-451364.55637853127,-10610.61163570323,0,Santa Rosa,"c(-10610.6116357032, -451364.556378531)"
99,iNaturalist,5,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.98646164,-120.1383972,Observation,-447659.336449367,-12787.983285759628,0,Santa Rosa,"c(-12787.9832857596, -447659.336449367)"
100,iNaturalist,6,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.47248491,-118.5519349,Observation,-503633.9350162046,134667.3824091246,0,Santa Catalina,"c(134667.382409125, -503633.935016205)"
101,iNaturalist,11,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.99132976,-120.0472993,Observation,-447127.60314737447,-4370.215326973773,0,Santa Rosa,"c(-4370.21532697377, -447127.603147374)"
102,iNaturalist,11,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.98957121,-120.0485442,Observation,-447322.6054769838,-4485.337636085555,0,Santa Rosa,"c(-4485.33763608555, -447322.605476984)"
103,iNaturalist,11,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.98960012,-120.0485314,Observation,-447319.3993537845,-4484.1533133145285,0,Santa Rosa,"c(-4484.15331331453, -447319.399353785)"
104,iNaturalist,12,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.44471393,-118.4833178,Observation,-506612.223086515,141097.3589890551,0,Santa Catalina,"c(141097.358989055, -506612.223086515)"
105,iNaturalist,5,2020,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37976948,-118.4431588,Observation,-513749.4672968229,144951.23523378707,0,Santa Catalina,"c(144951.235233787, -513749.467296823)"
106,iNaturalist,6,2020,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01975833,-119.681075,Observation,-443925.7651226423,29456.38984582816,0,Santa Cruz,"c(29456.3898458282, -443925.765122642)"
107,iNaturalist,4,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.38736333,-118.4503117,Observation,-512918.78029669635,144271.5593513301,0,Santa Catalina,"c(144271.55935133, -512918.780296696)"
108,iNaturalist,4,2020,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0077726,-119.7465911,Observation,-445273.5310423421,23408.794730134574,0,Santa Cruz,"c(23408.7947301346, -445273.531042342)"
109,iNaturalist,8,2017,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.97484227,-120.1054061,Observation,-448952.07571091177,-9741.020432664864,0,Santa Rosa,"c(-9741.02043266486, -448952.075710912)"
110,iNaturalist,7,2018,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46296063,-118.54492,Observation,-504679.6155586969,135335.9072827575,0,Santa Catalina,"c(135335.907282757, -504679.615558697)"
111,iNaturalist,1,2017,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46929585,-118.5315776,Observation,-503958.29119986854,136565.89857586758,0,Santa Catalina,"c(136565.898575868, -503958.291199869)"
112,iNaturalist,5,2021,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.01353888,-120.0971362,Observation,-444660.6017419384,-8972.36684375476,0,Santa Rosa,"c(-8972.36684375476, -444660.601741938)"
113,iNaturalist,10,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37731667,-118.4612417,Observation,-514048.7878876971,143272.17000710106,0,Santa Catalina,"c(143272.170007101, -514048.787887697)"
114,iNaturalist,4,2016,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.00456945,-119.7473617,Observation,-445629.0232271864,23338.557058638675,0,Santa Cruz,"c(23338.5570586387, -445629.023227186)"
115,iNaturalist,4,2019,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37648291,-118.4738691,Observation,-514160.1938688108,142098.0355416652,0,Santa Catalina,"c(142098.035541665, -514160.193868811)"
116,iNaturalist,2,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.00775833,-120.0512612,Observation,-445305.1178847072,-4735.2894693605385,0,Santa Rosa,"c(-4735.28946936054, -445305.117884707)"
117,iNaturalist,1,2017,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46932414,-118.531738,Observation,-503955.3865778572,136550.9337183082,0,Santa Catalina,"c(136550.933718308, -503955.386577857)"
118,iNaturalist,6,2020,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.32607343,-118.3872943,Observation,-519613.15734747285,150253.29243754395,0,Santa Catalina,"c(150253.292437544, -519613.157347473)"
119,iNaturalist,6,2020,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01851667,-119.682625,Observation,-444063.975561033,29313.691122398886,0,Santa Cruz,"c(29313.6911223989, -444063.975561033)"
120,iNaturalist,3,2018,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.0406195,-119.5748583,Observation,-441573.2442715755,39256.288877191844,0,Santa Cruz,"c(39256.2888771918, -441573.244271575)"
121,iNaturalist,3,2017,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46715287,-118.5619219,Observation,-504239.0768817323,133747.64650644042,0,Santa Catalina,"c(133747.64650644, -504239.076881732)"
122,iNaturalist,3,2017,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46649916,-118.56259849999999,Observation,-504312.4883186198,133685.82314040035,0,Santa Catalina,"c(133685.8231404, -504312.48831862)"
123,iNaturalist,4,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.01482601,-120.0984171,Observation,-444517.7060275618,-9090.533955826235,0,Santa Rosa,"c(-9090.53395582623, -444517.706027562)"
124,iNaturalist,12,2019,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,34.01800833,-119.6826867,Observation,-444120.3817452141,29308.181071598432,0,Santa Cruz,"c(29308.1810715984, -444120.381745214)"
125,iNaturalist,1,2017,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46254809,-118.5446855,Observation,-504725.00633270806,135358.41818413464,0,Santa Catalina,"c(135358.418184135, -504725.006332708)"
126,iNaturalist,3,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,34.00076667,-120.0585333,Observation,-446080.26403479,-5407.533554126803,0,Santa Rosa,"c(-5407.5335541268, -446080.26403479)"
127,iNaturalist,3,2019,Santa Rosa,Amphibia,Pseudacris,Pseudacris regilla,33.99168089,-120.0600415,Observation,-447087.98887598887,-5547.505147994133,0,Santa Rosa,"c(-5547.50514799413, -447087.988875989)"
128,iNaturalist,8,2020,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.998905,-119.7152783,Observation,-446248.93661359604,26304.278574710384,0,Santa Cruz,"c(26304.2785747104, -446248.936613596)"
129,iNaturalist,8,2020,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.998905,-119.7152783,Observation,-446248.93661359604,26304.278574710384,0,Santa Cruz,"c(26304.2785747104, -446248.936613596)"
130,iNaturalist,8,2020,Santa Cruz,Amphibia,Pseudacris,Pseudacris regilla,33.99994667,-119.71502,Observation,-446133.3209904325,26327.79447967562,0,Santa Cruz,"c(26327.7944796756, -446133.320990433)"
