source,order,family,genus,specificEp,scientificName,yearpub,PUBL,year,month,ANA,BAR,CAT,CLE,CRU,MIG,NIC,ROS
lit,Diptera,Culicidae,Culiseta,inornata,Culiseta inornata,1973,Mosquito News,,,,,x,x,x,,x,x
lit,Diptera,Dolichopodidae,Hydrophorus,aestuum,Hydrophorus aestuum,1985,Flies Near. Reg.,,,,,,x,,,,
lit,Diptera,Dolichopodidae,Hydrophorus,eldoradensis,Hydrophorus eldoradensis,1985,Flies Near. Reg.,,,,,,x,,,,
lit,Diptera,Dolichopodidae,Hydrophorus,sp.,Hydrophorus sp.,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Diptera,Dolichopodidae,Medetera,aequalis,Medetera aequalis,1985,U.S. Dept. Agr. Tech. Bull.,,,,,,,x,,,
lit,Diptera,Dolichopodidae,Medetera,arnaudi,Medetera arnaudi,1985,U.S. Dept. Agr. Tech. Bull.,,,,,,,x,,,
lit,Diptera,Dolichopodidae,Medetera,postminima,Medetera postminima,1985,U.S. Dept. Agr. Tech. Bull.,,,,,,,x,,,
lit,Diptera,Dolichopodidae,Medetera,similis,Medetera similis,1985,U.S. Dept. Agr. Tech. Bull.,,,,,,,x,,,
lit,Diptera,Dolichopodidae,Tachytrechus,angustipennis,Tachytrechus angustipennis,1940,Proc. Sixth Pac. Sci. Cong.,1932,,,,,x,,,,
lit,Diptera,Drosophilidae,Drosophila,hamatofila,Drosophila hamatofila,1992,Drosophila inversion polymor.,,,,x,x,,x,,,
lit,Diptera,Drosophilidae,Drosophila,mettleri,Drosophila mettleri,1982,Ecol. Gen. & Evol.,1981,11,,,x,,,,,
lit,Diptera,Drosophilidae,Drosophila,mettleri,Drosophila mettleri,1989,"Genetics, speciation, and ...",,,,,x,,,,,
lit,Diptera,Drosophilidae,Drosophila,mojavensis,Drosophila mojavensis,1982,Ecol. Gen. & Evol.,1981,11,,,x,,,,,
lit,Diptera,Drosophilidae,Drosophila,mojavensis,Drosophila mojavensis,1992,Drosophila inversion polymor.,,,,,x,,,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1937,Genetics,,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1937,Biol. Bull.,,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1938,Genetics,,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1943,Univ. Texas Publ.,,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1944,Carn. Inst. Wash. Publ.,1940,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1948,Genetics,1940,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1952,Evolution in ... Drosophila,,,,,,,x,,,x
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1964,Evolution,1963,6,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1965,Genetics,,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1966,Evolution,,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1977,"M.S. thesis, Univ, Calif. Riv.",1974,8,,,,,,x,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1975,Evolution,1936,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1976,Genetics,,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1977,Genetics,,,,,,,x,,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1973,Evolution,,,,,,,x,,,x
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1978,J. Heredity,,,,,x,,x,x,,x
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1978,Genetics,,,,,,,x,x,,
lit,Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,1981,Genetics,,,,,,,,x,,
lit,Diptera,Empididae,Drapetis,sp.,Drapetis sp.,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Diptera,Empididae,Platypalpus,sp.,Platypalpus sp.,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Diptera,Empididae,Rhamphomyia,sp.,Rhamphomyia sp.,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,x,,
lit,Diptera,Ephydridae,Ephydra,millbrae,Ephydra millbrae,1971,Annals Ent. Soc. Amer.,,,,,,,x,,,
lit,Diptera,Ephydridae,Ilythea,spilota,Ilythea spilota,1964,Bull. S. Calif. Acad. Sci.,,,,,,,,,x,
lit,Diptera,Ephydridae,Mosillus (Gymnopa),tibialis,Mosillus (Gymnopa) tibialis,1964,Bull. S. Calif. Acad. Sci.,1939,,,,,,,,x,
lit,Diptera,Ephydridae,Ochthera,occidentalis,Ochthera occidentalis,1977,Trans. Amer. Ent. Soc.,,,,,,,,,,
lit,Diptera,Ephydridae,Parascatella,sp.,Parascatella sp.,1964,Bull. S. Calif. Acad. Sci.,,,,,,,,,x,
lit,Diptera,Ephydridae,Parydra (Parydra),aurata,Parydra (Parydra) aurata,1971,Mem. Amer. Ent. Soc.,,,,,,,,,,
lit,Diptera,Ephydridae,Pelina,subulata,Pelina subulata,1973,Trans. Amer. Ent. Soc.,,,,,,,,,,
lit,Diptera,Ephydridae,Scatella,paludum,Scatella paludum,1964,Bull. S. Calif. Acad. Sci.,,,,,,,,,x,
lit,Diptera,Ephydridae,Scatella,sp.,Scatella sp.,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Diptera,Ephydridae,Scatella,triseta,Scatella triseta,1978,Smith. Cont. Zool.,,,,,,,x,,,
lit,Diptera,Fanniidae,Fannia,canicularis,Fannia canicularis,1975,Bull. Calif. Insect Surv.,,,,,,x,,,,
lit,Diptera,Fanniidae,Fannia,sp.,Fannia sp.,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,x,
lit,Diptera,Hippoboscidae,Lipoptena,depressa,Lipoptena depressa,1957,Ent. Amer.,,,,,x,,,,,
lit,Diptera,Muscidae,Bigotomyia,californiensis,Bigotomyia californiensis,1975,Bull. Calif. Insect Surv.,,,,,,,x,,,
lit,Diptera,Muscidae,Coenosia (Coenosia),humilis,Coenosia (Coenosia) humilis,1975,Bull. Calif. Insect Surv.,,,,,x,,,,,
lit,Diptera,Muscidae,Coenosia (Neodexiopsis),occidentis,Coenosia (Neodexiopsis) occidentis,1975,Bull. Calif. Insect Surv.,,,,,,,x,,,
lit,Diptera,Muscidae,Dolichophaonia,texensis,Dolichophaonia texensis,1975,Bull. Calif. Insect Surv.,,,,,x,,,,,
lit,Diptera,Muscidae,Limnophora,discreta,Limnophora discreta,1975,Bull. Calif. Insect Surv.,,,,,,,x,,,
lit,Diptera,Muscidae,Macrorchis,majuscula,Macrorchis majuscula,1975,Bull. Calif. Insect Surv.,,,,,,,x,,,
lit,Diptera,Muscidae,Musca,domestica,Musca domestica,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Diptera,Muscidae,Ophyra,aenescens,Ophyra aenescens,1975,Bull. Calif. Insect Surv.,,,,,x,,,,,
lit,Diptera,Muscidae,Schoenomyza,dorsalis sulfuriceps,Schoenomyza dorsalis sulfuriceps,1964,Bull. S. Calif. Acad. Sci.,,,,,,,,,x,
lit,Diptera,Muscidae,Spilogona,sp.,Spilogona sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Diptera,Muscidae,Stomoxys,calcitrans,Stomoxys calcitrans,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Diptera,Muscidae,Tetramerinx,rufitibia,Tetramerinx rufitibia,1975,Bull. Calif. Insect Surv.,,,,,,,,x,x,
lit,Diptera,Muscidae,Tetramerinx,unica,Tetramerinx unica,1975,Bull. Calif. Insect Surv.,,,,,,,x,,,
lit,Diptera,Muscidae,Tetramerinx,unica,Tetramerinx unica,1989,"Bol. do Museu Nacional, Zool.",1929,,,,x,,,,,
lit,Diptera,Mydidae,Ectyphus,sp.,Ectyphus sp.,1892,Zoe,1892,8,,,x,,,,,
lit,Diptera,Neriidae,Odontoloxozus,longicornis,Odontoloxozus longicornis,1892,Zoe,1892,8,,,x,,,,,
lit,Diptera,Oestridae,,unidentified, unidentified,1963,Diamond,,,,,,,,,,x
lit,Diptera,Oestridae,"""probably"" Hypoderma",bovis or lineatum,"""probably"" Hypoderma bovis or lineatum",1965,J. Econ. Ent.,,,,,,,,,,x
lit,Diptera,Oestridae,Oestrus,ovis,Oestrus ovis,1969,Calif. Med.,,,,,x,,,,,
lit,Diptera,Oestridae,Oestrus,ovis,Oestrus ovis,1980,Calif. Ins.,,,,,,,,,,
lit,Diptera,Oestridae,Oestrus,ovis,Oestrus ovis,1982,Bull. S. Calif. Acad. Sci.,,,,,x,,,,,
lit,Diptera,Piophilidae,Piophila,casei,Piophila casei,1964,Bull. S. Calif. Acad. Sci.,,,,,,,,,x,
lit,Diptera,Rhagionidae,Dialysis,aldrichi,Dialysis aldrichi,1978,J. Kansas Ent. Soc.,,,,,,,x,,,
lit,Diptera,Sarcophagidae,Blaesoxipha,plinthopyga,Blaesoxipha plinthopyga,1916,Sarcophaga and allies N. Amer.,,,,,,,,,,
lit,Diptera,Sarcophagidae,Sarcophaga,sp.,Sarcophaga sp.,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,x,,
lit,Diptera,Scathophagidae,Scathophaga,stercoraria,Scathophaga stercoraria,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,x,,
lit,Diptera,Scathophagidae,Scathophaga,stercoraria,Scathophaga stercoraria,1985,Rev. Peruana Ent.,,,,,x,,,,,
lit,Diptera,Sciomyzidae,Dictya,montana,Dictya montana,1983,Bull. Calif. Insect Surv.,,,,,x,,,,,
lit,Diptera,Sphaeroceridae,Leptocera,johnsoni,Leptocera johnsoni,1982,Can. Ent.,,,,,,,,,x,
lit,Diptera,Sphaeroceridae,Leptocera,johnsoni,Leptocera johnsoni,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Diptera,Sphaeroceridae,Leptocera,sp.,Leptocera sp.,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,x,
lit,Diptera,Sphaeroceridae,Leptocera,sp.,Leptocera sp.,1964,Bull. S. Calif. Acad. Sci.,,,,,,,,,x,
lit,Diptera,Sphaeroceridae,Leptocera,sp.,Leptocera sp.,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Diptera,Stratiomyidae,Adoxomyia,lata,Adoxomyia lata,1943,Proc. Ent. Soc. Wash.,,,,,,,x,,,
lit,Diptera,Stratiomyidae,Adoxomyia,lata,Adoxomyia lata,1960,Bull. Calif. Insect Surv.,,,,,,,x,,,
lit,Diptera,Stratiomyidae,Euparyphus (Nigriparyphus,proxipalus proxipalus,Euparyphus (Nigriparyphus proxipalus proxipalus,1973,Melanderia,,,,,,,x,,,
lit,Diptera,Stratiomyidae,Odontomyia,pilosa,Odontomyia pilosa,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Diptera,Stratiomyidae,Odontomyia,pilosa,Odontomyia pilosa,1960,Bull. Calif. Insect Surv.,,,,,x,,,,,
lit,Diptera,Stratiomyidae,Stratiomys,maculosa,Stratiomys maculosa,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Diptera,Syrphidae,Allograpta,exotica,Allograpta exotica,1986,Psyche,,,,,,,,x,,
lit,Diptera,Syrphidae,Allograpta,micrura,Allograpta micrura,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,,,
lit,Diptera,Syrphidae,Allograpta,obliqua,Allograpta obliqua,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,,,
lit,Diptera,Syrphidae,Copestylum,avida,Copestylum avida,1892,Zoe,1892,8,,,x,,,,,
lit,Diptera,Syrphidae,Copestylum,avida,Copestylum avida,1916,Ent. News,,,,,,,,,,
lit,Diptera,Syrphidae,Copestylum,avidum,Copestylum avidum,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Diptera,Syrphidae,Copestylum,avidum,Copestylum avidum,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,,,
lit,Diptera,Syrphidae,Copestylum,fasciata,Copestylum fasciata,1916,Ent. News,,,,,,,,,,
lit,Diptera,Syrphidae,Copestylum,lentum,Copestylum lentum,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,,,
lit,Diptera,Syrphidae,Copestylum,lutzi,Copestylum lutzi,1967,Hilgardia,,,,,,,x,,,
lit,Diptera,Syrphidae,Copestylum,marginata,Copestylum marginata,1967,Hilgardia,,,,,,,x,,,
lit,Diptera,Syrphidae,Copestylum,marginatum,Copestylum marginatum,1892,Zoe,1892,8,,,x,,,,,
lit,Diptera,Syrphidae,Copestylum,marginatum,Copestylum marginatum,1916,Ent. News,,,,,,,,,,
lit,Diptera,Syrphidae,Copestylum,marginatum,Copestylum marginatum,1940,Proc. Sixth Pac. Sci. Cong.,1931,12,,,x,,,,,
lit,Diptera,Syrphidae,Copestylum,mexicana,Copestylum mexicana,1877,U.S. Geol. & Geog. Surv. Bull.,,,,,,,,,,x
lit,Diptera,Syrphidae,Copestylum,mexicana,Copestylum mexicana,1892,Zoe,1892,8,,,x,,,,,
lit,Diptera,Syrphidae,Copestylum,mexicana,Copestylum mexicana,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,x,,,,
lit,Diptera,Syrphidae,Copestylum,mexicana,Copestylum mexicana,1967,Hilgardia,,,,,,,x,,,
lit,Diptera,Syrphidae,Copestylum,mexicana,Copestylum mexicana,1986,Psyche,,,,,,,,x,,
lit,Diptera,Syrphidae,Copestylum,nigra,Copestylum nigra,1967,Hilgardia,,,,,,,x,,,
lit,Diptera,Syrphidae,Copestylum,satura,Copestylum satura,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,,,
lit,Diptera,Syrphidae,Eristalis,stipator,Eristalis stipator,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Diptera,Syrphidae,Metasyrphus,americanus,Metasyrphus americanus,1940,Proc. Sixth Pac. Sci. Cong.,1932,5,,,,x,,,,
lit,Diptera,Syrphidae,Metasyrphus,venablesi,Metasyrphus venablesi,1940,Proc. Sixth Pac. Sci. Cong.,1934,3,,,x,,,,,
lit,Diptera,Syrphidae,Paragus,haemorrhous,Paragus haemorrhous,1986,Can. Ent.,,,,,x,,,,,
lit,Diptera,Syrphidae,Paragus,tibialis,Paragus tibialis,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,x,,
lit,Diptera,Syrphidae,Platycheirus,sp.,Platycheirus sp.,1986,Psyche,,,,,,,,x,,
lit,Diptera,Syrphidae,Sphaerophoria,contiqua,Sphaerophoria contiqua,1973,Misc. Publ. Ent. Soc. Amer.,,,,,x,,x,,,
lit,Diptera,Syrphidae,Sphaerophoria,contiqua,Sphaerophoria contiqua,1986,Psyche,,,,,,,,x,,
lit,Diptera,Syrphidae,Sphaerophoria,sulphuripes,Sphaerophoria sulphuripes,1973,Misc. Publ. Ent. Soc. Amer.,,,,,,,x,,,
lit,Diptera,Syrphidae,Trimicra,pilipes,Trimicra pilipes,1877,U.S. Geol. & Geog. Surv. Bull.,1876,1,,,,,,,,x
lit,Diptera,Syrphidae,Volucella,tau,Volucella tau,1892,Zoe,1892,8,,,x,,,,,
lit,Diptera,Syrphidae,Volucella,tau,Volucella tau,1967,Hilgardia,,,,,,,x,,,
lit,Diptera,Tabanidae,Apatolestes,actites,Apatolestes actites,1980,Bull. Calif. Insect Surv.,,,,,,,x,,,
lit,Diptera,Tabanidae,Apatolestes,actites,Apatolestes actites,1981,Atala,,,,,,,x,,,
lit,Diptera,Tabanidae,Brennania,hera,Brennania hera,1980,Bull. Calif. Insect Surv.,,,,,,,,x,,
lit,Diptera,Tabanidae,Brennania,hera,Brennania hera,1981,Atala,,,,,,,,x,,
lit,Diptera,Tachinidae,,sp., sp.,1938,Bull. S. Calif. Acad. Sci.,,,,,x,,,,,
lit,Diptera,Tachinidae,Aplomya,theclarum,Aplomya theclarum,1987,Atala,,,,,x,,x,,,
lit,Diptera,Tachinidae,Cylindromyia,californica,Cylindromyia californica,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,x,,
lit,Diptera,Tachinidae,Cylindromyia,decora,Cylindromyia decora,1926,Proc. U. S. Natl. Mus.,,,,,,,,,,x
lit,Diptera,Tachinidae,Cylindromyia,decora,Cylindromyia decora,1969,Flies Western North Amer.,,,,,,,,,,x
lit,Diptera,Tachinidae,Peletieria,sp.,Peletieria sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Diptera,Tachinidae,Reinhardiana,sp. nr. petiolata,Reinhardiana sp. nr. petiolata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,,,
lit,Diptera,Tephritidae,Aciurina,thoracica,Aciurina thoracica,1986,Pan-Pac. Ent.,1983,4,,,,,x,,,
lit,Diptera,Tephritidae,Chetostoma,californicum,Chetostoma californicum,1986,Pan-Pac. Ent.,1978,9,,,,,x,,,
lit,Diptera,Tephritidae,Chetostoma,californicum,Chetostoma californicum,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Dioxyna,sororcula,Dioxyna sororcula,1963,Bull. Calif. Insect. Surv.,,,,,x,,,,,
lit,Diptera,Tephritidae,Dioxyna,sororcula,Dioxyna sororcula,1986,Pan-Pac. Ent.,1981,10,,,,,x,,,
lit,Diptera,Tephritidae,Dioxyna,sororcula,Dioxyna sororcula,1993,Handb. Fruit Flies Am. N. Mex.,,,x,x,x,x,x,,,x
lit,Diptera,Tephritidae,Euaresta,bellula,Euaresta bellula,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,x,x,x,x,
lit,Diptera,Tephritidae,Euaresta,bullans,Euaresta bullans,1963,Bull. Calif. Insect. Surv.,,,,,x,,,,,
lit,Diptera,Tephritidae,Euaresta,bullans,Euaresta bullans,1986,Pan-Pac. Ent.,1981,11,,,,,x,,,
lit,Diptera,Tephritidae,Euaresta,bullans,Euaresta bullans,1993,Handb. Fruit Flies Am. N. Mex.,,,,,x,,x,,,
lit,Diptera,Tephritidae,Euarestoides,acutangulus,Euarestoides acutangulus,1986,Pan-Pac. Ent.,1985,10,,,,,x,,,
lit,Diptera,Tephritidae,Euarestoides,acutangulus,Euarestoides acutangulus,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Euarestoides,arnaudi,Euarestoides arnaudi,1986,Pan-Pac. Ent.,1983,10,,,,,x,,,
lit,Diptera,Tephritidae,Euarestoides,arnaudi,Euarestoides arnaudi,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Eutreta,hespera,Eutreta hespera,1993,Handb. Fruit Flies Am. N. Mex.,,,x,,,,,,,
lit,Diptera,Tephritidae,Neaspilota,callistigma,Neaspilota callistigma,1986,Pan-Pac. Ent.,1983,10,,,,,x,,,
lit,Diptera,Tephritidae,Neaspilota,callistigma,Neaspilota callistigma,1989,Proc. Ent. Soc. Wash.,,,,,,,x,,,
lit,Diptera,Tephritidae,Neaspilota,callistigma,Neaspilota callistigma,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Neaspilota,vernoniae,Neaspilota vernoniae,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Neotephritis,finalis,Neotephritis finalis,1993,Handb. Fruit Flies Am. N. Mex.,,,,,x,,,,,
lit,Diptera,Tephritidae,Paroxyna,genalis,Paroxyna genalis,1974,Melanderia,,,,,,,x,,,
lit,Diptera,Tephritidae,Paroxyna,genalis,Paroxyna genalis,1985,Proc. Ent. Soc. Wash.,,,,,,,x,,,
lit,Diptera,Tephritidae,Paroxyna,genalis,Paroxyna genalis,1986,Pan-Pac. Ent.,,,,,,,x,,,
lit,Diptera,Tephritidae,Paroxyna,genalis,Paroxyna genalis,1986,Pan-Pac. Ent.,,,,,,,x,,,
lit,Diptera,Tephritidae,Paroxyna,genalis,Paroxyna genalis,1986,Pan-Pac. Ent.,,,,,,,x,,,
lit,Diptera,Tephritidae,Paroxyna,genalis,Paroxyna genalis,1993,Handb. Fruit Flies Am. N. Mex.,,,,x,x,x,x,,,
lit,Diptera,Tephritidae,Tephritis,araneosa,Tephritis araneosa,1985,Proc. Ent. Soc. Wash.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,araneosa,Tephritis araneosa,1986,Pan-Pac. Ent.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,baccharis,Tephritis baccharis,1986,Pan-Pac. Ent.,1985,10,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,baccharis,Tephritis baccharis,1989,Ann. Ent. Soc. Amer.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,baccharis,Tephritis baccharis,1991,Pan-Pac. Ent.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,baccharis,Tephritis baccharis,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,californica,Tephritis californica,1985,Proc. Ent. Soc. Wash.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,californica,Tephritis californica,1986,Pan-Pac. Ent.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,californica,Tephritis californica,1989,Ann. Ent. Soc. Amer.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,californica,Tephritis californica,1989,Ann. Ent. Soc. Amer.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,californica,Tephritis californica,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,stigmatica,Tephritis stigmatica,1986,Pan-Pac. Ent.,1985,10,,,,,x,,,
lit,Diptera,Tephritidae,Tephritis,stigmatica,Tephritis stigmatica,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tomoplagia,cressoni,Tomoplagia cressoni,1963,Bull. Calif. Insect. Surv.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tomoplagia,cressoni,Tomoplagia cressoni,1986,Pan-Pac. Ent.,,,,,,,x,,,
lit,Diptera,Tephritidae,Tomoplagia,cressoni,Tomoplagia cressoni,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,californica,Trupanea californica,1986,Pan-Pac. Ent.,1985,10,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,californica,Trupanea californica,1991,Proc. Ent. Soc. Wash.,,,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,californica,Trupanea californica,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,femoralis,Trupanea femoralis,1986,Pan-Pac. Ent.,1983,10,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,femoralis,Trupanea femoralis,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,maculigera,Trupanea maculigera,1986,Pan-Pac. Ent.,1981,10,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,maculigera,Trupanea maculigera,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,x,x,,,
lit,Diptera,Tephritidae,Trupanea,nigricornis,Trupanea nigricornis,1986,Pan-Pac. Ent.,1983,10,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,nigricornis,Trupanea nigricornis,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,radifera,Trupanea radifera,1986,Pan-Pac. Ent.,1985,10,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,radifera,Trupanea radifera,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,x,,
lit,Diptera,Tephritidae,Trupanea,signata,Trupanea signata,1986,Pan-Pac. Ent.,1983,10,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,signata,Trupanea signata,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,sp.,Trupanea sp.,1918,Pom. Coll. J. Ent. & Zool.,,,,,x,,,,,
lit,Diptera,Tephritidae,Trupanea,vicina,Trupanea vicina,1993,Handb. Fruit Flies Am. N. Mex.,,,,,x,,,,,
lit,Diptera,Tephritidae,Trupanea,wheeleri,Trupanea wheeleri,1963,Bull. Calif. Insect Surv.,,,,,x,,,,,
lit,Diptera,Tephritidae,Trupanea,wheeleri,Trupanea wheeleri,1986,Pan-Pac. Ent.,1985,10,,,,,x,,,
lit,Diptera,Tephritidae,Trupanea,wheeleri,Trupanea wheeleri,1993,Handb. Fruit Flies Am. N. Mex.,,,x,,x,,x,,x,
lit,Diptera,Tephritidae,Trupanea,wheeleri,Trupanea wheeleri,1992,Proc. Ent. Soc. Wash.,,,,,,,x,,,
lit,Diptera,Tephritidae,Urophora,formosa,Urophora formosa,1986,Pan-Pac. Ent.,1986,10,,,,,x,,,
lit,Diptera,Tephritidae,Urophora,formosa,Urophora formosa,1987,Proc. Ent. Soc. Wash.,,,,,,,x,,,
lit,Diptera,Tephritidae,Urophora,formosa,Urophora formosa,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,x,,,
lit,Diptera,Tephritidae,Valentibulla,californica,Valentibulla californica,1993,Handb. Fruit Flies Am. N. Mex.,,,,,,,,,,
lit,Diptera,Tephritidae,undetermined,sp.,undetermined sp.,1939,Sci.,,,,,,,,,,
lit,Diptera,Therevidae,Ozodiceromya,aldrichi,Ozodiceromya aldrichi,1923,Proc. U.S. Nat. Mus.,,,,,,,,,,x
lit,Diptera,Therevidae,Thereva,comata,Thereva comata,1923,Proc. U.S. Nat. Mus.,,,,,,,,x,,
lit,Diptera,Therevidae,Thereva,comata,Thereva comata,1940,Proc. Sixth Pac. Sci. Cong.,,5,,,,,,x,,
lit,Diptera,Tipulidae,Erioptera (Trimicra),pilipes,Erioptera (Trimicra) pilipes,1973,Great Basin Nat.,,,,,,,,,,
lit,Diptera,Tipulidae,Gonomyia,sp.,Gonomyia sp.,1964,Bull. S. Calif. Acad. Sci.,,,,,,,,,x,
lit,Diptera,Tipulidae,Gonomyia (G.),virgata,Gonomyia (G.) virgata,1967,Bull. Calif. Insect Surv.,,,,,,,,,x,
lit,Diptera,Tipulidae,Holorusia,hespera,Holorusia hespera,1967,Bull. Calif. Insect Surv.,,,,,,,x,,,
lit,Diptera,Tipulidae,Limonia (Dicranomyia),catalinae,Limonia (Dicranomyia) catalinae,NA,,,,,,,,,,,
lit,Diptera,Tipulidae,Limonia (Dicranomyia),defuncta concinna,Limonia (Dicranomyia) defuncta concinna,1973,Great Basin Nat.,,,,,,,,,,
lit,Diptera,Tipulidae,Limonia (Dicranomyia),stigmata,Limonia (Dicranomyia) stigmata,1944,Pom. Coll. J. Ent. & Zool.,,,,,x,,,,,
