source,order,family,genus,specificEp,scientificName,yearpub,PUBL,year,month,ANA,BAR,CAT,CLE,CRU,MIG,NIC,ROS
lit,Coleoptera,Hydrophilidae,Tropisternus,californicus,Tropisternus californicus,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Hydrophilidae,Tropisternus,californicus,Tropisternus californicus,1897,Can. Ent.,,,,,,,x,,,
lit,Coleoptera,Hydrophilidae,Tropisternus,californicus,Tropisternus californicus,1934,Can. Ent.,,,,,,,x,,,
lit,Coleoptera,Hydrophilidae,Tropisternus,ellipticus,Tropisternus ellipticus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Lathridiidae,Akalyptoischion,hormathos,Akalyptoischion hormathos,1976,"Occ. Pap. Ent., CDFA",,,,x,,,,,,
lit,Coleoptera,Lathridiidae,Akalyptoischion,hormathos,Akalyptoischion hormathos,1985,Ent. Calif. Ch. Isls. Proc.,1974,6,,x,,,,,,
lit,Coleoptera,Lathridiidae,Corticarina,fuscula,Corticarina fuscula,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,x,,
lit,Coleoptera,Lathridiidae,Corticarina,milleri,Corticarina milleri,1992,Coleop. Bull.,,,,x,,,,x,x,x
lit,Coleoptera,Lathridiidae,Corticarina,n. sp.,Corticarina n. sp.,1985,Ent. Calif. Ch. Isls. Proc.,1974,6,,x,,,,x,,
lit,Coleoptera,Lathridiidae,Corticarina,sp.,Corticarina sp.,1985,Ent. Calif. Ch. Isls. Proc.,1974,6,,x,,,,,,
lit,Coleoptera,Lathridiidae,Corticarina,sp.,Corticarina sp.,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Lathridiidae,Melanophthalma,americana,Melanophthalma americana,1897,Can. Ent.,,,,,x,x,,,,
lit,Coleoptera,Lathridiidae,Melanophthalma,casta,Melanophthalma casta,1985,Ent. Calif. Ch. Isls. Proc.,1974,6,,x,,,,,x,
lit,Coleoptera,Lathridiidae,Melanophthalma,insularis,Melanophthalma insularis,1899,Trans. Amer. Ent. Soc.,,,,,,x,,,,
lit,Coleoptera,Lathridiidae,Melanophthalma,insularis,Melanophthalma insularis,1901,Calif. Acad. Sci. Occ. Pap.,,,,,,x,,,,
lit,Coleoptera,Lathridiidae,Metophthalmus,rudis,Metophthalmus rudis,1976,Coleop. Bull.,,,,,,,x,,,
lit,Coleoptera,Lathridiidae,Stephostethus,costicollis,Stephostethus costicollis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Lathridiidae,Stephostethus,costicollis,Stephostethus costicollis,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Coleoptera,Lathridiidae,Stephostethus,liratus,Stephostethus liratus,1899,Trans. Amer. Ent. Soc.,,,,,x,,,,,
lit,Coleoptera,Meloidae,Cordylospasta,opaca,Cordylospasta opaca,1972,Can. Ent.,,,,,,,x,,,
lit,Coleoptera,Meloidae,Epicauta,puncticollis,Epicauta puncticollis,1979,Wasmann J. Biol.,,,,,,,,,,x
lit,Coleoptera,Meloidae,Meloe,barbarus,Meloe barbarus,1861,Proc. Acad. Nat. Sci. Phil.,,,,,,,x,,,
lit,Coleoptera,Meloidae,Meloe,barbarus,Meloe barbarus,1897,Can. Ent.,,,,x,,,,,,
lit,Coleoptera,Meloidae,Meloe,barbarus,Meloe barbarus,1970,Illinois Biol. Mono.,,,,x,x,x,,,,
lit,Coleoptera,Meloidae,Meloe,barbarus,Meloe barbarus,1901,Calif. Acad. Sci. Occ. Pap.,,,,x,,,,,,
lit,Coleoptera,Meloidae,Meloe,barbarus,Meloe barbarus,1928,Univ. Calif. Publ. Ent.,,,,x,,x,,,,
lit,Coleoptera,Meloidae,Meloe,barbarus,Meloe barbarus,1940,Proc. Sixth Pac. Sci. Cong.,,,,x,,,,x,,
lit,Coleoptera,Meloidae,Meloe,barbarus,Meloe barbarus,1897,Can. Ent.,,,,x,,,,,,
lit,Coleoptera,Meloidae,Meloe,barbarus,Meloe barbarus,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,x,x,x,,x,
lit,Coleoptera,Meloidae,Meloe,sp.,Meloe sp.,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Meloidae,Meloe,strigulosus,Meloe strigulosus,1970,Illinois Biol. Mono.,,,,,,,,x,,
lit,Coleoptera,Melyridae,Attalus,subfasciatus,Attalus subfasciatus,NA,,,,,,,,,,,
lit,Coleoptera,Melyridae,Attalus,transmarinus,Attalus transmarinus,1897,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Melyridae,Attalus,transmarinus,Attalus transmarinus,1898,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Melyridae,Attalus,transmarinus,Attalus transmarinus,1901,Calif. Acad. Sci. Occ. Pap.,,,,,,x,,,,
lit,Coleoptera,Melyridae,Attalus,transmarinus,Attalus transmarinus,1914,Trans. Ent. Soc. Lond.,,,,,,x,,,,
lit,Coleoptera,Melyridae,Collops,cribrosus,Collops cribrosus,1897,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Melyridae,Collops,crusoe,Collops crusoe,1910,Trans. Amer. Ent. Soc.,,,,,,,,,x,
lit,Coleoptera,Melyridae,Collops,crusoe,Collops crusoe,1912,J. New York Ent. Soc.,,,,,,,,,x,
lit,Coleoptera,Melyridae,Collops,crusoe,Collops crusoe,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,x,
lit,Coleoptera,Melyridae,Dasytastes,catalinae,Dasytastes catalinae,1866,Proc. Acad. Nat. Sci. Phil.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Dasytastes,catalinae,Dasytastes catalinae,1895,Ann. N. Y. Acad. Sci.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Dasytastes,catalinae,Dasytastes catalinae,1901,Calif. Acad. Sci. Occ. Pap.,,7,,,x,,,,,
lit,Coleoptera,Melyridae,Dasytastes,insularis,Dasytastes insularis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Dasytastes,insularis,Dasytastes insularis,1901,Calif. Acad. Sci. Occ. Pap.,,8,,,x,,,,,
lit,Coleoptera,Melyridae,Dasytastes,insularis,Dasytastes insularis,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Dasytes,clementae,Dasytes clementae,1897,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Melyridae,Dasytes,clementae,Dasytes clementae,1901,Calif. Acad. Sci. Occ. Pap.,,,,,,x,,,,
lit,Coleoptera,Melyridae,Dasytes,clementae,Dasytes clementae,1901,Calif. Acad. Sci. Occ. Pap.,,,,,,x,,,,
lit,Coleoptera,Melyridae,Dasytes,clementae,Dasytes clementae,1921,Stan. Univ. Pub. Biol.,,,,,,x,,,,
lit,Coleoptera,Melyridae,Dasytes,insularis,Dasytes insularis,1921,Stan. Univ. Pub. Biol.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Endeodes,basalis,Endeodes basalis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Endeodes,insularis,Endeodes insularis,1932,Pan-Pac. Ent.,,,,,,,,x,,
lit,Coleoptera,Melyridae,Endeodes,sp.,Endeodes sp.,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Endeodes,sp.,Endeodes sp.,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Endeodes,sp.2,Endeodes sp.2,1897,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Melyridae,Eschatocrepis,constrictus,Eschatocrepis constrictus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Eschatocrepis,constrictus,Eschatocrepis constrictus,1934,Can. Ent.,,,,,,,x,,,
lit,Coleoptera,Melyridae,Listrus,anacapensis,Listrus anacapensis,1924,Pan-Pac. Ent.,,,x,,,,,,,
lit,Coleoptera,Melyridae,Listrus,anacapensis,Listrus anacapensis,1937,Coleop. Cat.,,,x,,,,,,,
lit,Coleoptera,Melyridae,Listrus,coronadensis,Listrus coronadensis,1939,Trans. Amer. Ent. Soc.,1928,5,,,,,,,,
lit,Coleoptera,Melyridae,Listrus,interruptus,Listrus interruptus,1866,Proc. Acad. Nat. Sci. Phil.,,,,,,,x,,,
lit,Coleoptera,Melyridae,Listrus,interruptus,Listrus interruptus,1901,Calif. Acad. Sci. Occ. Pap.,,,,,,,x,,,
lit,Coleoptera,Melyridae,Listrus,sp.,Listrus sp.,1897,Can. Ent.,,,,,,x,,,,x
lit,Coleoptera,Melyridae,Listrus,sp.,Listrus sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,,,,,,
lit,Coleoptera,Melyridae,Microlipus,longicollus,Microlipus longicollus,1917,Trans. Amer. Ent. Soc.,,8,,,x,,,,,
lit,Coleoptera,Melyridae,Trichochrous,aenescens,Trichochrous aenescens,1866,Proc. Acad. Nat. Sci. Phil.,,,,,,,,,,
lit,Coleoptera,Melyridae,Trichochrous,aenescens,Trichochrous aenescens,1897,Can. Ent.,,,,x,,,,,,x
lit,Coleoptera,Melyridae,Trichochrous,calcaratus,Trichochrous calcaratus,1897,Can. Ent.,,,,,,,,,,x
lit,Coleoptera,Melyridae,Trichochrous,calcaratus,Trichochrous calcaratus,1934,Can. Ent.,,,,,,,x,,,x
lit,Coleoptera,Melyridae,Trichochrous,calcaratus,Trichochrous calcaratus,1940,Proc. Sixth Pac. Sci. Cong.,,,x,,,,x,x,,x
lit,Coleoptera,Melyridae,Trichochrous,lucidus,Trichochrous lucidus,1895,Ann. N. Y. Acad. Sci.,,,,,,,,,,
lit,Coleoptera,Melyridae,Trichochrous,pedalis,Trichochrous pedalis,1866,Proc. Acad. Nat. Sci. Phil.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Trichochrous,pedalis,Trichochrous pedalis,1895,Ann. N. Y. Acad. Sci.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Trichochrous,pedalis,Trichochrous pedalis,1897,Can. Ent.,,,,,x,x,,,,
lit,Coleoptera,Melyridae,Trichochrous,pedalis,Trichochrous pedalis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Trichochrous,pedalis,Trichochrous pedalis,1897,Can. Ent.,1875,,,,,,,,,
lit,Coleoptera,Melyridae,Trichochrous,pedalis,Trichochrous pedalis,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Trichochrous,pedalis,Trichochrous pedalis,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,x,,,,
lit,Coleoptera,Melyridae,Trichochrous,punctipennis,Trichochrous punctipennis,1866,Proc. Acad. Nat. Sci. Phil.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Trichochrous,punctipennis,Trichochrous punctipennis,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Trichochrous,punctipennis,Trichochrous punctipennis,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Melyridae,Trichochrous,sp.,Trichochrous sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,,,,,,
lit,Coleoptera,Melyridae,Trichochrous,sp. 1,Trichochrous sp. 1,1986,Psyche,,,,,,,,x,,
lit,Coleoptera,Melyridae,Trichochrous,sp. 1,Trichochrous sp. 1,1986,Psyche,1984,5,,,,,,,x,
lit,Coleoptera,Melyridae,Trichochrous,sp. 2,Trichochrous sp. 2,1986,Psyche,,,,,,,,x,,
lit,Coleoptera,Melyridae,Trichochrous (s. l.),sp.,Trichochrous (s. l.) sp.,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Mordellidae,Anaspis,collaris,Anaspis collaris,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Mordellidae,Anaspis,collaris,Anaspis collaris,1945,"Misc. Publ., Mus. Zool., UMich",,,,,x,,,,,
lit,Coleoptera,Mordellidae,Mordellistena,sp.,Mordellistena sp.,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Mordellidae,Mordellistena,sp.,Mordellistena sp.,1985,Ent. Calif. Ch. Isls. Proc.,1974,6,,x,,,,,,
lit,Coleoptera,Mordellidae,Mordellistena,sp.2,Mordellistena sp.2,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Nitidulidae,Amartus,tinctus,Amartus tinctus,1940,Proc. Sixth Pac. Sci. Cong.,1938,5,,,,,,x,,
lit,Coleoptera,Nitidulidae,Amartus,tinctus,Amartus tinctus,1981,Coleop. Bull.,,,,,,x,,,,x
lit,Coleoptera,Nitidulidae,Carpophilus,pallipennis,Carpophilus pallipennis,1876,App. JJ Ann. Rept. Eng.,,,,,,,x,,,
lit,Coleoptera,Nitidulidae,Carpophilus,pallipennis,Carpophilus pallipennis,1892,Zoe,1892,8,,,x,,,,,
lit,Coleoptera,Nitidulidae,Carpophilus,pallipennis,Carpophilus pallipennis,1897,Can. Ent.,,,,,,,x,,,
lit,Coleoptera,Nitidulidae,Carpophilus,pallipennis,Carpophilus pallipennis,1979,Plant Syst. Evol.,1953,5,,,x,,,,,
lit,Coleoptera,Nitidulidae,Carpophilus,pallipennis,Carpophilus pallipennis,1916,Ent. News,1915,8,,,,,,,,
lit,Coleoptera,Nitidulidae,Carpophilus,pallipennis,Carpophilus pallipennis,1934,Can. Ent.,1933,4,,,,,x,,,
lit,Coleoptera,Nitidulidae,Carpophilus,pallipennis,Carpophilus pallipennis,1979,Plant Syst. & Evol.,1953,5,,,x,,,,,
lit,Coleoptera,Nitidulidae,Carpophilus,pallipennis,Carpophilus pallipennis,1897,Can. Ent.,,,,,x,x,x,,,
lit,Coleoptera,Nitidulidae,Heterhelus,sericans,Heterhelus sericans,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Oedemeridae,Copidita,quadrimaculata,Copidita quadrimaculata,1982,"Tech. Rep., Allan Hancock, USC",,,,,x,,,,,
lit,Coleoptera,Ostomidae,Temnochila,chlorodia,Temnochila chlorodia,1897,Can. Ent.,1875,,,,,,,,,
lit,Coleoptera,Ostomidae,Temnochila,chlorodia,Temnochila chlorodia,1897,Can. Ent.,,,,,,,,,,
lit,Coleoptera,Ostomidae,Temnochila,chlorodia,Temnochila chlorodia,1971,Mem. Ent. Soc. Can.,,,,,,,x,,,
lit,Coleoptera,Ostomidae,Tenebroides,crassicornis,Tenebroides crassicornis,1971,Mem. Ent. Soc. Can.,,,,,,,x,,,
lit,Coleoptera,Pselaphidae,Actium,californicum,Actium californicum,1971,Univ. Calif. Publ. Ent.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,,sp., sp.,1974,Pan-Pac. Ent.,1972,4,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Aegialia,convexa,Aegialia convexa,1939,Bull. S. Calif. Acad. Sci.,1939,11,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Aegialia,convexa,Aegialia convexa,1988,Smith. Contr. Zool.,,,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Aegialia,nigrella,Aegialia nigrella,1988,Smith. Contr. Zool.,,,,,,,,,x,
lit,Coleoptera,Scarabaeidae,Aegialia,punctata,Aegialia punctata,1988,Smith. Contr. Zool.,,,,,,,,,x,
lit,Coleoptera,Scarabaeidae,Aphodius,granarius,Aphodius granarius,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,,,,x
lit,Coleoptera,Scarabaeidae,Aphodius,lividus,Aphodius lividus,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,x,x,x,,x
lit,Coleoptera,Scarabaeidae,Aphodius,lividus,Aphodius lividus,1940,Proc. Sixth Pac. Sci. Cong.,,8,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Aphodius,militaris,Aphodius militaris,1939,Bull. S. Calif. Acad. Sci.,1939,7,,,,,,,x,x
lit,Coleoptera,Scarabaeidae,Aphodius,rugatus,Aphodius rugatus,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,,,x,x
lit,Coleoptera,Scarabaeidae,Aphodius,vittatus,Aphodius vittatus,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,,,x,x
lit,Coleoptera,Scarabaeidae,Bolbocerastes,regalis,Bolbocerastes regalis,1939,Bull. S. Calif. Acad. Sci.,1939,4,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Bolbocerastes,regalis,Bolbocerastes regalis,1953,Proc. U.S. Nat. Mus.,,,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Canthon,simplex,Canthon simplex,1939,Bull. S. Calif. Acad. Sci.,1939,4,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,clementina,Coenonycha clementina,1909,Can. Ent.,,,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,clementina,Coenonycha clementina,1939,Bull. S. Calif. Acad. Sci.,,,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,clementina,Coenonycha clementina,1943,Amer. Mus. Nov.,,,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,clementina,Coenonycha clementina,1985,Coleop. Bull.,,,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,clementina,Coenonycha clementina,1986,Coleop. Bull.,,,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,clementina,Coenonycha clementina,1988,Coleop. Bull.,,,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,clypeata,Coenonycha clypeata,1943,Amer. Mus. Nov.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,clypeata,Coenonycha clypeata,1986,Coleop. Bull.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,fulva,Coenonycha fulva,1943,Amer. Mus. Nov.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,fulva,Coenonycha fulva,1985,Coleop. Bull.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,fulva,Coenonycha fulva,1986,Coleop. Bull.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,santacruzae,Coenonycha santacruzae,1986,Coleop. Bull.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,socialis,Coenonycha socialis,1897,Can. Ent.,1875,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,socialis,Coenonycha socialis,1897,Can. Ent.,,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,socialis,Coenonycha socialis,1943,Amer. Mus. Nov.,,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,socialis,Coenonycha socialis,1988,Coleop. Bull.,,,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Coenonycha,sp.,Coenonycha sp.,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Cremastocheilus,schaumi,Cremastocheilus schaumi,1939,Bull. S. Calif. Acad. Sci.,1938,7,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Cremastocheilus,schaumi,Cremastocheilus schaumi,1940,Proc. Sixth Pac. Sci. Cong.,1932,1,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Cyclocephala,longula,Cyclocephala longula,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,x,,,x,
lit,Coleoptera,Scarabaeidae,Cyclocephala,longula,Cyclocephala longula,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,x,,,x
lit,Coleoptera,Scarabaeidae,Cyclocephala,melanocephala,Cyclocephala melanocephala,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,x,x,,x
lit,Coleoptera,Scarabaeidae,Cyclocephala,pasadenae,Cyclocephala pasadenae,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,x,x,,x
lit,Coleoptera,Scarabaeidae,Cyclocephala,sp.,Cyclocephala sp.,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Cyclocephala,sp.,Cyclocephala sp.,1939,Bull. S. Calif. Acad. Sci.,,,,,x,x,,,,
lit,Coleoptera,Scarabaeidae,Dichelonyx,backi,Dichelonyx backi,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Dichelonyx,pusilla,Dichelonyx pusilla,1939,Bull. S. Calif. Acad. Sci.,,,,,,,x,x,,x
lit,Coleoptera,Scarabaeidae,Diplotaxis,fimbriata,Diplotaxis fimbriata,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,x,x,,,
lit,Coleoptera,Scarabaeidae,Diplotaxis,subangulata,Diplotaxis subangulata,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,x,x,,,x
lit,Coleoptera,Scarabaeidae,Hoplia,callipyge,Hoplia callipyge,1977,CDFA Occ. Pap. Ent.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Ligyrus,gibbosus obsoletus,Ligyrus gibbosus obsoletus,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,x,,x,x,x
lit,Coleoptera,Scarabaeidae,Ligyrus,gibbosus obsoletus,Ligyrus gibbosus obsoletus,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,x,,x,x,
lit,Coleoptera,Scarabaeidae,Listrochelus,mucoreus,Listrochelus mucoreus,1939,Bull. S. Calif. Acad. Sci.,1939,4,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Parathyce,palpalis,Parathyce palpalis,1939,Bull. S. Calif. Acad. Sci.,1939,,,x,,x,,,x,
lit,Coleoptera,Scarabaeidae,Parathyce,palpalis,Parathyce palpalis,1974,CDFA Occ. Pap. Ent.,,,,,,x,,,x,
lit,Coleoptera,Scarabaeidae,Parathyce,palpalis,Parathyce palpalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,,x,,,x,
lit,Coleoptera,Scarabaeidae,Phobetus,ciliatus,Phobetus ciliatus,1897,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Phobetus,ciliatus,Phobetus ciliatus,1901,Calif. Acad. Sci. Occ. Pap.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Phobetus,ciliatus,Phobetus ciliatus,1935,Can. Ent.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Phobetus,ciliatus,Phobetus ciliatus,1937,Pom. Coll. J. Ent. & Zool.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Phobetus,ciliatus,Phobetus ciliatus,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Phobetus,ciliatus,Phobetus ciliatus,1978,Coleop. Bull.,,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Phobetus,comatus,Phobetus comatus,1897,Can. Ent.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Phobetus,comatus,Phobetus comatus,1897,Can. Ent.,,,,,,,x,,,x
lit,Coleoptera,Scarabaeidae,Phobetus,comatus,Phobetus comatus,1939,Bull. S. Calif. Acad. Sci.,1939,,,x,x,x,,,x,
lit,Coleoptera,Scarabaeidae,Phobetus,sp.,Phobetus sp.,1985,Ent. Calif. Ch. Isls. Proc.,1939,5,,x,,,,,,
lit,Coleoptera,Scarabaeidae,Phobetus,testaceus,Phobetus testaceus,1861,Proc. Acad. Nat. Sci. Phil.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Phobetus,testaceus,Phobetus testaceus,1934,Can. Ent.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Phobetus,testaceus,Phobetus testaceus,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,,x,,,x
lit,Coleoptera,Scarabaeidae,Phobetus,testaceus,Phobetus testaceus,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Phobetus,testaceus,Phobetus testaceus,1978,Coleop. Bull.,,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Phobetus,testaceus,Phobetus testaceus,1985,Coleop. Bull.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,crinita,Polyphylla crinita,1939,Bull. S. Cal. Acad. Sci.,,,,,,,,,,x
lit,Coleoptera,Scarabaeidae,Polyphylla,crinita,Polyphylla crinita,1939,Bull. S. Cal. Acad. Sci.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,crinita,Polyphylla crinita,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,crinita,Polyphylla crinita,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,,,,x
lit,Coleoptera,Scarabaeidae,Polyphylla,crinita,Polyphylla crinita,1940,Ent. News.,,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,crinita,Polyphylla crinita,1967,Trans. Amer. Ent. Soc.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,crinita,Polyphylla crinita,1967,Trans. Amer. Ent. Soc.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,crinita,Polyphylla crinita,1967,Trans. Amer. Ent. Soc.,,,,,,,,,,x
lit,Coleoptera,Scarabaeidae,Polyphylla,crinita,Polyphylla crinita,1988,Bull. Univ. Nebraska St. Mus.,,,,,,,x,,,x
lit,Coleoptera,Scarabaeidae,Polyphylla,martini,Polyphylla martini,NA,,,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,nigra,Polyphylla nigra,1939,Bull. S. Cal. Acad. Sci.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,nigra,Polyphylla nigra,1939,Bull. S. Cal. Acad. Sci.,,,,,,,,,,x
lit,Coleoptera,Scarabaeidae,Polyphylla,nigra,Polyphylla nigra,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,nigra,Polyphylla nigra,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,,,,x
lit,Coleoptera,Scarabaeidae,Polyphylla,nigra,Polyphylla nigra,1967,Trans. Amer. Ent. Soc.,,,,,,,,,,x
lit,Coleoptera,Scarabaeidae,Polyphylla,nigra,Polyphylla nigra,1988,Bull. Univ. Nebraska St. Mus.,,,,,,,x,,,x
lit,Coleoptera,Scarabaeidae,Polyphylla,ona,Polyphylla ona,NA,,,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,santacruzae,Polyphylla santacruzae,NA,,,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,santarosae,Polyphylla santarosae,NA,,,,,,,,,,,
lit,Coleoptera,Scarabaeidae,Polyphylla,sp.,Polyphylla sp.,1939,Bull. S. Calif. Acad. Sci.,1939,7,,,,,x,x,,
lit,Coleoptera,Scarabaeidae,Serica,alternata,Serica alternata,1939,Bull. S. Calif. Acad. Sci.,1939,,,x,,x,,,x,
lit,Coleoptera,Scarabaeidae,Serica,catalina,Serica catalina,1947,J. New York Ent. Soc.,,,,,x,,,,,
lit,Coleoptera,Scarabaeidae,Serica,cruzi,Serica cruzi,1939,Proc. Ent. Soc. Wash.,,,,,,,x,,,
lit,Coleoptera,Scarabaeidae,Serica,mixta,Serica mixta,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,x,x,x,x,x
lit,Coleoptera,Scarabaeidae,Serica,sp.,Serica sp.,1985,Ent. Calif. Ch. Isls. Proc.,1939,5,,x,,,,,,
lit,Coleoptera,Scarabaeidae,Trox,atrox,Trox atrox,1939,Bull. S. Calif. Acad. Sci.,1939,4,,,,x,,,,
lit,Coleoptera,Scarabaeidae,Trox,gemmulatus,Trox gemmulatus,1939,Bull. S. Calif. Acad. Sci.,1939,4,,,,x,,,,
