"island","isl.rastCell"
"San Nicolas","24344"
"San Nicolas","24345"
"San Nicolas","24346"
"San Nicolas","24347"
"San Nicolas","24348"
"San Nicolas","24349"
"San Nicolas","24350"
"San Nicolas","24590"
"San Nicolas","24591"
"San Nicolas","24592"
"San Nicolas","24593"
"San Nicolas","24594"
"San Nicolas","24595"
"San Nicolas","24596"
"San Nicolas","24597"
"San Nicolas","24598"
"San Nicolas","24599"
"San Nicolas","24600"
"San Nicolas","24601"
"San Nicolas","24841"
"San Nicolas","24842"
"San Nicolas","24843"
"San Nicolas","24844"
"San Nicolas","24845"
"San Nicolas","24846"
"San Nicolas","24847"
"San Nicolas","24848"
"San Nicolas","24849"
"San Nicolas","24850"
"San Nicolas","24851"
"San Nicolas","24852"
"San Nicolas","25092"
"San Nicolas","25093"
"San Nicolas","25094"
"San Nicolas","25095"
"San Nicolas","25096"
"San Nicolas","25097"
"San Nicolas","25098"
"San Nicolas","25099"
"San Nicolas","25100"
"San Nicolas","25101"
"San Nicolas","25102"
"San Nicolas","25103"
"San Nicolas","25343"
"San Nicolas","25344"
"San Nicolas","25345"
"San Nicolas","25346"
"San Nicolas","25347"
"San Nicolas","25348"
"San Nicolas","25349"
"San Nicolas","25350"
"San Nicolas","25351"
"San Nicolas","25352"
"San Nicolas","25353"
"San Nicolas","25354"
"San Nicolas","25596"
"San Nicolas","25597"
"San Nicolas","25598"
"San Nicolas","25599"
"San Nicolas","25600"
"San Nicolas","25601"
"San Nicolas","25602"
"San Nicolas","25603"
"San Nicolas","25849"
"San Nicolas","25850"
"Santa Barbara","18139"
"Santa Barbara","18140"
"Santa Barbara","18141"
"Santa Barbara","18389"
"Santa Barbara","18390"
"Santa Barbara","18391"
"Santa Barbara","18639"
"Santa Barbara","18640"
"Santa Barbara","18641"
"Santa Barbara","18889"
"Santa Barbara","18890"
