source,id,observed_o,month,year,observed_1,time_obser,time_zone,user_id,user_login,created_at,updated_at,quality_gr,license,url,image_url,sound_url,tag_list,descriptio,num_identi,num_iden_1,captive_cu,oauth_appl,island,place_gues,latitude,longitude,positional,public_pos,geoprivacy,taxon_geop,coordinate,positionin,position_1,species_gu,acceptedFamily,acceptedGenus,scientific,acceptedName,common_nam,iconic_tax,taxon_id
iNaturalist,73221167,2013/06/01 4:21 PM PDT,6,2013,6/1/13,2013-06-01 23:21:00 UTC,Pacific Time (US & Canada),213838,vireolanius,2021-04-07 19:05:05 UTC,2021-04-10 04:43:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73221167,https://inaturalist-open-data.s3.amazonaws.com/photos/119517614/medium.jpg?1617822012, , ,feral,1,0,FALSE,0,San Clemente,"Los Angeles County, CA, USA",32.99845187,-118.554777,488,488, , ,FALSE, , ,Domestic Cat,Felidae,Felis,Felis catus,Felis catus,Domestic Cat,Mammalia,118552
iNaturalist,73546549,Sat Apr 10 2021 13:14:48 GMT-0700 (PDT),4,2021,4/10/21,2021-04-10 20:14:48 UTC,Pacific Time (US & Canada),213838,vireolanius,2021-04-10 22:04:53 UTC,2021-04-12 22:12:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73546549,https://inaturalist-open-data.s3.amazonaws.com/photos/120078949/medium.jpg?1618092298, , , ,1,0,FALSE,3,San Clemente,"San Clemente Island Underwater Range, CA, US",32.84547833,-118.4203417,5,5, , ,FALSE, , ,Domestic Cat,Felidae,Felis,Felis catus,Felis catus,Domestic Cat,Mammalia,118552
iNaturalist,77123567,2021/05/02 7:54 AM PDT,5,2021,5/2/21,2021-05-02 14:54:00 UTC,Pacific Time (US & Canada),266196,shrike2,2021-05-03 23:33:07 UTC,2021-05-04 04:03:04 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/77123567,https://inaturalist-open-data.s3.amazonaws.com/photos/126118752/medium.jpeg?1620084682, , , ,1,0,FALSE,0,San Clemente,"Los Angeles County, CA, USA",32.91300556,-118.494125,0,0, , ,FALSE, , ,Domestic Cat,Felidae,Felis,Felis catus,Felis catus,Domestic Cat,Mammalia,118552
iNaturalist,1472559,11/18/13 11:35,11,2013,11/18/13,2013-11-18 19:35:24 UTC,Pacific Time (US & Canada),95810,kiloueka,2015-05-10 07:55:30 UTC,2020-12-17 19:21:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1472559,https://inaturalist-open-data.s3.amazonaws.com/photos/1825581/medium.JPG?1431244535, , , ,1,0,FALSE,0,Santa Catalina,Little Harbor Campground,33.386534,-118.473733,195,195, , ,FALSE, , ,Domestic Cat,Felidae,Felis,Felis catus,Felis catus,Domestic Cat,Mammalia,118552
iNaturalist,14279990,2018-07-11 11:40:14 AM PDT,7,2018,7/11/18,2018-07-11 18:40:14 UTC,Pacific Time (US & Canada),392423,bjdion,2018-07-12 03:48:41 UTC,2020-06-18 17:55:26 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/14279990,https://inaturalist-open-data.s3.amazonaws.com/photos/21202194/medium.jpeg?1531367343, , , ,1,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.36587425,-118.3499262,12,12, , ,FALSE, , ,Domestic Cat,Felidae,Felis,Felis catus,Felis catus,Domestic Cat,Mammalia,118552
iNaturalist,32414526,2019-09-09 7:38:46 AM PDT,9,2019,9/9/19,2019-09-09 14:38:46 UTC,Pacific Time (US & Canada),392423,bjdion,2019-09-09 15:43:08 UTC,2019-09-27 12:00:18 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/32414526,https://inaturalist-open-data.s3.amazonaws.com/photos/50837113/medium.jpeg?1568043792, , ,2 feral cats hunting feral pigeons  together,3,0,FALSE,2,Santa Catalina,"Santa Catalina Island, California 90704, USA",33.40519331,-118.3697094,4,4, , ,FALSE, , ,Gato dom??stico,Felidae,Felis,Felis catus,Felis catus,Domestic Cat,Mammalia,118552
iNaturalist,36117779,2019/11/26 5:25 PM PST,11,2019,11/26/19,2019-11-27 01:25:00 UTC,Pacific Time (US & Canada),266196,shrike2,2019-11-27 02:10:28 UTC,2019-11-28 17:18:45 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/36117779,https://static.inaturalist.org/photos/57052693/medium.jpg?1574820619, , , ,1,0,FALSE,0,San Clemente,"Los Angeles County, CA, USA",32.92964634,-118.506839,198,198, ,open,FALSE, , ,House Mouse,Muridae,Mus,Mus musculus,Mus musculus,House Mouse,Mammalia,44705
iNaturalist,37465577,Fri Jan 10 2020 10:48:53 GMT-0800 (PST),1,2020,1/10/20,2020-01-10 18:48:53 UTC,Pacific Time (US & Canada),266196,shrike2,2020-01-10 21:20:01 UTC,2020-01-13 16:21:37 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/37465577,https://static.inaturalist.org/photos/59397989/medium.jpg?1578691214, , , ,1,0,FALSE,3,San Clemente,"Los Angeles County, US-CA, US",32.94433868,-118.5336384,5,5, ,open,FALSE, , ,House Mouse,Muridae,Mus,Mus musculus,Mus musculus,House Mouse,Mammalia,44705
iNaturalist,67304411,Wed Dec 30 2020 07:03:36 GMT-0800 (PST),12,2020,12/30/20,2020-12-30 15:03:36 UTC,Pacific Time (US & Canada),266196,shrike2,2020-12-30 15:21:46 UTC,2020-12-31 02:13:23 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/67304411,https://static.inaturalist.org/photos/108708844/medium.jpg?1609341718, , , ,1,0,FALSE,3,San Clemente,"San Clemente Island Underwater Range, CA, US",32.99668,-118.55178,57,57, ,open,FALSE, , ,House Mouse,Muridae,Mus,Mus musculus,Mus musculus,House Mouse,Mammalia,44705
iNaturalist,67815545,Thu Jan 07 2021 11:00:41 GMT-0800 (PST),1,2021,1/7/21,2021-01-07 19:00:41 UTC,Pacific Time (US & Canada),266196,shrike2,2021-01-09 21:47:38 UTC,2021-01-15 16:23:39 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/67815545,https://static.inaturalist.org/photos/109666247/medium.jpg?1610228889, , , ,1,0,FALSE,3,San Clemente,"San Clemente Island Underwater Range, CA, US",32.91389167,-118.4922167,4,4, ,open,FALSE, , ,House Mouse,Muridae,Mus,Mus musculus,Mus musculus,House Mouse,Mammalia,44705
iNaturalist,75588250,2021/04/03 4:04 PM PDT,4,2021,4/3/21,2021-04-03 23:04:00 UTC,Pacific Time (US & Canada),266196,shrike2,2021-04-28 21:38:37 UTC,2021-04-29 03:59:20 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/75588250,https://inaturalist-open-data.s3.amazonaws.com/photos/123682141/medium.jpeg?1619645840, , , ,1,0,FALSE,0,San Clemente,"Los Angeles County, CA, USA",32.99695485,-118.5545653,31,31, ,open,FALSE, , ,House Mouse,Muridae,Mus,Mus musculus,Mus musculus,House Mouse,Mammalia,44705
iNaturalist,3995564,Mon Nov 02 2015 10:11:15 GMT-0800 (PST),11,2015,11/2/15,2015-11-02 18:11:15 UTC,Pacific Time (US & Canada),280979,emshaph,2016-08-30 16:41:49 UTC,2021-05-29 07:42:50 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3995564,https://inaturalist-open-data.s3.amazonaws.com/photos/4718048/medium.jpg?1472575342, , , ,4,0,FALSE,3,Santa Catalina,"W End Rd, Avalon, CA, US",33.46931747,-118.5353551,24,24, ,open,FALSE, , ,Mouse-eared Bats,Vespertilionidae,Myotis,Myotis,,Mouse-eared Bats,Mammalia,40270
iNaturalist,15146924,Wed Jul 25 2018 21:55:43 GMT-0700 (PDT),7,2018,7/25/18,2018-07-26 04:55:43 UTC,Pacific Time (US & Canada),151342,joeycurti3,2018-08-05 20:49:19 UTC,2018-08-09 00:35:56 UTC,research, ,https://www.inaturalist.org/observations/15146924,https://static.inaturalist.org/photos/22641613/medium.jpg?1533502164, , , ,1,0,FALSE,3,Santa Cruz,"Channel Islands National Park, , CA, US",33.999625,-119.7153083,5,5, ,open,FALSE, , ,California Myotis,Vespertilionidae,Myotis,Myotis californicus,Myotis californicus,California Myotis,Mammalia,40342
iNaturalist,85117347,Wed Jun 30 2021 11:18:11 GMT-0700 (PDT),6,2021,6/30/21,2021-06-30 18:18:11 UTC,Pacific Time (US & Canada),1217707,hippityhippo,2021-06-30 18:26:37 UTC,2021-06-30 21:38:57 UTC,research, ,https://www.inaturalist.org/observations/85117347,https://static.inaturalist.org/photos/139992825/medium.jpg?1625077605, , , ,1,0,FALSE,3,Santa Catalina,"Los Angeles County, US-CA, US",33.20708489,-118.3510109,8,28984,obscured,open,TRUE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,1472548,7/17/14,7,2014,7/17/14, ,Pacific Time (US & Canada),95810,kiloueka,2015-05-10 07:54:22 UTC,2020-07-11 19:21:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1472548,https://inaturalist-open-data.s3.amazonaws.com/photos/1825570/medium.jpg?1431244468, , , ,3,0,FALSE,0,Santa Catalina,"Avalon, Ca",33.342819,-118.328228,3273,3273, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,1472549,7/17/14 20:26,7,2014,7/17/14,2014-07-18 03:26:35 UTC,Pacific Time (US & Canada),95810,kiloueka,2015-05-10 07:54:17 UTC,2020-07-11 19:21:58 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1472549,https://inaturalist-open-data.s3.amazonaws.com/photos/1825571/medium.JPG?1431244474, , , ,3,0,FALSE,0,Santa Catalina,"Avalon, Ca",33.342819,-118.328228,3273,3273, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,1472591,7/17/14,7,2014,7/17/14, ,Pacific Time (US & Canada),95810,kiloueka,2015-05-10 08:30:07 UTC,2020-07-11 19:21:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1472591,https://inaturalist-open-data.s3.amazonaws.com/photos/1825653/medium.png?1431246626, ,"Deer, invasive", ,2,0,FALSE,0,Santa Catalina,"Avalon, Catalina Island, California",33.342819,-118.328228,3273,3273, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,1835533,Mon Aug 03 2015 09:35:16 GMT-0700 (PDT),8,2015,8/3/15,2015-08-03 16:35:16 UTC,Pacific Time (US & Canada),3494,damontighe,2015-08-05 21:31:22 UTC,2020-07-11 19:24:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1835533,https://inaturalist-open-data.s3.amazonaws.com/photos/2229211/medium.jpg?1438810336, , , ,3,0,FALSE,3,Santa Catalina,"Los Angeles County, US-CA, US",33.33193333,-118.3359833,0,0, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,1835556,Sat Aug 01 2015 11:03:26 GMT-0700 (PDT),8,2015,8/1/15,2015-08-01 18:03:26 UTC,Pacific Time (US & Canada),3494,damontighe,2015-08-05 21:46:45 UTC,2020-07-11 19:24:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1835556,https://inaturalist-open-data.s3.amazonaws.com/photos/2229276/medium.JPG?1438811560, , , ,3,0,FALSE,3,Santa Catalina,"Los Angeles County, US-CA, US",33.46855833,-118.583,0,0, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,3673284,7/12/16,7,2016,7/12/16, ,Pacific Time (US & Canada),21786,natureinla,2016-07-13 19:36:35 UTC,2020-07-11 19:26:53 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3673284,https://inaturalist-open-data.s3.amazonaws.com/photos/4254632/medium.JPG?1468438370, ,"Social Media, Instagram",Observation and photo by @brooks_salzwedel via Instagram #natureinLA,3,0,FALSE,0,Santa Catalina,"Los Angeles County, CA, USA",33.38730508,-118.4194196,14564,14564, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,3803705,2016/07/31 6:36 AM PDT,7,2016,7/31/16,2016-07-31 13:36:00 UTC,Pacific Time (US & Canada),35725,yetikat,2016-08-04 19:33:20 UTC,2020-07-11 19:27:29 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3803705,https://inaturalist-open-data.s3.amazonaws.com/photos/4442821/medium.jpg?1470334572, , ,OLYMPUS DIGITAL CAMERA,3,0,FALSE,0,Santa Catalina,"Los Angeles, California, United States",33.45032667,-118.5107933,0,0, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,3970763,Tue Aug 18 2015 16:47:41 GMT-0700 (PDT),8,2015,8/18/15,2015-08-18 23:47:41 UTC,Pacific Time (US & Canada),314700,biorocks,2016-08-27 01:59:49 UTC,2020-07-11 19:28:43 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3970763,https://inaturalist-open-data.s3.amazonaws.com/photos/4681914/medium.jpg?1472263202, , , ,4,0,FALSE,3,Santa Catalina,"Los Angeles County, US-CA, US",33.35037,-118.3329167,0,0, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,4695514,Sat Dec 03 2016 18:03:30 GMT-0800 (PST),12,2016,12/3/16,2016-12-04 02:03:30 UTC,Pacific Time (US & Canada),1850,bbunny,2016-12-04 04:34:02 UTC,2020-08-06 23:24:44 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4695514,https://inaturalist-open-data.s3.amazonaws.com/photos/5692795/medium.jpg?1480826232, , , ,4,0,FALSE,3,Santa Catalina,"146?Çô298 Hiawatha Ave, Avalon, CA, US",33.34454667,-118.3294617,0,0, ,open,FALSE, , , ,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,4964549,Sun Aug 28 2016 21:10:57 GMT-0700 (PDT),8,2016,8/28/16,2016-08-29 04:10:57 UTC,Pacific Time (US & Canada),280979,emshaph,2017-01-18 01:55:15 UTC,2020-07-11 21:45:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/4964549,https://inaturalist-open-data.s3.amazonaws.com/photos/6057068/medium.jpg?1484704572, , , ,3,0,FALSE,3,Santa Catalina,"1?Çô99 Cove Rd, Avalon, CA, US",33.46883401,-118.5320503,22,22, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,5253321,7/4/14,7,2014,7/4/14, ,Pacific Time (US & Canada),275891,psyllidhipster,2017-03-08 23:56:54 UTC,2020-07-11 19:29:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5253321,https://inaturalist-open-data.s3.amazonaws.com/photos/6500150/medium.jpg?1489016774, , , ,3,0,FALSE,0,Santa Catalina,"Avalon, CA 90704, USA",33.32819755,-118.3438253,304,304, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,5255074,6/19/12,6,2012,6/19/12, ,Pacific Time (US & Canada),275891,psyllidhipster,2017-03-09 03:35:22 UTC,2020-07-11 19:29:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5255074,https://inaturalist-open-data.s3.amazonaws.com/photos/6502511/medium.jpg?1489028805, , , ,5,0,FALSE,0,Santa Catalina,"Avalon, CA 90704, USA",33.3428193,-118.3282279,2403,2403, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,6632682,2017-06-13 10:16:48 AM PDT,6,2017,6/13/17,2017-06-13 17:16:48 UTC,Pacific Time (US & Canada),392423,bjdion,2017-06-13 23:37:20 UTC,2020-07-12 15:52:08 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/6632682,https://inaturalist-open-data.s3.amazonaws.com/photos/8420658/medium.jpeg?1497397130, , , ,2,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.3705817,-118.3548011,18,18, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,6817172,Mon Jun 26 2017 19:26:34 GMT-0700 (PDT),6,2017,6/26/17,2017-06-27 02:26:34 UTC,Pacific Time (US & Canada),518441,kristinakaypaghian,2017-06-27 02:29:13 UTC,2020-07-12 16:18:15 UTC,research, ,https://www.inaturalist.org/observations/6817172,https://static.inaturalist.org/photos/8676364/medium.jpg?1498530563, , , ,5,0,FALSE,3,Santa Catalina,"2?Çô98 Big Fishermans Cv, Avalon, CA, US",33.44507839,-118.4815737,5,5, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,7257193,Fri Jul 28 2017 18:52:05 GMT-0700 (PDT),7,2017,7/28/17,2017-07-29 01:52:05 UTC,Pacific Time (US & Canada),550552,loraru,2017-07-29 03:08:20 UTC,2020-07-12 16:32:25 UTC,research, ,https://www.inaturalist.org/observations/7257193,https://static.inaturalist.org/photos/9376930/medium.jpg?1501297703, , , ,2,0,FALSE,3,Santa Catalina,"2?Çô98 Big Fishermans Cv, Avalon, CA, US",33.44496672,-118.4818811,50,50, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,7257824,Fri Jul 28 2017 18:41:52 GMT-0700 (PDT),7,2017,7/28/17,2017-07-29 01:41:52 UTC,Pacific Time (US & Canada),550567,benmwest,2017-07-29 04:11:25 UTC,2020-07-12 16:32:25 UTC,research, ,https://www.inaturalist.org/observations/7257824,https://static.inaturalist.org/photos/9377824/medium.jpg?1501301490, , , ,4,0,FALSE,3,Santa Catalina,"1?Çô99 Big Fishermans Cv, Avalon, CA, US",33.44528333,-118.481225,0,0, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,7696210,2017-07-27 12:03:07 PM PDT,7,2017,7/27/17,2017-07-27 19:03:07 UTC,Pacific Time (US & Canada),607297,matthew194,2017-08-29 02:54:06 UTC,2020-07-12 16:35:45 UTC,research, ,https://www.inaturalist.org/observations/7696210,https://static.inaturalist.org/photos/10087650/medium.jpeg?1503975447, , , ,3,0,FALSE,2,Santa Catalina,"1 Cove Rd, Avalon, CA 90704, USA",33.46854401,-118.5380402,0,0, ,open,FALSE,gps,gps,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,8355794,Sun Oct 08 2017 18:59:40 GMT-0700 (PDT),10,2017,10/8/17,2017-10-09 01:59:40 UTC,Pacific Time (US & Canada),577125,jeromelikesbirds,2017-10-11 05:40:50 UTC,2020-07-12 18:51:14 UTC,research, ,https://www.inaturalist.org/observations/8355794,https://static.inaturalist.org/photos/11104992/medium.jpg?1507700458, , , ,3,0,FALSE,3,Santa Catalina,"662?Çô756 Avalon Canyon Rd, Avalon, CA, US",33.32933833,-118.3390283,0,0, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,8670897,2017-11-02 5:14:40 PM PDT,11,2017,11/2/17,2017-11-03 00:14:40 UTC,Pacific Time (US & Canada),392423,bjdion,2017-11-03 23:41:14 UTC,2020-07-13 00:28:32 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/8670897,https://inaturalist-open-data.s3.amazonaws.com/photos/11616106/medium.jpeg?1509752480, , ,Big buck,3,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.46777725,-118.5827789,0,0, ,open,FALSE,gps,gps,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,8789905,2017/11/11 5:25 AM PST,11,2017,11/11/17,2017-11-11 13:25:00 UTC,Pacific Time (US & Canada),484431,ari10,2017-11-13 04:12:26 UTC,2020-07-13 00:28:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8789905,https://inaturalist-open-data.s3.amazonaws.com/photos/11799214/medium.jpeg?1510546329, , , ,3,0,FALSE,0,Santa Catalina,"Avalon, CA 90704, USA",33.3428193,-118.3282279,2542,2542, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,9529383,2017-12-30 10:26:49 AM MST,12,2017,12/30/17,2017-12-30 17:26:49 UTC,Mountain Time (US & Canada),749093,benjamin78,2018-01-19 17:41:05 UTC,2020-07-13 12:39:14 UTC,research, ,https://www.inaturalist.org/observations/9529383,https://static.inaturalist.org/photos/12994554/medium.jpeg?1516383667, , , ,2,0,FALSE,2,Santa Catalina,"Little Harbor Rd, Avalon, CA 90704, USA",33.44138718,-118.4983368,0,0, ,open,FALSE,gps,gps,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,9839353,Mon Feb 12 2018 10:04:36 GMT-0800 (PST),2,2018,2/12/18,2018-02-12 18:04:36 UTC,Pacific Time (US & Canada),657865,jadenvc,2018-02-12 21:35:29 UTC,2020-07-13 12:48:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9839353,https://inaturalist-open-data.s3.amazonaws.com/photos/13475019/medium.jpg?1518471349, , , ,3,0,FALSE,3,Santa Catalina,"Little Fishermans Cv, Avalon, CA, US",33.444405,-118.4807967,5,5, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,10039797,Sat Feb 24 2018 08:54:00 GMT-0800 (PST),2,2018,2/24/18,2018-02-24 16:54:00 UTC,Pacific Time (US & Canada),280979,emshaph,2018-03-01 03:36:16 UTC,2020-07-15 05:40:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/10039797,https://inaturalist-open-data.s3.amazonaws.com/photos/13812968/medium.jpg?1519875615, , , ,3,0,FALSE,3,Santa Catalina,"W End Rd, , CA, US",33.46851711,-118.5373441,22,22, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,10078368,2018-03-03 5:00:27 PM PST,3,2018,3/3/18,2018-03-04 01:00:27 UTC,Pacific Time (US & Canada),392423,bjdion,2018-03-04 02:42:35 UTC,2020-07-13 13:54:29 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/10078368,https://inaturalist-open-data.s3.amazonaws.com/photos/13880516/medium.jpeg?1520131362, , , ,3,0,FALSE,2,Santa Catalina,"888 Country Club Dr, Avalon, CA 90704, USA",33.34052562,-118.3330378,4,4, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,10593356,Tue Apr 03 2018 09:11:24 GMT-0700 (PDT),4,2018,4/3/18,2018-04-03 16:11:24 UTC,Pacific Time (US & Canada),732668,craig38,2018-04-03 16:28:10 UTC,2020-07-13 13:55:47 UTC,research, ,https://www.inaturalist.org/observations/10593356,https://static.inaturalist.org/photos/14768601/medium.jpg?1522773282, , , ,3,0,FALSE,3,Santa Catalina,"207 Wrigley Rd, Avalon, CA, US",33.34144005,-118.3205897,16,16, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,11345692,2018-02-26 2:37pm,2,2018,2/26/18,2018-02-26 22:37:00 UTC,Pacific Time (US & Canada),781880,crystalram,2018-04-23 00:52:51 UTC,2020-07-13 13:57:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11345692,https://inaturalist-open-data.s3.amazonaws.com/photos/16161305/medium.jpeg?1524444769, , , ,5,0,FALSE,0,Santa Catalina,Catalina Island,33.3554,-118.421631,14228,14228, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,11581457,2018-04-27 8:33:38 PM PDT,4,2018,4/27/18,2018-04-28 03:33:38 UTC,Pacific Time (US & Canada),392423,bjdion,2018-04-28 05:15:27 UTC,2020-07-13 14:02:47 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/11581457,https://inaturalist-open-data.s3.amazonaws.com/photos/16542914/medium.jpeg?1524892536, , , ,3,0,FALSE,2,Santa Catalina,"217 Metropole Ave, Avalon, CA 90704, USA",33.3434888,-118.327842,21,21, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,11998116,2018/04/28 11:16 AM PDT,4,2018,4/28/18,2018-04-28 18:16:00 UTC,Pacific Time (US & Canada),6971,silversea_starsong,2018-05-01 17:16:25 UTC,2020-07-13 14:04:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11998116,https://inaturalist-open-data.s3.amazonaws.com/photos/17189485/medium.jpeg?1525194529, , , ,2,0,FALSE,0,Santa Catalina,"Los Angeles County, CA, USA",33.35022,-118.3425167,0,0, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,12177409,2018/01/09 3:58 PM PST,1,2018,1/9/18,2018-01-09 23:58:00 UTC,Pacific Time (US & Canada),81668,monicatydlaska,2018-05-05 23:21:12 UTC,2018-11-02 11:52:49 UTC,research, ,https://www.inaturalist.org/observations/12177409,https://static.inaturalist.org/photos/17484013/medium.jpeg?1525562320, , , ,3,0,FALSE,0,Santa Catalina,"Avalon, CA 90704, USA",33.34913889,-118.3320778,10,10, , ,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
iNaturalist,12854246,2015/09/02 9:03 PM EDT,9,2015,9/2/15,2015-09-03 01:03:00 UTC,Eastern Time (US & Canada),975206,micahfreedman,2018-05-27 11:16:46 UTC,2020-07-11 19:31:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12854246,https://inaturalist-open-data.s3.amazonaws.com/photos/18651838/medium.jpeg?1527412249, , , ,3,0,FALSE,0,Santa Catalina,"Los Angeles County, CA, USA",33.38444522,-118.4025771,2948,2948, ,open,FALSE, , ,Mule Deer,Cervidae,Odocoileus,Odocoileus hemionus,Odocoileus hemionus,Mule Deer,Mammalia,42220
