source,record,ORDER,acceptedOrder,FAMILY,acceptedFamily,GENUS,acceptedGenus,SPECIES,scientificName,acceptedName,DESCRIBER,YEAR,XREF,AUTHOR,YRPUBL,PUBL,VOL,PAGE,PAGE2,IDYRQUAL,MUSEUM,SOURCE,ANA,BAR,CAT,CLE,COR,CRU,GUA,MIG,NIC,ROS,NO,SO,COLLECTOR,MONTH,YRCOLL,NOSPEC,ECOLOGY,NOTES
Literature,Literature,Homoptera,Hemiptera,Aleyrodidae,Porcellionidae,Aleyrodes,Porcellionides,pruinosus,Porcellionides pruinosus,Porcellionides pruinosus,Bemis,1904,,Mound & Halsey,1978,"Brit. Mus. Nat. Hist., London",,100,,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Aleyrodidae,Aleyrodidae,Tetraleurodes,Tetraleurodes,mori,Tetraleurodes mori,Tetraleurodes mori,(Quaintance),1899,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,P.W. Mason,,,,,,,,x,,,,,,,,0,,,found at Fry's Harbor,
Literature,Literature,Homoptera,Hemiptera,Aleyrodidae,Aleyrodidae,Trialeurodes,Trialeurodes,drewsi,Trialeurodes drewsi,Trialeurodes drewsi,Sampson,1945,,Russell,1948,U.S. Dept. Agr. Misc. Publ.,635,53,,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Aleyrodidae,Aleyrodidae,Trialeurodes,Trialeurodes,vaporariorum,Trialeurodes vaporariorum,Trialeurodes vaporariorum,(Westwood),1856,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,,,,,,x,,,,,,,,,,,0,,,infesting Crossosoma,
Literature,Literature,Homoptera,Hemiptera,Aphididae,Aphididae,Acyrthosiphon,Acyrthosiphon,pisum,Acyrthosiphon pisum,Acyrthosiphon pisum,(Harris),1776,,Cockerell,1939,Bios,10,104,,,,,,,x,,,,,x,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Aphididae,Aphididae,Acyrthosiphon,Acyrthosiphon,pisum,Acyrthosiphon pisum,Acyrthosiphon pisum,(Harris),1776,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,,,,,,x,,,,,,,,,,,0,,,,islands?
Literature,Literature,Homoptera,Hemiptera,Aphididae,Aphididae,Aphis,Aphis,armoraciae,Aphis armoraciae,Aphis armoraciae,Cowen,1895,as armoraceae,S. E. Miller & Davis,1986,Psyche,92,552,,,,,,,,,,,,x,,,,,,0,,,found on Malacothrix at Cuyler,
Literature,Literature,Homoptera,Hemiptera,Aphididae,Aphididae,Aphis,Aphis,rumicis,Aphis rumicis,Aphis rumicis,Linnaeus,1758,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,,,,,,,x,,,,,,,,,,0,1939,,found on Rumex salicifolius,
Literature,Literature,Homoptera,Hemiptera,Aphididae,Aphididae,Tamalia,Tamalia,coweni,Tamalia coweni,Tamalia coweni,(Cockerell),1905,,Cockerell,1938,Univ. Colorado Stud.,26,17,,,,,,,,,,,,x,,,,,,0,,,found on Arctostaphylos,
Literature,Literature,Homoptera,Hemiptera,Aphididae,Aphididae,Tamalia,Tamalia,coweni,Tamalia coweni,Tamalia coweni,(Cockerell),1905,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,,,,,,,,,x,,,,,,,,0,,,forms galls on Arctostaphylos,
Literature,Literature,Homoptera,Hemiptera,Aphididae,Aphididae,Tamalia,Tamalia,coweni,Tamalia coweni,Tamalia coweni,(Cockerell),1905,,Sholes & Beatty,1987,Amer. Midl. Nat.,118,198,-204,,,,,,,,,x,,,,,,,,0,,,found on Arctostaphylos insula,
Literature,Literature,Homoptera,Hemiptera,Asterolecaniidae,Asterolecaniidae,Mycetococcus,Mycetococcus,ehrhorni,Mycetococcus ehrhorni,Mycetococcus ehrhorni,(Cockerell),1895,,Gill,1993,CDFA Tech. Ser. Agr. Bio.,2,103,,,,,,,,,,x,,,,,,,,,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadellidae,Cicadellidae,Deltocephalus,Deltocephalus,punctatus,Deltocephalus punctatus,Deltocephalus punctatus,(Osborn & Ball),1898,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,Van Duzee,,,,,,,,,,x,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadellidae,Cicadellidae,Empoasca,Empoasca,abrupta,Empoasca abrupta,Empoasca abrupta,DeLong,1931,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,377,,,,,,,,x,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadellidae,Cicadellidae,Empoasca,Empoasca,,Empoasca ,,,,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,377,,,,,,,,x,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadellidae,Cicadellidae,Reticopsis,Reticopsis,udrobates,Reticopsis udrobates,Reticopsis udrobates,Hamilton,1983,,Hamilton,1983,Mem. Ent. Soc. Can.,123,32,-33,,,,,,,,,x,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadellidae,Cicadellidae,Tiaja,Tiaja,cruzensis,Tiaja cruzensis,Tiaja cruzensis,Gill & Oman,1983,,Gill & Oman,1983,Entomography,1,281,-288,,,,,,,,,x,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadellidae,Cicadellidae,Tiaja,Tiaja,insula,Tiaja insula,Tiaja insula,Sawbridge,1975,,Sawbridge,1975,Pan-Pac. Ent.,51,268,-270,,,,,x,,,,,,x,,x,,,,0,,,found on Suaeda californica,
Literature,Literature,Homoptera,Hemiptera,Cicadellidae,Cicadellidae,Tiaja,Tiaja,insula,Tiaja insula,Tiaja insula,Sawbridge,1975,,"Fellers, G. & Drost, C.",1991,Herp. Monographs,5,76,,,,,,x,,,,,,,,,,,,,,,lizard food,
Literature,Literature,Homoptera,Hemiptera,Cicadellidae,Cicadellidae,Tiaja,Tiaja,interrupta,Tiaja interrupta,Tiaja interrupta,(Ball),1902,,Gill & Oman,1983,Entomography,1,281,-288,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadellidae,Cicadellidae,Xerophloea,Xerophloea,peltata,Xerophloea peltata,Xerophloea peltata,(Uhler),1877,MISID as vanduzeei,Pierce,1941,Bull. S. Calif. Acad. Sci.,40,1,-10,,,,x,,,,,,,,,,,,,0,,,from Xerophloea vanduzeei,
Literature,Literature,Homoptera,Hemiptera,Cicadidae,Cicadidae,Okanagana,Okanagana,catalina,Okanagana catalina,Okanagana catalina,W. Davis,1936,as hirsuta catalina,W. Davis,1936,J. New York Ent. Soc.,44,101,-123,,,,,,,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadidae,Cicadidae,Okanagana,Okanagana,catalina,Okanagana catalina,Okanagana catalina,W. Davis,1936,,Gill,1985,Ent. Calif. Ch. Is.,,19,,,,,,,x,,,,,,,,,,,0,,,,elevated from subspecies of O.
Literature,Literature,Homoptera,Hemiptera,Cicadidae,Cicadidae,Okanagana,Okanagana,hirsuta,Okanagana hirsuta,Okanagana hirsuta,W. Davis,1915,,W. Davis,1915,J. New York Ent. Soc.,23,11,-23,,,,,,,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadidae,Cicadidae,Okanagana,Okanagana,hirsuta,Okanagana hirsuta,Okanagana hirsuta,W. Davis,1915,,W. Davis,1919,J. New York Ent. Soc.,27,188,,,,,,,,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadidae,Cicadidae,Okanagana,Okanagana,hirsuta,Okanagana hirsuta,Okanagana hirsuta,W. Davis,1915,,W. Davis,1936,J. New York Ent. Soc.,44,101,-123,,,,,,,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Cicadidae,Cicadidae,Okanagana,Okanagana,vanduzeei,Okanagana vanduzeei,Okanagana vanduzeei,Distant,1914,,W. Davis,1919,J. New York Ent. Soc.,27,214,,,AMNH,,,,,,,,,,,,,,,6,1917,1,,
Literature,Literature,Homoptera,Hemiptera,Cixiidae,Cixiidae,Cixius,Cixius,cultus,Cixius cultus,Cixius cultus,Ball,1902,,Kramer,1981,Trans. Amer. Ent. Soc.,107,25,-26,,,,,,,,,x,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Coccidae,Coccidae,Ceroplastes,Ceroplastes,cistudiformis,Ceroplastes cistudiformis,Ceroplastes cistudiformis,Cockerell,1893,,Gill,1988,"CDFA, Tech. Ser. Agr. Bio.",1,19,,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Coccidae,Coccidae,Coccus,Coccus,hesperidum,Coccus hesperidum,Coccus hesperidum,Linnaeus,1758,,Timberlake,1913,J. Econ. Ent.,6,293,-303,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Coccidae,Coccidae,Coccus,Coccus,hesperidum,Coccus hesperidum,Coccus hesperidum,Linnaeus,1758,,Timberlake,1916,Proc. U.S. Natl. Mus.,50,561,-640,,,,,,x,,,,,,,,,,Timberlake,9,1912,,,
Literature,Literature,Homoptera,Hemiptera,Coccidae,Coccidae,Saissetia,Saissetia,oleae,Saissetia oleae,Saissetia oleae,(Olivier),1791,as Lecanium SYN,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Literature,Literature,Homoptera,Hemiptera,Coccidae,Coccidae,Saissetia,Saissetia,oleae,Saissetia oleae,Saissetia oleae,(Olivier),1791,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,287,,,,,,,x,x,,,,,,,,,,0,,,found on Rhus integrifolia at,
Literature,Literature,Homoptera,Hemiptera,Coccidae,Coccidae,Saissetia,Saissetia,oleae,Saissetia oleae,Saissetia oleae,(Olivier),1791,,S. E. Miller & Davis,1986,Psyche,92,552,,,,,,,,,,,,x,,,,,SEM,5,1977,,found on M. incana as Cuyler H,
Literature,Literature,Homoptera,Hemiptera,Dactylopiidae,Dactylopiidae,Dactylopius,Dactylopius,opuntiae,Dactylopius opuntiae,Dactylopius opuntiae,(Cockerell),1896,as D. sp.,Goeden et al.,1967,Higardia,38 (16),596,,,,,,,,,,x,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Dactylopiidae,Dactylopiidae,Dactylopius,Dactylopius,opuntiae,Dactylopius opuntiae,Dactylopius opuntiae,(Cockerell),1896,as D. sp.,"Goeden, Fleschner et al.",1968,Calif. Agri.,22,8,-10,,,,,,,,,x,,,,,,,,0,,,"intr. to control prickly pear,",successful
Literature,Literature,Homoptera,Hemiptera,Dactylopiidae,Dactylopiidae,Dactylopius,Dactylopius,opuntiae,Dactylopius opuntiae,Dactylopius opuntiae,(Cockerell),1896,,Goeden & Kok,1986,Can. Ent.,118,51,-58,,,,,,,,,x,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Dactylopiidae,Dactylopiidae,Dactylopius,Dactylopius,opuntiae,Dactylopius opuntiae,Dactylopius opuntiae,(Cockerell),1896,,"Goeden, R. & D. Ricker",1980,Proc. V Int. Symp. Biol. Contr,,355,-265,,,,,,,,,x,,,,,,,,0,,,intr. to control Opuntia litto,
Literature,Literature,Homoptera,Hemiptera,Dactylopiidae,Dactylopiidae,Dactylopius,Dactylopius,opuntiae,Dactylopius opuntiae,Dactylopius opuntiae,(Cockerell),1896,as D. sp.,Powell,1981,Bull. S. Calif. Acad. Sci.,79,98,,,,,,,,,,x,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Dactylopiidae,Dactylopiidae,Dactylopius,Dactylopius,opuntiae,Dactylopius opuntiae,Dactylopius opuntiae,(Cockerell),1896,,Moran,1981,Antenna,5,57,,,,map,,,,,,,,,,,x,x,,0,,,,intr. to Ch. Isls. in 1950
Literature,Literature,Homoptera,Hemiptera,Dactylopiidae,Dactylopiidae,Dactylopius,Dactylopius,opuntiae,Dactylopius opuntiae,Dactylopius opuntiae,(Cockerell),1896,,Clausen,1978,"U.S. Dept. Agric., Agric.",480,369,,,,,,,,,,x,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Dactylopiidae,Dactylopiidae,Dactylopius,Dactylopius,opuntiae,Dactylopius opuntiae,Dactylopius opuntiae,(Cockerell),1896,,Goeden,1986,Can. Ent.,118,56,,,,,,,,,,x,,,,,,,,0,,,introduced to control Opuntia,
Literature,Literature,Homoptera,Hemiptera,Dactylopiidae,Dactylopiidae,Dactylopius,Dactylopius,opuntiae,Dactylopius opuntiae,Dactylopius opuntiae,(Cockerell),1896,,Gill,1993,CDFA Tech. Ser. Agr. Bio.,2,149,",232",,,,,,,,,x,,,,,,,,,,,,
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,,,unidentified,Diaspididae,,,,,Cockerell,1939,Sci,90,353,-354,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Chionaspis,Chionaspis,pinifoliae,Chionaspis pinifoliae,Chionaspis pinifoliae,(Fitch),1855,as Phenocaspis,Rosen & De Bach,1979,Ser. Ent.,17,472,,,,,,,,,,x,,,,,,,,0,,,,found on Pinus sp.
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Chrysomphalus,Chrysomphalus,aonidum,Chrysomphalus aonidum,Chrysomphalus aonidum,(Linnaeus),1758,as ficus SYN,McKenzie,1956,Bull. Calif. Insect Surv.,5,1,-210,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Comstockiella,Comstockiella,sabalis,Comstockiella sabalis,Comstockiella sabalis,(Comstock),1883,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,,,,,,,,,,x,,,,,,,0,,,found on Erythea edulis,
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Diaspis,Diaspis,echinocacti,Diaspis echinocacti,Diaspis echinocacti,(Bouche),1833,,Cockerell,1930,Bios.,10,104,,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Diaspis,Diaspis,echinocacti,Diaspis echinocacti,Diaspis echinocacti,(Bouche),1833,as calyptroides SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,291,,,,,,,x,,,,,,,,,,,0,,,found at Rancho Escondido,
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Diaspis,Diaspis,echinocacti,Diaspis echinocacti,Diaspis echinocacti,(Bouche),1833,,Goeden et al.,1967,Hilgardia,38,583,,,,,,,,,,x,,,,,,,,0,,,,established by 1939
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Diaspis,Diaspis,echinocacti,Diaspis echinocacti,Diaspis echinocacti,(Bouche),1833,,"Rosen, D. & P. De Bach",1979,Ser. Ent.,17,408,,,,,,,,,,x,,,,,,,,0,,,host of Aphytis mytilaspidis,found on Opuntia littoralis
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Hemiberlesia,Hemiberlesia,densiflorae,Hemiberlesia densiflorae,,(Bremmer),1907,as Aspidiotus SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,,,,,,,,,,x,,,,,,,0,,,found on Quercus tomentella,
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Hemiberlesia,Hemiberlesia,rapax,Hemiberlesia rapax,Hemiberlesia rapax,(Comstock),1881,as Aspidiotus SYN,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Literature,Literature,Homoptera,Hemiptera,Diaspididae,Diaspididae,Hemiberlesia,Hemiberlesia,rapax,Hemiberlesia rapax,Hemiberlesia rapax,(Comstock),1881,as Aspidiotus SYN,Howard,1910,J. Econ. Ent.,3,257,-260,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Flatidae,Flatidae,Mistharnophantia,Mistharnophantia,sonorana,Mistharnophantia sonorana,Mistharnophantia sonorana,Kirkaldy,1907,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,378,,,,,,,,x,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Issidae,Nogodinidae,Danepteryx,Danepteryx,,Danepteryx ,,,,,"Fellers, G. & Drost, C.",1991,Herp. Monographs,5,76,,,,,,x,,,,,,,,,,,,,,,lizard food,
Literature,Literature,Homoptera,Hemiptera,Issidae,Nogodinidae,Neaethus,Neaethus,vitripennis,Neaethus vitripennis,Neaethus vitripennis,Stal,1854,,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Literature,Literature,Homoptera,Hemiptera,Kermesidae,Kermesidae,Allokermes,Allokermes,ferrisi,Allokermes ferrisi,Allokermes ferrisi,Bullington&Kosztarab,1985,,Gill,1993,CDFA Tech. Ser. Agr. Bio.,2,231,,,,,,,x,,,,,,,,,,,,,,on Quercus dumosa,
Literature,Literature,Homoptera,Hemiptera,Kermesidae,Kermesidae,Allokermes,Allokermes,galliformis,Allokermes galliformis,Allokermes galliformis,(Riley),1881,MISID? (as Kermes),Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Literature,Literature,Homoptera,Hemiptera,Kermesidae,Kermesidae,Allokermes,Allokermes,rattani,Allokermes rattani,Allokermes rattani,(Ehrhorn),1906,,Hoy,1963,New Zealand Dept. Sci. Bull.,150,260,,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Kermesidae,Kermesidae,Allokermes,Allokermes,rattani,Allokermes rattani,Allokermes rattani,(Ehrhorn),1906,,Bullington & Kosztarab,1985,"Virg. Poly. Inst., Univ. Bull.",85-116,68,,,,lit,,,x,,,,,,,,,,,0,,,,questions locality record
Literature,Literature,Homoptera,Hemiptera,Kermesidae,Kermesidae,Allokermes,Allokermes,rattani,Allokermes rattani,Allokermes rattani,(Ehrhorn),1906,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,Ferris,,,,,x,,,,,,,,,,,0,,,found at Pebbly Beach,
Literature,Literature,Homoptera,Hemiptera,Membracidae,Membracidae,Platycotis,Platycotis,,Platycotis ,,,,,Seavey,1892,Zoe,3,263,,,,,,,x,,,,,,,,,,Seavey,8,1892,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,,,unidentified,Pseudococcidae,,,,,S. E. Miller & Davis,1986,Psyche,92,552,,,,,,,,,,,,x,,,,,SEM,0,,,found on M. implicata at Cuyle,specimen lost in the mail
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,,,unidentified,Pseudococcidae,,,,,S. E. Miller & Davis,1986,Psyche,92,552,,,,,,,,,,,,x,,,,,SEM,0,,,found on M. implicata at Cuyle,specimen lost in the mail
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Amonostherium,Amonostherium,lichtensioides,Amonostherium lichtensioides,Amonostherium lichtensioides,(Cockerell),1897,as Eriococcus catalinae SYN,Ehrhorn,1906,Can. Ent.,38,329,-335,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Amonostherium,Amonostherium,lichtensioides,Amonostherium lichtensioides,Amonostherium lichtensioides,(Cockerell),1897,as Eriococcus a. catalinae SYN,Ferris,1918,L. Stanford J. Univ. ser.,,75,-76,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Amonostherium,Amonostherium,lichtensioides,Amonostherium lichtensioides,Amonostherium lichtensioides,(Cockerell),1897,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Amonostherium,Amonostherium,lichtensioides,Amonostherium lichtensioides,Amonostherium lichtensioides,(Cockerell),1897,as Eriococcus a. catalinae SYN,Ferris,1950,Stanford Univ. Press.,,24,-25,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Amonostherium,Amonostherium,lichtensioides,Amonostherium lichtensioides,Amonostherium lichtensioides,(Cockerell),1897,Eriococcus a. catalinae SYN,McKenzie,1967,Mealybugs of California,,1,-526,,,,,,x,,,,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Amonostherium,Amonostherium,lichtensioides,Amonostherium lichtensioides,Amonostherium lichtensioides,(Cockerell),1897,,D.R. Miller,1971,Pan-Pac. Ent.,47,298,,,,,,,,,,x,,,,,,,,5,1968,,found on Artemisia californica,collected at Coches Prietos
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Amonostherium,Amonostherium,lichtensioides,Amonostherium lichtensioides,Amonostherium lichtensioides,(Cockerell),1897,,D.R. Miller,1973,Pan-Pac. Ent.,49,265,,,,,,,,,,,,x,,,,,D.R. Miller,7,1970,,found on Artemisia californica,"Harris Point, Green Mountain"
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Amonostherium,Amonostherium,lichtensioides,Amonostherium lichtensioides,Amonostherium lichtensioides,(Cockerell),1897,Eriococcus catalinae SYN,"Rust, Menke & D. Miller",1985,Ent. Calif. Ch. Isls. Proc.,,30,",48",,,,,,x,,,x,,x,,x,,,,0,,,,Eriococcus artemisiae var. cat
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Anisococcus,Anisococcus,adenostomae,Anisococcus adenostomae,Anisococcus adenostomae,(Ferris),1925,,"Rust, Menke & D. Miller",1985,Ent. Calif. Ch. Isls. Proc.,,48,,,,,,,x,,,,,,,x,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Anisococcus,Anisococcus,quercus,Anisococcus quercus,Anisococcus quercus,(Ehrhorn),1900,,D.R. Miller,1971,Pan-Pac. Ent.,47,298,,,,,,,,,,x,,,,,,,,4,1969,,found on Quercus agrifolia,collected at upper Canada del
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Anisococcus,Anisococcus,quercus,Anisococcus quercus,Anisococcus quercus,(Ehrhorn),1900,,"Rust, Menke & D. Miller",1985,Ent. Calif. Ch. Isls. Proc.,,48,,,,,,,,,,x,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Chorizococcus,Chorizococcus,abroniae,Chorizococcus abroniae,Chorizococcus abroniae,McKenzie,1960,,D.R. Miller,1971,Pan-Pac. Ent.,47,298,,,,,,,,,,x,,,,,,,,6,1967,,"found on A. pusillus, F. chami","crystallinum, at Christi Beach"
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Chorizococcus,Chorizococcus,abroniae,Chorizococcus abroniae,Chorizococcus abroniae,McKenzie,1960,,D.R. Miller,1973,Pan-Pac. Ent.,49,265,,,,,,,,,,,,x,,,,,D.R. Miller,7,1970,,found on Franseria sp.,Cuyler Harbor
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Chorizococcus,Chorizococcus,abroniae,Chorizococcus abroniae,Chorizococcus abroniae,McKenzie,1960,,D.R. Miller,1974,Pan-Pac. Ent.,50,195,,,,,,,,x,,,,,,,,,D.R. Miller,5,1973,,found on Abronia umbellata,Shifting Sands
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Chorizococcus,Chorizococcus,abroniae,Chorizococcus abroniae,Chorizococcus abroniae,McKenzie,1960,,"Rust, Menke & D. Miller",1985,Ent. Calif. Ch. Isls. Proc.,,48,,,,,,,,x,,x,,x,x,x,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Discococcus,Discococcus,simplex,Discococcus simplex,Discococcus simplex,Ferris,1953,,D.R. Miller,1971,Pan-Pac. Ent.,47,298,,,,,,,,,,x,,,,,,,,4,1969,,found on Sitanion sp.,collected east of West Point
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Discococcus,Discococcus,simplex,Discococcus simplex,Discococcus simplex,Ferris,1953,,D.R. Miller,1974,Pan-Pac. Ent.,50,195,,,,,,,,x,,,,,,,,,D.R. Miller,5,1973,,"found on Stipa sp., Avena sp.",.25 mi. N. Boulder
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Discococcus,Discococcus,simplex,Discococcus simplex,Discococcus simplex,Ferris,1953,,"Rust, Menke & D. Miller",1985,Ent. Calif. Ch. Isls. Proc.,,36,",48",,,,,,x,x,,x,,,,x,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Discococcus,Discococcus,spectabilis,Discococcus spectabilis,Discococcus spectabilis,McKenzie,1961,,D.R. Miller,1971,Pan-Pac. Ent.,47,298,,,,,,,,,,x,,,,,,,,5,1968,,found on Bromus sp.,collected at Prisoners Harbor
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Discococcus,Discococcus,spectabilis,Discococcus spectabilis,Discococcus spectabilis,McKenzie,1961,,"Rust, Menke & D. Miller",1985,Ent. Calif. Ch. Isls. Proc.,,48,,,,,,,,,,x,,,,,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Distichlicoccus,Distichlicoccus,salinus,Distichlicoccus salinus,Distichlicoccus salinus,(Cockerell),1902,,D.R. Miller,1971,Pan-Pac. Ent.,47,298,,,,,,,,,,x,,,,,,,,5,1968,,found on Bromus sp.,collected at Prisoners Harbor
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Distichlicoccus,Distichlicoccus,salinus,Distichlicoccus salinus,Distichlicoccus salinus,(Cockerell),1902,,D.R. Miller,1973,Pan-Pac. Ent.,49,265,,,,,,,,,,,,x,,,,,D.R. Miller,7,1970,,found on Distichlis spicata,"Cuyler Harbor, Bay Point"
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Distichlicoccus,Distichlicoccus,salinus,Distichlicoccus salinus,Distichlicoccus salinus,(Cockerell),1902,,D.R. Miller,1974,Pan-Pac. Ent.,50,196,,,,,,,,x,,,,,,,,,D.R. Miller,5,1973,,found on Distichlis spicata,China Point
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Distichlicoccus,Distichlicoccus,salinus,Distichlicoccus salinus,Distichlicoccus salinus,(Cockerell),1902,,"Rust, Menke & D. Miller",1985,Ent. Calif. Ch. Isls. Proc.,,48,,,,,,,,x,,x,,x,,x,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Dysmicoccus,Dysmicoccus,ryani,Dysmicoccus ryani,Dysmicoccus ryani,(Coquillett),1889,,McKenzie,1967,Mealybugs of California,,1,-526,,,,,,,,,,,,,x,,,,0,,,,
Literature,Literature,Homoptera,Hemiptera,Pseudococcidae,Pseudococcidae,Ehrhornia,Ehrhornia,cupressi,Ehrhornia cupressi,Ehrhornia cupressi,(Ehrhorn),1911,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,288,,,,,,,,,,,x,,,,,,,0,,,found on Cupressus guadalupens,
